State_Code,Year,pH,EC_dS_m,Water_Holding_Cap,Organic_Matter_Pct,CEC,Bulk_Density,Clay_Pct,Sand_Pct,CaCO3_Pct
NM,2019,7.57,1.809,0.132,3.25,16.1,1.39,21.6,49.3,5
NM,2020,7.53,1.843,0.134,3.22,16.1,1.39,21.6,49.3,5
NM,2021,7.51,1.806,0.132,3.23,16.3,1.39,21.6,49.3,5
NM,2022,7.53,1.778,0.138,3.22,16.3,1.41,21.6,49.3,5
NM,2023,7.55,1.806,0.135,3.13,15.9,1.37,21.6,49.3,5
NM,2024,7.52,1.821,0.135,3.21,16.1,1.39,21.6,49.3,5
NM,2025,7.51,1.813,0.135,3.24,16.0,1.37,21.6,49.3,5
NV,2015,7.86,2.545,0.111,1.49,15.9,1.4,19.4,48.6,6
NV,2016,7.88,2.455,0.118,1.57,16.1,1.41,19.4,48.6,6
NV,2017,7.87,2.458,0.112,1.49,16.0,1.42,19.4,48.6,6
NV,2018,7.83,2.455,0.111,1.36,16.1,1.39,19.4,48.6,6
NV,2019,7.84,2.457,0.116,1.58,16.1,1.4,19.4,48.6,6
NV,2020,7.88,2.455,0.118,1.42,15.9,1.4,19.4,48.6,6
NV,2021,7.87,2.508,0.117,1.44,15.9,1.39,19.4,48.6,6
NV,2022,7.85,2.515,0.118,1.45,15.8,1.43,19.4,48.6,6
NV,2023,7.86,2.457,0.112,1.59,15.8,1.39,19.4,48.6,6
NV,2024,7.89,2.449,0.11,1.33,16.5,1.4,19.4,48.6,6
NV,2025,7.84,2.487,0.119,1.72,16.2,1.41,19.4,48.6,6
NY,2015,5.48,0.102,0.187,14.23,27.7,1.15,13.5,44.4,0
NY,2016,5.48,0.119,0.184,14.26,27.9,1.14,13.5,44.4,0
NY,2017,5.46,0.122,0.18,14.22,27.9,1.15,13.5,44.4,0
NY,2018,5.46,0.128,0.185,14.2,28.3,1.13,13.5,44.4,0
NY,2019,5.48,0.106,0.182,14.25,28.0,1.16,13.5,44.4,0
NY,2020,5.43,0.082,0.182,14.17,27.7,1.15,13.5,44.4,0
NY,2021,5.43,0.092,0.186,14.11,27.8,1.15,13.5,44.4,0
NY,2022,5.45,0.123,0.188,14.16,28.1,1.14,13.5,44.4,0
NY,2023,5.47,0.064,0.184,14.12,28.3,1.15,13.5,44.4,0
NY,2024,5.48,0.098,0.185,14.12,27.6,1.13,13.5,44.4,0
NY,2025,5.52,0.076,0.189,14.16,27.6,1.15,13.5,44.4,0
OH,2015,5.91,0.037,0.166,2.7,18.3,1.41,24.9,25.7,0
OH,2016,5.82,0.0,0.17,2.94,17.7,1.42,24.9,25.7,0
OH,2017,5.87,0.0,0.168,3.06,18.1,1.39,24.9,25.7,0
OH,2018,5.85,0.013,0.17,3.02,18.0,1.43,24.9,25.7,0
OH,2019,5.91,0.047,0.165,2.94,17.9,1.41,24.9,25.7,0
OH,2020,5.82,0.0,0.167,2.89,18.2,1.41,24.9,25.7,0
OH,2021,5.82,0.0,0.171,2.99,17.9,1.41,24.9,25.7,0
OH,2022,5.83,0.057,0.167,2.85,17.9,1.41,24.9,25.7,0
OH,2023,5.78,0.0,0.174,2.96,17.9,1.39,24.9,25.7,0
OH,2024,5.83,0.0,0.167,2.96,18.1,1.43,24.9,25.7,0
OH,2025,5.83,0.014,0.169,3.01,18.1,1.41,24.9,25.7,0
OK,2015,6.7,0.493,0.151,1.48,14.2,1.49,22.0,42.8,1
OK,2016,6.7,0.478,0.144,1.31,14.1,1.49,22.0,42.8,1
OK,2017,6.75,0.528,0.143,1.24,14.3,1.47,22.0,42.8,1
OK,2018,6.72,0.515,0.144,1.28,14.2,1.49,22.0,42.8,1
OK,2019,6.67,0.491,0.152,1.15,14.3,1.48,22.0,42.8,1
OK,2020,6.66,0.47,0.147,1.23,14.5,1.49,22.0,42.8,1
OK,2021,6.71,0.533,0.157,1.25,14.2,1.45,22.0,42.8,1
OK,2022,6.65,0.526,0.147,1.24,14.3,1.48,22.0,42.8,1
OK,2023,6.75,0.505,0.149,1.29,14.3,1.47,22.0,42.8,1
OK,2024,6.73,0.561,0.153,1.22,14.4,1.49,22.0,42.8,1
OK,2025,6.68,0.476,0.155,1.36,13.9,1.49,22.0,42.8,1
OR,2015,6.19,0.13,0.188,16.72,21.0,0.96,19.8,37.9,0
OR,2016,6.29,0.155,0.186,16.72,21.2,0.96,19.8,37.9,0
OR,2017,6.24,0.174,0.185,16.7,21.4,0.97,19.8,37.9,0
OR,2018,6.28,0.182,0.184,16.73,21.1,0.96,19.8,37.9,0
OR,2019,6.2,0.168,0.184,16.78,20.8,0.98,19.8,37.9,0
OR,2020,6.23,0.185,0.18,16.66,21.2,0.97,19.8,37.9,0
OR,2021,6.25,0.138,0.179,16.67,21.0,0.94,19.8,37.9,0
OR,2022,6.25,0.217,0.182,16.7,20.9,0.97,19.8,37.9,0
OR,2023,6.23,0.173,0.181,16.62,21.0,0.96,19.8,37.9,0
OR,2024,6.26,0.208,0.18,16.66,21.1,0.95,19.8,37.9,0
OR,2025,6.21,0.185,0.184,16.69,21.0,0.96,19.8,37.9,0
PA,2015,5.24,0.018,0.143,8.32,14.2,1.25,19.5,32.0,0
PA,2016,5.25,0.021,0.14,8.28,14.7,1.27,19.5,32.0,0
PA,2017,5.26,0.018,0.145,8.27,14.8,1.26,19.5,32.0,0
PA,2018,5.27,0.023,0.137,8.32,14.7,1.24,19.5,32.0,0
PA,2019,5.21,0.043,0.14,8.25,14.4,1.26,19.5,32.0,0
PA,2020,5.2,0.01,0.138,8.29,14.5,1.25,19.5,32.0,0
PA,2021,5.29,0.025,0.134,8.25,14.6,1.24,19.5,32.0,0
PA,2022,5.26,0.002,0.14,8.28,14.7,1.24,19.5,32.0,0
PA,2023,5.23,0.046,0.14,8.22,14.7,1.23,19.5,32.0,0
PA,2024,5.29,0.0,0.145,8.08,14.4,1.25,19.5,32.0,0
PA,2025,5.25,0.057,0.142,8.25,14.6,1.25,19.5,32.0,0
RI,2015,5.69,2.894,0.152,14.94,8.8,1.2,5.4,57.6,0
RI,2016,5.65,2.853,0.161,14.9,9.0,1.19,5.4,57.6,0
RI,2017,5.71,2.898,0.159,14.91,8.9,1.18,5.4,57.6,0
RI,2018,5.7,2.875,0.157,14.93,8.9,1.2,5.4,57.6,0
RI,2019,5.64,2.919,0.154,14.84,8.8,1.18,5.4,57.6,0
RI,2020,5.68,2.876,0.152,14.85,9.0,1.21,5.4,57.6,0
RI,2021,5.67,2.882,0.154,14.79,8.8,1.18,5.4,57.6,0
RI,2022,5.69,2.84,0.158,14.81,8.6,1.19,5.4,57.6,0
RI,2023,5.62,2.881,0.161,14.88,9.0,1.18,5.4,57.6,0
RI,2024,5.67,2.824,0.16,14.93,8.9,1.19,5.4,57.6,0
RI,2025,5.68,2.848,0.153,14.83,8.7,1.21,5.4,57.6,0
SC,2015,5.24,0.108,0.115,1.17,7.1,1.47,20.3,60.1,0
SC,2016,5.26,0.108,0.119,1.21,7.2,1.47,20.3,60.1,0
SC,2017,5.24,0.098,0.113,1.25,7.2,1.47,20.3,60.1,0
SC,2018,5.29,0.057,0.119,1.1,7.2,1.45,20.3,60.1,0
SC,2019,5.32,0.084,0.118,1.03,7.2,1.46,20.3,60.1,0
SC,2020,5.34,0.085,0.117,1.17,7.4,1.45,20.3,60.1,0
SC,2021,5.3,0.051,0.113,1.12,7.3,1.48,20.3,60.1,0
SC,2022,5.35,0.129,0.12,1.17,7.2,1.44,20.3,60.1,0
SC,2023,5.26,0.111,0.117,1.2,7.3,1.47,20.3,60.1,0
SC,2024,5.25,0.079,0.114,1.17,7.0,1.47,20.3,60.1,0
SC,2025,5.3,0.086,0.109,1.31,7.2,1.48,20.3,60.1,0
SD,2015,7.25,1.372,0.17,3.3,21.3,1.32,26.7,32.5,4
SD,2016,7.23,1.306,0.175,3.3,21.0,1.33,26.7,32.5,4
SD,2017,7.17,1.359,0.175,3.32,20.9,1.35,26.7,32.5,4
SD,2018,7.23,1.346,0.168,3.19,20.9,1.32,26.7,32.5,4
SD,2019,7.2,1.337,0.168,3.36,20.8,1.3,26.7,32.5,4
SD,2020,7.26,1.358,0.171,3.27,20.9,1.3,26.7,32.5,4
SD,2021,7.25,1.418,0.166,3.33,20.9,1.33,26.7,32.5,4
SD,2022,7.21,1.385,0.171,3.2,20.8,1.3,26.7,32.5,4
SD,2023,7.22,1.349,0.172,3.16,21.0,1.32,26.7,32.5,4
SD,2024,7.2,1.383,0.174,3.34,21.2,1.33,26.7,32.5,4
SD,2025,7.23,1.407,0.169,3.31,20.8,1.33,26.7,32.5,4
TN,2015,5.36,0.051,0.16,1.75,15.4,1.42,25.2,26.0,0
TN,2016,5.3,0.025,0.158,1.75,15.3,1.41,25.2,26.0,0
TN,2017,5.35,0.005,0.158,1.9,15.4,1.43,25.2,26.0,0
TN,2018,5.32,0.044,0.16,1.73,15.1,1.4,25.2,26.0,0
TN,2019,5.31,0.035,0.162,1.94,15.3,1.4,25.2,26.0,0
TN,2020,5.33,0.05,0.163,1.75,15.0,1.4,25.2,26.0,0
TN,2021,5.3,0.042,0.158,1.86,15.3,1.42,25.2,26.0,0
TN,2022,5.32,0.054,0.165,1.79,15.2,1.42,25.2,26.0,0
TN,2023,5.3,0.008,0.16,1.86,15.3,1.42,25.2,26.0,0
TN,2024,5.39,0.062,0.16,1.78,15.0,1.43,25.2,26.0,0
TN,2025,5.34,0.029,0.158,1.81,15.0,1.39,25.2,26.0,0
TX,2015,7.07,1.277,0.126,1.39,18.7,1.46,26.4,45.3,7
TX,2016,7.1,1.196,0.137,1.31,18.4,1.46,26.4,45.3,7
TX,2017,7.09,1.267,0.136,1.44,18.6,1.45,26.4,45.3,7
TX,2018,7.09,1.222,0.133,1.35,18.3,1.46,26.4,45.3,7
TX,2019,7.11,1.197,0.134,1.37,18.7,1.42,26.4,45.3,7
TX,2020,7.12,1.202,0.136,1.31,18.3,1.43,26.4,45.3,7
TX,2021,7.08,1.207,0.129,1.19,18.6,1.43,26.4,45.3,7
TX,2022,7.08,1.228,0.132,1.37,18.7,1.45,26.4,45.3,7
TX,2023,7.08,1.231,0.137,1.56,18.4,1.43,26.4,45.3,7
TX,2024,7.02,1.199,0.13,1.44,18.7,1.45,26.4,45.3,7
TX,2025,7.05,1.215,0.135,1.38,18.6,1.46,26.4,45.3,7
UT,2015,7.77,1.837,0.124,3.39,15.2,1.36,20.3,45.9,8
UT,2016,7.77,1.824,0.129,3.41,15.2,1.35,20.3,45.9,8
UT,2017,7.72,1.787,0.128,3.45,15.0,1.34,20.3,45.9,8
UT,2018,7.74,1.775,0.123,3.32,15.4,1.34,20.3,45.9,8
UT,2019,7.73,1.777,0.132,3.49,15.1,1.37,20.3,45.9,8
UT,2020,7.82,1.792,0.126,3.46,15.3,1.36,20.3,45.9,8
UT,2021,7.76,1.744,0.125,3.46,15.3,1.35,20.3,45.9,8
UT,2022,7.72,1.766,0.129,3.44,15.4,1.34,20.3,45.9,8
UT,2023,7.69,1.725,0.132,3.41,15.3,1.32,20.3,45.9,8
UT,2024,7.68,1.786,0.125,3.46,15.3,1.34,20.3,45.9,8
UT,2025,7.73,1.793,0.128,3.45,15.5,1.37,20.3,45.9,8
VA,2015,5.25,0.19,0.138,2.5,9.3,1.38,22.8,40.2,0
VA,2016,5.2,0.183,0.143,2.27,9.3,1.37,22.8,40.2,0
VA,2017,5.23,0.118,0.147,2.33,8.9,1.36,22.8,40.2,0
VA,2018,5.21,0.207,0.141,2.38,9.2,1.37,22.8,40.2,0
VA,2019,5.19,0.205,0.138,2.27,9.3,1.34,22.8,40.2,0
VA,2020,5.26,0.146,0.14,2.38,9.1,1.37,22.8,40.2,0
VA,2021,5.29,0.176,0.145,2.52,9.3,1.37,22.8,40.2,0
VA,2022,5.19,0.179,0.139,2.39,9.4,1.38,22.8,40.2,0
VA,2023,5.25,0.172,0.138,2.41,9.3,1.38,22.8,40.2,0
VA,2024,5.21,0.148,0.139,2.3,9.1,1.37,22.8,40.2,0
VA,2025,5.22,0.145,0.138,2.35,9.3,1.37,22.8,40.2,0
VT,2015,5.11,0.0,0.203,17.4,20.2,1.04,7.4,56.1,0
VT,2016,5.09,0.046,0.204,17.39,20.1,1.06,7.4,56.1,0
VT,2017,5.11,0.0,0.202,17.44,20.2,1.07,7.4,56.1,0
VT,2018,5.1,0.0,0.2,17.54,19.8,1.04,7.4,56.1,0
VT,2019,5.19,0.007,0.199,17.34,20.2,1.06,7.4,56.1,0
VT,2020,5.16,0.031,0.202,17.32,20.2,1.07,7.4,56.1,0
VT,2021,5.13,0.049,0.198,17.44,19.9,1.05,7.4,56.1,0
VT,2022,5.18,0.0,0.192,17.43,20.1,1.09,7.4,56.1,0
VT,2023,5.14,0.032,0.203,17.44,20.1,1.03,7.4,56.1,0
VT,2024,5.11,0.0,0.204,17.45,20.1,1.07,7.4,56.1,0
VT,2025,5.18,0.0,0.194,17.41,20.2,1.05,7.4,56.1,0
WA,2015,6.22,0.142,0.17,10.58,19.5,1.03,12.4,46.2,0
WA,2016,6.22,0.177,0.175,10.58,19.5,1.03,12.4,46.2,0
WA,2017,6.24,0.158,0.171,10.7,19.5,1.05,12.4,46.2,0
WA,2018,6.22,0.131,0.169,10.65,19.8,1.06,12.4,46.2,0
WA,2019,6.25,0.165,0.169,10.52,19.4,1.04,12.4,46.2,0
WA,2020,6.24,0.059,0.165,10.62,19.8,1.04,12.4,46.2,0
WA,2021,6.23,0.176,0.172,10.64,19.6,1.03,12.4,46.2,0
WA,2022,6.21,0.091,0.169,10.69,19.3,1.05,12.4,46.2,0
WA,2023,6.22,0.132,0.169,10.72,19.6,1.05,12.4,46.2,0
WA,2024,6.27,0.11,0.18,10.53,19.2,1.06,12.4,46.2,0
WA,2025,6.26,0.104,0.17,10.55,19.6,1.03,12.4,46.2,0
WI,2015,5.86,0.068,0.181,7.99,18.1,1.37,12.3,48.8,0
WI,2016,5.82,0.049,0.183,7.84,18.2,1.38,12.3,48.8,0
WI,2017,5.87,0.014,0.182,7.82,18.5,1.36,12.3,48.8,0
WI,2018,5.8,0.014,0.178,7.81,18.6,1.37,12.3,48.8,0
WI,2019,5.85,0.015,0.178,7.82,18.4,1.34,12.3,48.8,0
WI,2020,5.81,0.085,0.184,7.94,18.1,1.38,12.3,48.8,0
WI,2021,5.83,0.036,0.179,7.67,18.6,1.35,12.3,48.8,0
WI,2022,5.85,0.037,0.179,7.95,18.2,1.39,12.3,48.8,0
WI,2023,5.82,0.054,0.177,7.73,18.2,1.37,12.3,48.8,0
WI,2024,5.84,0.031,0.182,7.82,18.3,1.37,12.3,48.8,0
WI,2025,5.88,0.017,0.187,7.8,18.5,1.36,12.3,48.8,0
WV,2015,5.13,0.035,0.138,12.37,20.0,1.18,21.0,29.2,0
WV,2016,5.16,0.0,0.139,12.45,19.7,1.19,21.0,29.2,0
WV,2017,5.18,0.011,0.144,12.5,19.9,1.19,21.0,29.2,0
WV,2018,5.1,0.0,0.141,12.54,20.2,1.18,21.0,29.2,0
WV,2019,5.17,0.015,0.136,12.46,19.7,1.17,21.0,29.2,0
WV,2020,5.13,0.003,0.143,12.44,19.6,1.19,21.0,29.2,0
WV,2021,5.17,0.0,0.138,12.48,20.1,1.19,21.0,29.2,0
WV,2022,5.13,0.03,0.146,12.4,20.2,1.17,21.0,29.2,0
WV,2023,5.1,0.0,0.144,12.62,19.8,1.2,21.0,29.2,0
WV,2024,5.11,0.0,0.139,12.35,20.0,1.2,21.0,29.2,0
WV,2025,5.16,0.0,0.145,12.48,20.1,1.18,21.0,29.2,0
WY,2015,7.43,1.099,0.148,5.02,17.1,1.34,22.0,47.9,3
WY,2016,7.47,1.102,0.151,4.86,17.0,1.36,22.0,47.9,3
WY,2017,7.41,1.103,0.156,5.01,17.1,1.31,22.0,47.9,3
WY,2018,7.46,1.126,0.151,5.13,17.0,1.36,22.0,47.9,3
WY,2019,7.49,1.106,0.152,4.87,17.1,1.34,22.0,47.9,3
WY,2020,7.37,1.126,0.148,4.99,16.5,1.32,22.0,47.9,3
WY,2021,7.42,1.102,0.152,4.93,16.9,1.33,22.0,47.9,3
WY,2022,7.47,1.107,0.15,5.01,17.0,1.36,22.0,47.9,3
WY,2023,7.44,1.046,0.154,4.98,16.8,1.33,22.0,47.9,3
WY,2024,7.46,1.131,0.155,4.93,17.0,1.33,22.0,47.9,3
WY,2025,7.43,1.115,0.159,5.01,16.9,1.35,22.0,47.9,3
