Area,Avg Temp,Avg Humidity,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,LST_C,District,Crop Name,pH_Suitability,Dominant_Soil_Texture,Water_Availability_Cat,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Season,Transplant,Growth,Harvest,Yield
1,24.4,70.37142454305165,0,29.7,19.4,82.99523487016587,59.66490636005544,0.1991541620765719,0.6813633434421388,0.2501602500523642,24.681410071843455,0.08801629370754245,0.2569664375838566,0.009550728262470234,0.11251233034570314,0.2296088047724641,1.0097473067664562,997.0394138479529,5.630962990884814,19.221108232243314,1.7194191688522145,28.79,42.44,28.77,1.2416772065336066,11.178837935763053,0.4226827906492935,0.4255732894487382,0.002023277207620698,1.0202119604453765,2078.94,15.199012156545043,1.5922880393783092,4.582171333620624,75.52735524627079,28.309147086310286,Sylhet,Wood Apple,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,May,June To August,August To September,0.0
2186,24.0,70.95728298375244,0,30.1,19.9,80.18182217093056,59.07546689392168,0.2338804507557249,0.7316046308175805,0.27653726498927683,23.879512877197403,0.18786069118453846,0.26136554014675867,0.051430176837355984,0.09179810608278598,0.20380495786408998,0.5307188844846757,980.1747842310234,5.636249223112468,17.95106127711125,2.0918536826611467,32.6,34.05,33.35,1.3121274390846824,8.58141342575875,0.3496727524346605,0.363263953006812,0.014626185889818384,1.1202673821812994,1572.26,16.772184396213,2.086589531912872,7.2618456668468125,58.431476102401625,27.81817332133519,Kurigram,Chalkumra,Optimal,Loamy,Optimal,High Risk,0,0,0,Kharif 1,March,April To July,July To Oct,0.0
12751,24.7,79.98148320326362,0,31.8,18.5,85.12914840845583,76.15231279714068,0.3852092127326934,1.3764393254564484,0.5882412747405702,12.331108193274167,0.5545199432290543,0.6458116347590479,0.43709568146002314,0.07631622101028039,0.1991766665318391,0.07671332842258619,849.1164401547138,6.186492854956299,19.194525431302417,1.459223993859782,38.05,18.79,43.16,1.2774548442440212,13.153926684368127,0.21169290082036227,0.24124367012105152,0.03926126015028475,1.3634651338314427,80.82,0.19203531273518304,1.5954789229346902,5.219583174790148,6.027601686010308,25.05105998490617,Meherpur,Danta,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,March,April To Aug,Sep,0.0
18544,30.6,49.26160075838445,0,35.7,26.7,65.53934897763224,45.15362710290592,0.32798502130825935,1.0908007598211023,0.5059528503477763,11.498360544866394,0.47439026055992844,0.49936324262399023,0.40307861161017683,0.0487137336424876,0.12566497549752162,0.076072441986779,795.6575225280833,6.0507490294936535,19.9453709697246,1.443415208600466,39.23,19.54,41.23,1.2854789523794417,13.818179863203474,0.21261549820657077,0.25483546983295363,0.05253295679034761,1.1488075211744568,91.4,0.0,1.4696240906371572,5.17118929906789,4.946854675670851,25.48239370028219,Pabna,Sesame,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,November,Dec To Jan,Feb,0.0
13429,23.9,73.22461722310133,0,29.0,19.2,84.68745674858216,61.16548927726002,0.3442873380417775,1.0142106706317027,0.35324643281699925,18.191233123823917,0.2642302972099935,0.3416755423110181,0.12771770040605235,0.1073170885406798,0.22975210740643182,0.3939242986015458,977.3599812472518,5.778554238729735,17.961526100619587,1.4851848703179993,32.04,29.08,38.88,1.2964811584898144,12.09379819279587,0.3446635743735969,0.37584788055785434,0.01789553368242696,1.074778725786776,1043.06,43.03249115842151,2.4336385099900912,5.974011559864639,36.69490259605933,29.947130576157065,Gazipur,Chalkumra,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,March,April To July,July To Oct,0.0
2290,24.8,71.15498652555361,5066,29.7,19.2,79.30305480145255,59.65460480546543,0.38757633226469107,1.1208450455230223,0.4027974462075874,15.773257389859289,0.326784266964723,0.38928280329065335,0.3031112301425314,0.03747638798854855,0.09306302605691405,0.10100814283724603,894.0958166911962,5.914911097963947,19.87809442919417,2.0358852712211206,35.4,25.74,38.86,1.2779409547244658,9.763857870670346,0.2325808707351795,0.2464064572513257,0.032166361920644926,1.171865095857788,638.57,54.88192820027739,2.5294982093593465,6.648427718794933,20.212694358191857,30.002274899821376,Kushtia,Amra,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,June,June To August,August To September,2.2122
1,25.6,80.70323120052387,0,31.8,18.0,84.92315366799943,74.79054425899713,0.29897258992161324,1.2147581565447558,0.45334015770192443,11.312803161205823,0.44957538744116293,0.6347638636928218,0.2625895645709716,0.18525441298315104,0.3799311148398369,0.45481657060143393,706.0149907812515,5.886533276666377,14.957520524951562,1.4997633530575418,33.6,29.75,36.65,1.329785473307583,9.973253776642776,0.34373715239936353,0.3554635136496011,-0.007440286610848001,1.1152696495304706,91.4,0.5188281182917518,1.1309945241023471,3.6849733099807596,7.142926192741977,24.199107909060544,Sunamganj,Danta Shak,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,March,April To Aug,Sep,0.0
1,19.8,64.59743489663667,0,25.5,14.7,69.1614695415411,58.28178737424595,0.2651526296923965,0.8658675521446619,0.4103672899448356,15.366872401919865,0.3431969874759419,0.463969674269393,0.2938381016907241,0.07148349112675056,0.17628544608441196,0.21660002623589134,783.8549177145021,5.668280455838025,25.18337422670157,2.4979647662233857,29.0,24.92,46.08,1.2666524286661165,10.08155702082849,0.29365261817491906,0.3572468925515615,0.05326805928842961,1.1983565675760943,229.52,0.14354354889912055,1.5878223228996704,4.006573686741676,10.964315199239982,26.66668389835212,Barguna,Onion,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
3248,24.4,79.88867675602984,8997,33.2,17.2,85.13862493642749,73.78214106970754,0.37551660636682915,2.4147740760938454,0.6890517448661472,8.86573802428324,0.632683448703872,0.7047276399911366,0.4948731444910644,0.09427442969041845,0.2013657187204742,0.11769952203856993,526.6519162011684,5.711759053940163,25.0834167279855,2.124393190568129,31.96,28.25,39.79,1.251882571794367,11.8073324840951,0.292598171757493,0.3127301709254654,0.009081351485846269,1.1640114288018428,98.78,0.5580479055750385,1.652896619379338,4.31520444512826,6.724997094040711,24.534281778049028,Rangamati,Banana,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,January,Jan To Jan,Jan,2.77
1,24.5,83.13241219272348,42462,29.3,20.6,86.62299113771898,80.07431884132218,0.3180659198030245,1.3857617362943226,0.4669206142772344,11.943757955614045,0.4139151041438822,0.6100971713813461,0.26641475259318187,0.16090094206278144,0.32215318155198946,0.39622342358471957,929.2094788943658,5.5525874784964815,32.10877812814925,2.1926161297919746,28.71,25.49,45.8,1.229064622756062,14.644049038896554,0.28771912760969187,0.3028694753973269,0.03350093777628871,1.151656169875748,82.88,0.0,1.0725667462602602,4.311550912092566,-1.223719587811347,25.815510927385446,Habiganj,Karala,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,February,March To July,Aug To Sep,42462.0
1,27.2,80.94243316866411,5112,35.7,21.0,86.56689144801219,72.30750979035304,0.3967474746953283,1.4802937796964146,0.5035868084775404,25.084294626005413,0.44135441451516355,0.6260297226277449,0.26519208522324067,0.16832265508420435,0.3625856928835721,0.38705113984821005,807.4292245105594,5.982570560166501,19.296828664760252,2.0732161413902257,35.81,25.11,39.08,1.2805157427429685,9.307678191151107,0.21865605493818785,0.23375847439151343,0.04076593967863265,1.183976568816743,984.86,0.0,2.3128848296598763,8.757061822928986,34.62011086125598,28.00022777505245,Kushtia,Gourd,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,July,Aug To Jan,Jan To March,5112.0
304868,26.0,71.84965217228547,524812,40.5,12.3,85.27122031106752,58.20170998278075,0.25230113112638314,0.8142703309603911,0.3839676760876633,10.843227136054065,0.34142496363754343,0.4879920658159779,0.27277623424157565,0.07401355284321363,0.17184689066636208,0.1920162015436548,932.1712241613709,5.722995125260044,17.346093807863248,1.7719528273005614,31.9,32.54,35.56,1.3245304412764218,9.789252592174666,0.20179129477266647,0.2366470404587868,0.05689149435464907,1.347975156868741,82.39,0.0,1.3128020972510466,5.148175964540769,-0.12106488406216119,24.52789006278091,Kurigram,Boro,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,November,Dec To March,April,1.7214
2487,24.7,82.06410107253325,6251,29.4,18.7,91.34143143159665,72.30300885695111,0.2982395162844218,0.8329224678482023,0.30978865810526157,22.511714423363482,0.23851585203496217,0.37793210321711124,0.15139695169701783,0.1188620539076917,0.2795293030339887,0.45965289155921846,864.9690442293448,5.70413120560137,24.502568037141874,3.219647765599392,32.84,35.84,31.32,1.290424649112733,7.610325669454188,0.28263481997849754,0.26152579116579827,-0.012432843598896438,0.8520664061707607,1572.26,17.31031579942043,1.9412075709683652,6.506254317475119,62.1193135097113,29.689736093255128,Lalmonirhat,Kolmi Shak,Optimal,Loamy,Optimal,High Risk,0,0,0,Kharif 1,March,April To Aug,Sep To Oct,2.5135
22361,22.4,75.89966045597185,0,26.9,18.7,85.57917877266253,66.03142136071948,0.4021679325392183,1.1904735727460463,0.40801377905755065,14.319583197132811,0.28050819588713194,0.4875574159661816,0.1538659115863366,0.1553313323689659,0.3295594039605894,0.5357088621202191,1047.3973018397555,6.269869929017572,16.85570971901156,1.3159878360849064,34.02,24.39,41.59,1.3115982255382317,12.808408449395458,0.27139785923972554,0.33680359021443673,0.07546562379139422,1.3458492576645433,736.76,43.56579336287931,2.5549175204412236,6.221382989649859,21.610026312600503,28.895800960417212,Faridpur,Jhinga,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,May To June,June To Aug,0.0
4975,24.7,73.81718916996837,841,28.6,19.8,84.31095208261073,59.780795049499694,0.34953938277966723,1.1931424888246924,0.4021647383879646,13.87651662099811,0.236146785682369,0.32960007245246364,0.0891850391008674,0.11674221061102923,0.23009450246836152,0.4212045871570849,1129.3042456769863,5.628886538886381,19.6848588883417,2.8652027425490654,33.18,22.21,44.61,1.2673907372657311,6.870319714558422,0.3015670851198545,0.3386919382461527,0.02917973218535696,1.1006042022570208,897.09,34.11123607818532,2.836510868362232,6.366327544157561,34.825496532826065,28.84165943171333,Shariatpur,Amra,Optimal,Loamy,Optimal,High Risk,1,0,0,Kharif 1,June,June To August,August To September,0.169
4206,24.4,80.74238311271222,10944,29.5,18.1,88.0674239464246,73.00978892981925,0.3194240185541952,1.447827217407967,0.49335809327572994,9.707010073487634,0.4841276615844174,0.6445612836800471,0.384796408236763,0.11177210403952241,0.25951714632428646,0.27156231206217024,644.6479968852858,5.56537964010792,29.021873391422968,2.3007916061928095,33.52,24.98,41.5,1.2502161669419984,12.613864425316795,0.4085304573369374,0.6839762583490597,0.2914618011658165,1.8720131837047584,149.59,0.7988342379249814,1.322779453320985,4.57418435737683,7.895918231607702,25.321081547300786,Gopalganj,Sweet Potato,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,November,Dec To March,April,2.602
1,28.6,74.95820240963268,0,34.5,22.2,90.28385586723029,59.92706557789268,0.3343508146521708,1.3835045705576536,0.4852455537576317,26.324709455319176,0.4127623527606961,0.4828825617666569,0.2805639966766524,0.0851371413766033,0.20976403017089917,0.25065279720337946,750.6518578509342,5.607359362100065,19.68384920453008,2.866098362846189,33.07,22.19,44.74,1.2659018507210542,6.867820539481752,0.22559466490339639,0.2647454928897785,0.041234151863458975,1.2320258310352026,1311.38,0.2731512393799148,2.2760346851364956,7.980645165360155,46.95761998898464,27.65191906872407,Shariatpur,Cucumber,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,September,Nov To March,March To Jun,0.0
22226,27.1,80.4578933437237,3689,35.2,18.7,85.41577311801845,74.07145040652142,0.4484659315727921,2.0298379286282704,0.5902192460867134,25.119370298796774,0.5664641853749152,0.7479676059897784,0.26112281163589984,0.22854915546103677,0.46556300136662276,0.3993855700892433,562.4709217316159,5.9498080729441325,21.660265736284767,1.9986023510263407,32.0,15.55,52.45,1.2909268291605636,10.83770652284162,0.2584337880411413,0.32650562223975965,0.03116034647263782,1.1722331155344123,1451.65,0.0,2.012173781773725,7.446646723775835,51.8602030782114,28.048565173078288,Jhallokati,Jamrul,Optimal,Silty,Optimal,Low Risk,0,0,0,Kharif 2,June,July To August,June To September,0.166
6378,33.5,82.81935831739666,28040,44.8,22.2,94.74356212322552,69.91921036025619,0.3739308881041364,1.0216675484298987,0.37905105384600685,11.504026306248235,0.30385523692073463,0.3764316100044669,0.25017635675816485,0.048509501435549066,0.10887913675051211,0.13740363333224234,940.0187056625387,5.766313275577469,16.911324063556258,1.4780436903479512,28.74,33.19,38.07,1.3298182691053377,11.441694297666604,0.27947052587627347,0.4619443009041772,0.15636388874274348,1.6332323786391283,1997.22,14.776654774640098,1.9889629102968978,5.786791717056067,77.35014094541764,30.12696085027969,Narail,Jack Fruit,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,April,April To May,April To June,4.3964
1,30.9,75.84687300755981,35634,35.8,26.7,90.00706020827474,63.05829150751882,0.2965200305037843,0.8637204216617336,0.34457126786179415,17.94110287165993,0.2511939261531455,0.30495755577962574,0.21175445366637866,0.07014722460890743,0.16887638674170388,0.25982149439457697,940.4714479579799,5.720404583909632,16.64271914955374,1.850428871293251,26.35,35.41,38.24,1.3157454653991107,8.993979399987564,0.24515578061820678,0.30270936836400697,0.045786178630936834,1.2850251265864834,1663.21,0.0,3.6771968808319775,7.127509358841942,59.68217248169778,29.589942988275194,Patuakhali,Ripe Papaya,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 1,April,April To May,April To May,35634.0
1,30.1,74.44134319194926,0,34.9,25.1,89.85278124110765,60.12245858912738,0.43241930574919923,1.6437796268170204,0.5419842151565705,25.186194649472228,0.4532713538759396,0.681792952729086,0.25981393992036556,0.18001058532022055,0.41946239946194125,0.36609671156642126,668.3374529422172,5.5989936673198075,11.59337104127733,1.1743175575275009,30.17,33.15,36.68,1.3029204108806016,9.872432688213323,0.19900404618529194,0.1960910610910444,0.000673353552024279,0.9688136323163247,910.51,0.0,1.983685817616937,6.766628129713782,32.84250119346977,28.069371444681803,Rangpur,Green Palmyra,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,April,August To October,May,0.0
1,32.3,65.61663434296993,45855,38.7,24.9,82.14018757288952,49.3456396380018,0.1878071228477805,0.732308692914267,0.21685358988100667,24.199672764143944,-0.0016362041444098717,0.241954428494957,0.009750510776953903,0.17798626635323367,0.428641601908765,-0.03416532501753673,1084.090896763544,5.8695488638803415,14.961382870382673,1.532063444366958,33.44,29.3,37.26,1.331496108106152,9.765511294843702,0.25096350910133597,0.2530421728435718,0.02550174526572071,1.122175614449692,3216.48,5.154825111144404,1.680330506005499,5.991196007889417,122.28785548706283,26.842270038307316,Sunamganj,Taramind,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,February,March To April,February To May,45855.0
6003,24.9,69.54439675622167,18694,30.6,19.8,80.01995737995699,61.365619901660914,0.38903428634950316,1.0698628895572804,0.4153403385744009,12.495245400539012,0.4141077062953781,0.44262608695873923,0.37226953613440883,0.03675088034821115,0.08815038536912859,0.11288006018931826,836.4917042823861,6.241196812130766,19.218253963702544,1.4223853646466382,37.79,18.79,43.42,1.2797790303207488,13.51128494525597,0.25042732482449676,0.2752008161517789,0.020442822127076026,1.0645791966147362,424.36,43.216553096522944,2.3312154666338882,6.958859017636725,15.382518999624354,31.37717103980745,Meherpur,Kakrol,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,May To July,July To Sep,3.1141
1,25.6,80.02422081337576,42031,33.7,15.7,87.06730335307556,75.28824501043059,0.24383010294777718,0.7074046039664904,0.35949578421634776,14.441379797108025,0.33151520383191607,0.3598265849308629,0.29260504327735837,0.050970491997023235,0.08003927955690754,0.17475322448006847,828.6808888839126,5.69741470339782,16.9950051094805,1.9185109494710468,25.5,35.7,38.8,1.3177331026365766,8.858435295438994,0.2739784165717844,0.336621789463109,0.04815097880479076,1.1689208862483793,270.62,0.11336228679017997,2.479622913703013,5.650183415356899,11.878456279962302,26.75476940674057,Patuakhali,Banana,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,January,Jan To Jan,Jan,42031.0
340,31.3,49.38146190841107,35412,34.1,26.9,64.31718808173056,44.505558789438425,0.29441518036620984,0.8375666180795219,0.4171851746165656,11.291621758325991,0.3783822056141184,0.5839770385819794,0.2638620511629752,0.14826517185888277,0.29849801697906264,0.35980519834241886,773.2361587825947,5.773577878431684,16.510358797849264,1.5468086856358156,31.66,29.75,38.59,1.3073117135195977,10.673820848803084,0.22633335191217907,0.22302863777555987,0.03378057540339041,1.0983073844270532,80.15,1.2613469544894675,1.0894720832655869,4.009561266711561,7.833328056056885,25.425930818706604,Netrokona,Sesame,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,November,Dec To Jan,Feb,104.1529
1,25.0,73.76909595700249,0,30.6,18.6,86.41333438207461,60.588462123396205,0.34882397901503637,2.142457613897565,0.5920929364464936,25.74989451686107,0.3934359858421674,0.5477208347370472,0.22022331078079704,0.1612576297696028,0.3116736074862287,0.3805373603817111,722.8048852108561,5.505821271041344,31.038917724940358,3.243084958177331,32.37,29.15,38.48,1.2631836417126876,9.570800063894952,0.23020296346541919,0.26860374861375264,0.02188244514000336,1.229940296689637,1311.38,0.0,2.265893993162241,8.146190098383975,48.78008424410477,27.538596360983213,Chandpur,Barbati,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,September,Oct To Dec,December To April,0.0
11002,29.8,78.25289673713789,40494,35.0,24.6,88.94468047537075,69.77387265568453,0.36569522502593976,1.3506431602626243,0.5014017311200001,25.559569138135828,0.4233239069870355,0.599855856507809,0.14357951856786744,0.20756225043780885,0.43315950245063983,0.5531627649956425,786.8911359801684,5.7043124881852085,26.580987411946797,1.5381012394488098,28.15,38.39,33.46,1.2920231545108012,17.28168909185217,0.29510219564752066,0.31974823788794415,0.030343450639240023,1.0525508618623345,1132.42,0.24958821980172904,2.1472581805738433,7.4393090805955575,39.86587319622476,28.359748168419223,Tangail,Betelnut,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,July,Aug To Jan,Jan To March,3.6806
1,34.6,82.13385462946331,43220,47.4,21.8,95.4914119079379,69.4463381818231,0.3255756930718939,0.9350285388456129,0.34681610018098197,17.039696943056953,0.2586840841209557,0.3548591199755069,0.20604223824782436,0.06450540901692504,0.1569237986550409,0.24283748777060346,956.3087728220291,5.653904992302152,16.74677920177721,1.5977463318752556,34.38,29.35,36.27,1.2972355820355088,10.481500641044637,0.2817138568828011,0.29154503879573906,0.022345207607826763,1.1205271618354604,1043.06,59.16483377472383,2.6686664253216223,6.461125752885049,36.6133098964159,29.72238044243395,Gazipur,Jack Fruit,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,April To May,April To June,43220.0
6158,22.0,75.35732986173306,8412,29.5,12.1,83.42949171262572,67.9413735387296,0.398650986687623,1.5236361492261739,0.5009309473032599,25.532466400696194,0.4251712839510316,0.6246551685680793,0.25487984553387405,0.17070144473318039,0.36356382993586467,0.39645456505685245,763.5770716030268,5.963751854221213,19.138878677873823,2.078587512477035,35.31,25.72,38.97,1.275422972865774,9.207636706652867,0.17862530145009448,0.2226186114664816,0.05168795132353306,1.3233495458337199,984.86,0.0,2.3208193800278436,8.528560935593346,36.99520924572141,28.46926406161891,Kushtia,Cauliflower,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,September,Nov To Jan,Feb,1.366
13100,20.5,68.83464757877226,0,23.4,16.5,85.59172530043243,50.39191493912908,0.46086639285776465,1.8104518362630584,0.5638470406543766,25.62128421662495,0.5104251104218431,0.7424352366351216,0.3373910069111763,0.19048377369095132,0.41594606414870794,0.3593799964614003,698.0205168961328,6.245290458566859,21.579011723716942,1.6154326643918897,31.1,16.45,52.45,1.2593276569041376,13.358038499141097,0.2263695547246958,0.2732893729120778,0.043405374481149214,1.2856291592514668,996.2,0.0,2.168419399619252,8.007445712149952,36.78143924267546,28.85050213093311,Jhenaidah,Carrot,Optimal,Silty,Optimal,Low Risk,0,0,0,Kharif 2,October,Nov To Feb,March,0.0
123869,22.7,72.70979438900449,16384,29.1,15.7,84.44941328797437,63.53203292637636,0.28862647097008115,1.1126938225711367,0.41920063303891925,24.875162391910475,0.2706807558585826,0.4033014227028993,0.11555425431996663,0.14768385877478685,0.32361929927283806,0.5658999646092905,929.3866490229827,5.884466388321772,15.721589974044052,1.5141462799404726,30.47,29.83,39.7,1.3400569109283653,10.383138130261848,0.1867605515102964,0.22447993067705238,0.05439279594832591,1.3890302933876868,1132.42,0.0,2.00806624274094,7.702694751554766,37.74702144625275,28.177966262866693,Sirajganj,Barbati,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,September,Oct To Dec,December To April,0.1323
7112,25.1,68.27344922392813,0,29.5,19.4,71.0244879659655,64.49408553686817,0.3700042252395766,1.5478827645351751,0.5033528987321214,24.704954703187045,0.43754723887443303,0.6495828591619658,0.0935307296908035,0.2481713972718104,0.5292380556383465,0.6109799157665783,716.1020154266134,5.750330665316066,17.245066002657826,1.8604374569051407,25.52,35.94,38.54,1.3201298665352692,9.269360783213424,0.3254051608400273,0.3354272872430286,0.053591775301862606,1.1967723792398322,2272.77,0.1468193739089946,3.5632439154497426,10.267034564105888,78.74720843253166,27.40624538572648,Patuakhali,Garlic,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,October,Nov To Jan,Feb,0.0
1,25.8,69.07830627298125,7485,29.2,19.9,79.50634200109019,58.80325031478538,0.4089574320105158,1.4793373631813658,0.44301344990915126,16.73293424961935,0.3375819967858301,0.4568814083379295,0.3070249767838472,0.06662643396710893,0.15334720321991943,0.2016330378872052,935.636549773994,6.267556240174237,14.838311582658749,1.3985159990878535,37.83,22.63,39.54,1.296756800091386,10.610040637602044,0.33906545867236687,0.3454009809677053,-0.0037671004920930796,1.0359678786963187,1205.62,5.115296914564127,2.9837695360943326,6.305015410317732,41.95513701082689,30.031873257748057,Chattogram,Amra,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,June,June To August,August To September,7485.0
17965,22.7,82.7466964870961,0,30.6,14.9,89.17813202851836,76.37114247825636,0.4224101274288118,1.4428412289319241,0.48683966572462495,25.50933617261105,0.4728066811494011,0.6674034646893763,0.2960117470639182,0.15126300164046463,0.3617750258379025,0.33856374011720564,648.7441353334352,6.021516733846049,15.828672763463299,1.6352747515358064,29.32,32.09,38.59,1.3104099344973166,9.679518838407693,0.1789805415133626,0.21895810894787793,0.00766583210771818,1.0510383142015285,1114.52,0.053959785606948835,1.7960119729735784,6.198281798659795,43.09628692199054,28.419528718360702,Nilphamari,Motor,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,October,Nov To March,March To April,0.0
8907,24.1,69.8888207774904,0,28.2,20.2,82.77847423894438,60.147298815333244,0.28961498338198144,0.8681744844978116,0.3137845681848981,23.06185817878752,0.21379050497498872,0.2967071351477262,0.011634375798575717,0.12959144805125963,0.29072259517797244,0.6292461456203682,1188.807525553212,5.59124781509446,17.022038415459694,1.463516492861422,36.94,26.21,36.85,1.3210885959948886,11.63091669857354,0.30175211997580664,0.31046206229388146,0.013369145256521888,1.0243451089478475,1278.22,37.175576920001284,2.128650082780222,6.560150116045355,44.83642288319149,28.117081268890157,Gaibandha,Amra,Optimal,Loamy,Optimal,High Risk,1,0,0,Kharif 1,June,June To August,August To September,0.0
9887,28.8,73.04210366303575,43252,34.7,21.2,79.83118518051164,66.72241006608411,0.3294204188829642,1.9641552837827458,0.5589751267982465,24.381578235397008,0.27703819749751674,0.42018873518737015,0.0642116001746505,0.17760573865601434,0.37650414358342055,0.6286554938257864,860.8783279325409,5.566343816516854,30.488772009062284,2.559671854992926,30.2,27.74,42.06,1.2684364433899076,11.91120336366184,0.19319682599630983,0.2277542941349007,0.03744785344441099,1.308284983993546,2272.77,0.5642228708214483,3.6202376821690243,9.82012166656562,79.37675567255381,27.076127334252337,Bhola,Mug,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,February,March To May,May,4.3746
1,31.1,48.521326802923646,33575,35.4,27.3,65.08641395888696,45.43392234438745,0.3115970050889539,1.099571144284797,0.4971791816412788,11.69676258036475,0.3816846777449706,0.41974583072662675,0.21803823064655847,0.10096470517635488,0.25270747911043995,0.23229320149301438,838.4217466257685,5.790373272954686,20.59242827984734,1.8310491914572513,30.53,25.13,44.34,1.2963747308578544,11.246245254317135,0.17033863053146617,0.22954898313616806,0.04972623272380451,1.2406679827909957,91.45,1.0276498238842295,1.2459616736827537,4.166346795276632,3.805718234133286,25.149633772602378,Manikganj,Sesame,Optimal,Loamy,Moderate,Low Risk,0,0,0,Rabi,November,Dec To Jan,Feb,33575.0
3718,22.0,69.98438646726304,3292,33.7,9.8,78.2637083320302,59.615319923199195,0.330316233773478,1.3933168733784393,0.3952201351563402,22.763369837485047,0.31000285373872677,0.37602876421208864,0.21516875070019695,0.06868556206211267,0.14635637866865497,0.24582982928916147,748.2235002674753,6.059010940107277,15.853883814746162,2.088916064883862,31.6,29.99,38.41,1.3000063730476112,7.589526492356979,0.21036074971278446,0.2755647415284635,0.04241703262749824,1.3172920845361429,2078.94,13.683186873580162,1.6176332142459313,5.151239862359176,73.16076293540185,29.142878281790345,Moulvibazar,Beans,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,June,July To Nov,Nov To April,0.8854
1,26.5,81.1050139651401,0,34.8,16.6,86.32867027497285,76.89466256513558,0.2402028674646764,0.7348874632100455,0.37160786102970744,10.740130350766213,0.3310141784632292,0.4291182631469705,0.2579638793484795,0.07954375764645584,0.16773432603808144,0.24446571605714004,918.3304488013503,5.634756530098833,17.437623718804783,1.952352682963378,32.72,33.72,33.56,1.3111198245905569,8.931595131847331,0.16914132728689257,0.21970185201224304,0.07129656409191619,1.4245098163963483,82.39,0.0,1.3413395472362872,6.2159836862432165,6.035837490820299,24.219725987630888,Kurigram,Groundnut,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
1,21.3,65.95020609311325,0,31.0,13.4,73.14017245428536,60.523915976815566,0.43073507602150773,1.400607978902911,0.5112047475102254,24.577187670681795,0.4418435144927568,0.6503983542846172,0.10946133044445872,0.24099150342857353,0.5574633019415229,0.5678041445176395,749.0994990989432,6.209822396557663,18.816358622961033,1.5645480017417952,37.92,18.6,43.48,1.2817106512909828,12.026705861381673,0.23340583931088962,0.2554526638368524,0.025644195695501717,1.185314849239005,762.83,8.405305910333905,2.228155529695743,8.14695609676973,26.98845320688018,29.11819834069278,Meherpur,Oal Kachu,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 2,September,Oct To Dec,Dec To Feb,0.0
