year,load_time,state_alpha,county_ansi,util_practice_desc,state_ansi,reference_period_desc,asd_desc,state_name,domain_desc,sector_desc,end_code,county_name,region_desc,prodn_practice_desc,domaincat_desc,class_desc,location_desc,agg_level_desc,asd_code,freq_desc,group_desc,Value,unit_desc,zip_5,statisticcat_desc,county_code,begin_code,week_ending,watershed_desc,country_name,short_desc,state_fips_code,commodity_desc,source_desc,watershed_code,congr_district_code,CV (%),country_code
2017,2018-02-01 00:00:00.000,IA,085,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,HARRISON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, HARRISON",COUNTY,40,ANNUAL,FIELD CROPS,"24,620",ACRES,,AREA HARVESTED,085,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,085,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,HARRISON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, HARRISON",COUNTY,40,ANNUAL,FIELD CROPS,"17,035",ACRES,,AREA HARVESTED,085,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,085,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,HARRISON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, HARRISON",COUNTY,40,ANNUAL,FIELD CROPS,"20,379",ACRES,,AREA HARVESTED,085,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,085,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,HARRISON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, HARRISON",COUNTY,40,ANNUAL,FIELD CROPS,"15,764",ACRES,,AREA HARVESTED,085,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,093,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,IDA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, IDA",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,093,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2012,2012-12-31 00:00:00.000,IA,093,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,IDA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, IDA",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,093,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,093,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,IDA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, IDA",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,093,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,133,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,MONONA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,40,ANNUAL,FIELD CROPS,"48,581",ACRES,,AREA HARVESTED,133,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,18.8,9000
2017,2018-02-01 00:00:00.000,IA,133,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,MONONA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,40,ANNUAL,FIELD CROPS,"33,710",ACRES,,AREA HARVESTED,133,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,133,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,MONONA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,40,ANNUAL,FIELD CROPS,"40,063",ACRES,,AREA HARVESTED,133,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,133,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,MONONA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,40,ANNUAL,FIELD CROPS,"40,772",ACRES,,AREA HARVESTED,133,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,133,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,MONONA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,40,ANNUAL,FIELD CROPS,"32,026",ACRES,,AREA HARVESTED,133,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,161,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SAC,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,40,ANNUAL,FIELD CROPS,"1,323",ACRES,,AREA HARVESTED,161,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,18.8,9000
2017,2018-02-01 00:00:00.000,IA,161,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SAC,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,40,ANNUAL,FIELD CROPS,275,ACRES,,AREA HARVESTED,161,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,161,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SAC,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,40,ANNUAL,FIELD CROPS,198,ACRES,,AREA HARVESTED,161,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,161,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SAC,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,40,ANNUAL,FIELD CROPS,509,ACRES,,AREA HARVESTED,161,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,161,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SAC,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,40,ANNUAL,FIELD CROPS,495,ACRES,,AREA HARVESTED,161,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,165,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SHELBY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SHELBY",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,165,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,165,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SHELBY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SHELBY",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,165,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2012,2012-12-31 00:00:00.000,IA,165,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,SHELBY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, SHELBY",COUNTY,40,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,165,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2022,2024-07-02 12:00:00.000,IA,193,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,WOODBURY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,40,ANNUAL,FIELD CROPS,"5,546",ACRES,,AREA HARVESTED,193,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,18.8,9000
2017,2018-02-01 00:00:00.000,IA,193,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,WOODBURY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,40,ANNUAL,FIELD CROPS,"3,034",ACRES,,AREA HARVESTED,193,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,193,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,WOODBURY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,40,ANNUAL,FIELD CROPS,"3,618",ACRES,,AREA HARVESTED,193,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,193,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,WOODBURY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,40,ANNUAL,FIELD CROPS,"8,162",ACRES,,AREA HARVESTED,193,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,193,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,WOODBURY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,40,ANNUAL,FIELD CROPS,"5,129",ACRES,,AREA HARVESTED,193,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,015,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,BOONE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, BOONE",COUNTY,50,ANNUAL,FIELD CROPS,304,ACRES,,AREA HARVESTED,015,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,18.8,9000
2017,2018-02-01 00:00:00.000,IA,015,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,BOONE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, BOONE",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,015,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2012,2012-12-31 00:00:00.000,IA,015,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,BOONE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, BOONE",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,015,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,015,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,BOONE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, BOONE",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,015,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,049,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,DALLAS,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,049,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,049,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,DALLAS,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,50,ANNUAL,FIELD CROPS,380,ACRES,,AREA HARVESTED,049,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,049,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,DALLAS,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,049,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,049,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,DALLAS,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,049,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,049,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,DALLAS,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,50,ANNUAL,FIELD CROPS,276,ACRES,,AREA HARVESTED,049,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,075,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,GRUNDY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, GRUNDY",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,075,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,075,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,GRUNDY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, GRUNDY",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,075,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2012,2012-12-31 00:00:00.000,IA,079,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,HAMILTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, HAMILTON",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,079,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,079,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,HAMILTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, HAMILTON",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,079,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,099,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,JASPER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, JASPER",COUNTY,50,ANNUAL,FIELD CROPS,535,ACRES,,AREA HARVESTED,099,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,18.8,9000
2017,2018-02-01 00:00:00.000,IA,099,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,JASPER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, JASPER",COUNTY,50,ANNUAL,FIELD CROPS,275,ACRES,,AREA HARVESTED,099,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,099,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,JASPER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, JASPER",COUNTY,50,ANNUAL,FIELD CROPS,687,ACRES,,AREA HARVESTED,099,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,099,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,JASPER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, JASPER",COUNTY,50,ANNUAL,FIELD CROPS,346,ACRES,,AREA HARVESTED,099,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,099,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,JASPER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, JASPER",COUNTY,50,ANNUAL,FIELD CROPS,540,ACRES,,AREA HARVESTED,099,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2012,2012-12-31 00:00:00.000,IA,127,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,MARSHALL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, MARSHALL",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,127,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,127,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,MARSHALL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, MARSHALL",COUNTY,50,ANNUAL,FIELD CROPS,360,ACRES,,AREA HARVESTED,127,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,127,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,MARSHALL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, MARSHALL",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,127,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2012,2012-12-31 00:00:00.000,IA,153,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,POLK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, POLK",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,153,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,153,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,POLK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, POLK",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,153,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,169,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,STORY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, STORY",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,169,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,169,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,STORY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, STORY",COUNTY,50,ANNUAL,FIELD CROPS,248,ACRES,,AREA HARVESTED,169,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,25.6,9000
2012,2012-12-31 00:00:00.000,IA,169,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,STORY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, STORY",COUNTY,50,ANNUAL,FIELD CROPS,269,ACRES,,AREA HARVESTED,169,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,13.0,9000
2007,2012-01-01 00:00:00.000,IA,169,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,STORY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, STORY",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,169,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,169,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,STORY,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, STORY",COUNTY,50,ANNUAL,FIELD CROPS,231,ACRES,,AREA HARVESTED,169,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2017,2018-02-01 00:00:00.000,IA,171,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,TAMA,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, TAMA",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,171,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2012,2012-12-31 00:00:00.000,IA,187,GRAIN,19,YEAR,CENTRAL,IOWA,TOTAL,CROPS,00,WEBSTER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, CENTRAL, WEBSTER",COUNTY,50,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,187,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2022,2024-07-02 12:00:00.000,IA,011,GRAIN,19,YEAR,EAST CENTRAL,IOWA,TOTAL,CROPS,00,BENTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, EAST CENTRAL, BENTON",COUNTY,60,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,011,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,011,GRAIN,19,YEAR,EAST CENTRAL,IOWA,TOTAL,CROPS,00,BENTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, EAST CENTRAL, BENTON",COUNTY,60,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,011,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2007,2012-01-01 00:00:00.000,IA,011,GRAIN,19,YEAR,EAST CENTRAL,IOWA,TOTAL,CROPS,00,BENTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, EAST CENTRAL, BENTON",COUNTY,60,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,011,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,031,GRAIN,19,YEAR,EAST CENTRAL,IOWA,TOTAL,CROPS,00,CEDAR,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, EAST CENTRAL, CEDAR",COUNTY,60,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,031,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
2017,2018-02-01 00:00:00.000,IA,031,GRAIN,19,YEAR,EAST CENTRAL,IOWA,TOTAL,CROPS,00,CEDAR,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, EAST CENTRAL, CEDAR",COUNTY,60,ANNUAL,FIELD CROPS,                 (D),ACRES,,AREA HARVESTED,031,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",19,CORN,CENSUS,00000000,,(D),9000
