agg_level_desc,asd_desc,commodity_desc,state_alpha,freq_desc,country_code,domain_desc,watershed_code,county_ansi,group_desc,end_code,state_ansi,begin_code,sector_desc,zip_5,year,Value,unit_desc,location_desc,asd_code,reference_period_desc,watershed_desc,util_practice_desc,county_name,country_name,region_desc,class_desc,load_time,prodn_practice_desc,state_fips_code,week_ending,short_desc,statisticcat_desc,congr_district_code,state_name,domaincat_desc,source_desc,CV (%),county_code
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,26,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TOTAL)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,32,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TOTAL)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,22,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TOTAL)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,19,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TOTAL)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,11,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TOTAL)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,9,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,7,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,4,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D = 30001)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2003,3,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2003-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D = 30001)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2002,4,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2002-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D = 30001)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2001,3,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2001-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D = 30001)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2000,10,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2000-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D = 30001)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,4,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,4,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,3,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2005,2,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2005-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,2,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-D, ISOPROP. SALT = 30025)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (2,4-DB, DIMETH. SALT = 30819)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,48,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,49,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,46,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,42,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,32,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2005,32,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2005-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2003,37,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2003-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2002,29,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2002-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2001,17,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2001-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2000,32,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2000-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ACIFLUORFEN, SODIUM = 114402)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ALACHLOR = 90501)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ALACHLOR = 90501)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,69,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,56,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,58,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,56,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,65,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2005,61,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2005-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2003,70,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2003-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2002,60,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2002-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2001,67,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2001-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, HERBICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2000,64,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2000-06-11 10:11:36.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, HERBICIDE: (ATRAZINE = 80803)",SURVEY,,
