state_ansi,reference_period_desc,util_practice_desc,state_alpha,county_ansi,year,load_time,region_desc,county_name,end_code,domain_desc,sector_desc,state_name,asd_desc,Value,unit_desc,asd_code,freq_desc,group_desc,agg_level_desc,location_desc,class_desc,domaincat_desc,prodn_practice_desc,CV (%),country_code,congr_district_code,watershed_code,source_desc,state_fips_code,commodity_desc,country_name,watershed_desc,short_desc,week_ending,county_code,begin_code,zip_5,statisticcat_desc
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2019,2019-04-08 16:00:01.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-04-07,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2019,2019-04-15 16:00:04.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-04-14,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2019,2019-04-22 16:00:01.000,,,16,TOTAL,CROPS,IOWA,,4,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-04-21,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2019,2019-04-29 16:00:02.000,,,17,TOTAL,CROPS,IOWA,,21,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-04-28,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2019,2019-05-06 16:00:02.000,,,18,TOTAL,CROPS,IOWA,,36,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-05-05,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2019,2019-05-13 16:00:10.000,,,19,TOTAL,CROPS,IOWA,,48,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-05-12,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2019,2019-05-20 16:00:09.000,,,20,TOTAL,CROPS,IOWA,,70,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-05-19,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2019,2019-05-28 16:01:50.000,,,21,TOTAL,CROPS,IOWA,,76,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-05-26,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2019,2019-06-03 16:00:08.000,,,22,TOTAL,CROPS,IOWA,,80,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-06-02,,22,,PROGRESS
19,WEEK #23,ALL UTILIZATION PRACTICES,IA,,2019,2019-06-10 16:01:57.000,,,23,TOTAL,CROPS,IOWA,,93,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-06-09,,23,,PROGRESS
19,WEEK #24,ALL UTILIZATION PRACTICES,IA,,2019,2019-06-17 16:00:09.000,,,24,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-06-16,,24,,PROGRESS
19,WEEK #25,ALL UTILIZATION PRACTICES,IA,,2019,2019-06-24 16:00:09.000,,,25,TOTAL,CROPS,IOWA,,100,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2019-06-23,,25,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2018,2018-04-09 16:00:01.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-04-08,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2018,2018-04-16 16:00:02.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-04-15,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2018,2018-04-23 16:00:02.000,,,16,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-04-22,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2018,2018-04-30 16:00:02.000,,,17,TOTAL,CROPS,IOWA,,17,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-04-29,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2018,2018-05-07 16:00:02.000,,,18,TOTAL,CROPS,IOWA,,40,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-05-06,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2018,2018-05-14 16:00:02.000,,,19,TOTAL,CROPS,IOWA,,65,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-05-13,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2018,2018-05-21 16:03:48.000,,,20,TOTAL,CROPS,IOWA,,86,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-05-20,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2018,2018-05-29 16:00:01.000,,,21,TOTAL,CROPS,IOWA,,96,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-05-27,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2018,2018-06-04 16:00:02.000,,,22,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2018-06-03,,22,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2017,2017-04-10 16:00:02.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-04-09,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2017,2017-04-17 16:00:02.000,,,15,TOTAL,CROPS,IOWA,,2,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-04-16,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2017,2017-04-24 16:00:01.000,,,16,TOTAL,CROPS,IOWA,,8,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-04-23,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2017,2017-05-01 16:00:02.000,,,17,TOTAL,CROPS,IOWA,,28,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-04-30,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2017,2017-05-08 16:00:01.000,,,18,TOTAL,CROPS,IOWA,,52,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-05-07,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2017,2017-05-15 16:00:02.000,,,19,TOTAL,CROPS,IOWA,,85,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-05-14,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2017,2017-05-22 16:00:02.000,,,20,TOTAL,CROPS,IOWA,,92,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-05-21,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2017,2017-05-30 16:00:02.000,,,21,TOTAL,CROPS,IOWA,,97,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-05-28,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2017,2017-06-05 16:00:02.000,,,22,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2017-06-04,,22,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2016,2016-04-11 16:06:23.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-04-10,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2016,2016-04-18 16:10:41.000,,,15,TOTAL,CROPS,IOWA,,13,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-04-17,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2016,2016-04-25 17:10:19.000,,,16,TOTAL,CROPS,IOWA,,40,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-04-24,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2016,2016-05-02 16:12:18.000,,,17,TOTAL,CROPS,IOWA,,57,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-05-01,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2016,2016-05-09 16:08:27.000,,,18,TOTAL,CROPS,IOWA,,80,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-05-08,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2016,2016-05-16 16:09:21.000,,,19,TOTAL,CROPS,IOWA,,88,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-05-15,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2016,2016-05-23 16:13:31.000,,,20,TOTAL,CROPS,IOWA,,96,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-05-22,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2016,2016-05-31 16:10:31.000,,,21,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-05-29,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2016,2016-06-06 16:10:26.000,,,22,TOTAL,CROPS,IOWA,,100,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2016-06-05,,22,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2015,2015-04-13 16:46:23.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-04-12,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2015,2015-04-20 16:17:59.000,,,16,TOTAL,CROPS,IOWA,,7,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-04-19,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2015,2015-04-27 16:01:06.000,,,17,TOTAL,CROPS,IOWA,,14,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-04-26,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2015,2015-05-04 16:01:24.000,,,18,TOTAL,CROPS,IOWA,,68,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-05-03,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2015,2015-05-11 16:02:26.000,,,19,TOTAL,CROPS,IOWA,,83,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-05-10,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2015,2015-05-18 16:00:07.000,,,20,TOTAL,CROPS,IOWA,,92,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-05-17,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2015,2015-05-26 16:01:06.000,,,21,TOTAL,CROPS,IOWA,,96,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-05-24,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2015,2015-06-01 16:00:19.000,,,22,TOTAL,CROPS,IOWA,,97,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2015-05-31,,22,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2014,2014-04-14 17:05:01.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-04-13,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2014,2014-04-21 16:23:48.000,,,16,TOTAL,CROPS,IOWA,,2,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-04-20,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2014,2014-04-28 16:50:41.000,,,17,TOTAL,CROPS,IOWA,,15,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-04-27,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2014,2014-05-05 17:06:27.000,,,18,TOTAL,CROPS,IOWA,,23,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-05-04,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2014,2014-05-12 16:00:00.000,,,19,TOTAL,CROPS,IOWA,,70,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-05-11,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2014,2014-05-19 16:00:00.000,,,20,TOTAL,CROPS,IOWA,,84,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-05-18,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2014,2014-05-27 16:58:29.000,,,21,TOTAL,CROPS,IOWA,,96,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-05-25,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2014,2014-06-02 16:26:24.000,,,22,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2014-06-01,,22,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-04-14,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,16,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-04-21,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,17,TOTAL,CROPS,IOWA,,2,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-04-28,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,18,TOTAL,CROPS,IOWA,,8,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-05-05,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,19,TOTAL,CROPS,IOWA,,15,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-05-12,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,20,TOTAL,CROPS,IOWA,,71,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-05-19,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2013,2013-01-01 12:00:00.000,,,21,TOTAL,CROPS,IOWA,,85,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2013-05-26,,21,,PROGRESS
