short_desc,watershed_desc,country_name,commodity_desc,source_desc,state_fips_code,watershed_code,congr_district_code,CV (%),country_code,zip_5,statisticcat_desc,begin_code,county_code,week_ending,asd_code,group_desc,freq_desc,Value,unit_desc,prodn_practice_desc,domaincat_desc,location_desc,class_desc,agg_level_desc,end_code,county_name,region_desc,asd_desc,state_name,domain_desc,sector_desc,state_ansi,reference_period_desc,year,load_time,state_alpha,county_ansi,util_practice_desc
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,7.7,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"1,205",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,ORGANIZATION,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,7.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"1,023",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,ORGANIZATION,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"11,200",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (1 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"12,542",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (1 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,5.1,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"10,992",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (2 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.4,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"11,133",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (2 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,4.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"3,246",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (3 TO 4 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.1,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"2,607",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (3 TO 4 PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,11.2,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,477,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (5 OR MORE PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,250,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",PRODUCERS: (5 OR MORE PRODUCERS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,6.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"10,095",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (FULL OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,4.0,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"8,502",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (FULL OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,5.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"7,271",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (FULL OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,2.6,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"13,105",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (PART OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.1,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"14,838",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (PART OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,2.6,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"14,515",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (PART OWNER),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"2,715",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (TENANT),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,4.6,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"3,192",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (TENANT),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,13.8,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"3,125",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TENURE: (TENANT),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TENURE,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"1,955",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TYPOLOGY: (EXCL FAMILY FARMS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,5.6,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"1,468",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TYPOLOGY: (EXCL FAMILY FARMS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,5.7,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,948,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)",TYPOLOGY: (EXCL FAMILY FARMS),IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"4,032",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.8,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"2,487",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,21.4,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"3,150",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,4.7,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"5,226",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,2.7,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"5,982",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,30.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"3,540",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $), PRIMARY OCCUPATION, FARMING)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,3.0,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"6,823",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,2.5,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"7,288",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,19.5,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"7,887",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,364,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,6.7,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,156,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,17.3,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,134,OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,6.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"7,515",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2022,2025-08-19 12:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,4.9,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"9,151",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $))",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,5.8,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"2,737",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $), PRIMARY OCCUPATION, FARMING)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.8,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"4,354",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), PRIMARY OCCUPATION, EXCL FARMING)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - NUMBER OF OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.2,9000,,AREA,00,,,,FARMS & LAND & ASSETS,ANNUAL,"2,161",OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), RETIREMENT)",IOWA,"LAND USE, CROPLAND",STATE,00,,,,IOWA,TYPOLOGY,DEMOGRAPHICS,19,YEAR,2012,2012-12-31 00:00:00.000,IA,,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN PCT OF FARM OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.6,9000,,AREA,00,021,,10,FARMS & LAND & ASSETS,ANNUAL,42,PCT OF FARM OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","PRODUCERS, PRINCIPAL: (SEX = FEMALE)","IOWA, NORTHWEST, BUENA VISTA","LAND USE, CROPLAND",COUNTY,00,BUENA VISTA,,NORTHWEST,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-06-28 12:00:00.000,IA,021,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN PCT OF FARM OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,25.2,9000,,AREA,00,021,,10,FARMS & LAND & ASSETS,ANNUAL,44,PCT OF FARM OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","PRODUCERS, PRINCIPAL: (SEX = FEMALE)","IOWA, NORTHWEST, BUENA VISTA","LAND USE, CROPLAND",COUNTY,00,BUENA VISTA,,NORTHWEST,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,021,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN PCT OF FARM OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,6.5,9000,,AREA,00,035,,10,FARMS & LAND & ASSETS,ANNUAL,37,PCT OF FARM OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","PRODUCERS, PRINCIPAL: (SEX = FEMALE)","IOWA, NORTHWEST, CHEROKEE","LAND USE, CROPLAND",COUNTY,00,CHEROKEE,,NORTHWEST,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-06-28 12:00:00.000,IA,035,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN PCT OF FARM OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,25.2,9000,,AREA,00,035,,10,FARMS & LAND & ASSETS,ANNUAL,50,PCT OF FARM OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","PRODUCERS, PRINCIPAL: (SEX = FEMALE)","IOWA, NORTHWEST, CHEROKEE","LAND USE, CROPLAND",COUNTY,00,CHEROKEE,,NORTHWEST,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,035,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN PCT OF FARM OPERATIONS",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,8.9,9000,,AREA,00,041,,10,FARMS & LAND & ASSETS,ANNUAL,33,PCT OF FARM OPERATIONS,"CONSERVATION TILLAGE, (EXCL NO-TILL)","PRODUCERS, PRINCIPAL: (SEX = FEMALE)","IOWA, NORTHWEST, CLAY","LAND USE, CROPLAND",COUNTY,00,CLAY,,NORTHWEST,IOWA,PRODUCERS,DEMOGRAPHICS,19,YEAR,2022,2024-06-28 12:00:00.000,IA,041,ALL UTILIZATION PRACTICES
