statisticcat_desc,week_ending,short_desc,state_fips_code,prodn_practice_desc,county_code,CV (%),domaincat_desc,state_name,source_desc,congr_district_code,county_name,watershed_desc,util_practice_desc,class_desc,load_time,country_name,region_desc,location_desc,Value,unit_desc,zip_5,year,state_ansi,sector_desc,begin_code,asd_code,reference_period_desc,state_alpha,asd_desc,commodity_desc,agg_level_desc,group_desc,end_code,county_ansi,freq_desc,domain_desc,country_code,watershed_code
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,                 (D),LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2002-06-11 10:11:36.000,UNITED STATES,,IOWA,"11,000",LB,,2002,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2001-06-11 10:11:36.000,UNITED STATES,,IOWA,"14,000",LB,,2001,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2000-06-11 10:11:36.000,UNITED STATES,,IOWA,"21,000",LB,,2000,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PROPOXYCARBAZONE-SOD = 122019)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,                 (D),LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PYRIDATE = 128834)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2000-06-11 10:11:36.000,UNITED STATES,,IOWA,"1,775,000",LB,,2000,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PYROXASULFONE = 90099)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,                 (D),LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PYROXASULFONE = 90099)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,                 (D),LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (PYROXSULAM = 108702)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,                 (D),LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"4,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,"16,000",LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"17,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,"8,000",LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2005-06-11 10:11:36.000,UNITED STATES,,IOWA,"18,000",LB,,2005,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2003-06-11 10:11:36.000,UNITED STATES,,IOWA,"22,000",LB,,2003,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2002-06-11 10:11:36.000,UNITED STATES,,IOWA,"17,000",LB,,2002,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2001-06-11 10:11:36.000,UNITED STATES,,IOWA,"14,000",LB,,2001,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2000-06-11 10:11:36.000,UNITED STATES,,IOWA,"14,000",LB,,2000,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,"1,799,000",LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"3,935,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,"4,620,000",LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"3,021,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,"2,373,000",LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2005-06-11 10:11:36.000,UNITED STATES,,IOWA,"4,335,000",LB,,2005,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2003-06-11 10:11:36.000,UNITED STATES,,IOWA,"3,074,000",LB,,2003,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2002-06-11 10:11:36.000,UNITED STATES,,IOWA,"2,415,000",LB,,2002,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2001-06-11 10:11:36.000,UNITED STATES,,IOWA,"2,769,000",LB,,2001,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2000-06-11 10:11:36.000,UNITED STATES,,IOWA,"541,000",LB,,2000,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,                 (D),LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"44,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,                 (D),LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"34,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,                 (D),LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SIMAZINE = 80807)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,                 (D),LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,                 (D),LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,                 (D),LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,                 (D),LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,"71,000",LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"44,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,"44,000",LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"53,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,"23,000",LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,                 (D),LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"25,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,"19,000",LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"34,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,"14,000",LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,                 (D),LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,                 (D),LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,                 (D),LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2018-05-10 15:16:25.000,UNITED STATES,,IOWA,"33,000",LB,,2018,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2016-08-31 14:19:39.000,UNITED STATES,,IOWA,"26,000",LB,,2016,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2014-05-14 15:12:54.000,UNITED STATES,,IOWA,"15,000",LB,,2014,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2012-01-01 00:00:00.000,UNITED STATES,,IOWA,                 (D),LB,,2010,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
APPLICATIONS,,"CORN - APPLICATIONS, MEASURED IN LB",19,ALL PRODUCTION PRACTICES,,,"CHEMICAL, HERBICIDE: (TOTAL)",IOWA,SURVEY,,,,ALL UTILIZATION PRACTICES,ALL CLASSES,2021-05-13 15:00:30.000,UNITED STATES,,IOWA,"29,390,000",LB,,2021,19,ENVIRONMENTAL,00,,YEAR,IA,,CORN,STATE,FIELD CROPS,00,,ANNUAL,"CHEMICAL, HERBICIDE",9000,00000000
