Value,unit_desc,asd_code,group_desc,freq_desc,agg_level_desc,class_desc,location_desc,domaincat_desc,prodn_practice_desc,CV (%),country_code,congr_district_code,watershed_code,source_desc,commodity_desc,state_fips_code,country_name,watershed_desc,short_desc,week_ending,county_code,begin_code,zip_5,statisticcat_desc,reference_period_desc,state_ansi,util_practice_desc,state_alpha,county_ansi,year,load_time,region_desc,county_name,end_code,domain_desc,sector_desc,state_name,asd_desc
97,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2020-11-15,,46,,PROGRESS,WEEK #46,19,GRAIN,IA,,2020,2020-11-16 16:00:14.000,,,46,TOTAL,CROPS,IOWA,
98,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2020-11-22,,47,,PROGRESS,WEEK #47,19,GRAIN,IA,,2020,2020-11-23 16:00:15.000,,,47,TOTAL,CROPS,IOWA,
99,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2020-11-29,,48,,PROGRESS,WEEK #48,19,GRAIN,IA,,2020,2020-11-30 16:00:13.000,,,48,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-09-15,,37,,PROGRESS,WEEK #37,19,GRAIN,IA,,2019,2019-09-16 16:00:10.000,,,37,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-09-22,,38,,PROGRESS,WEEK #38,19,GRAIN,IA,,2019,2019-09-23 16:00:07.000,,,38,TOTAL,CROPS,IOWA,
2,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-09-29,,39,,PROGRESS,WEEK #39,19,GRAIN,IA,,2019,2019-09-30 16:00:08.000,,,39,TOTAL,CROPS,IOWA,
3,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-10-06,,40,,PROGRESS,WEEK #40,19,GRAIN,IA,,2019,2019-10-07 16:00:07.000,,,40,TOTAL,CROPS,IOWA,
7,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-10-13,,41,,PROGRESS,WEEK #41,19,GRAIN,IA,,2019,2019-10-15 16:00:12.000,,,41,TOTAL,CROPS,IOWA,
15,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-10-20,,42,,PROGRESS,WEEK #42,19,GRAIN,IA,,2019,2019-10-21 16:00:09.000,,,42,TOTAL,CROPS,IOWA,
26,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-10-27,,43,,PROGRESS,WEEK #43,19,GRAIN,IA,,2019,2019-10-28 16:00:10.000,,,43,TOTAL,CROPS,IOWA,
43,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-11-03,,44,,PROGRESS,WEEK #44,19,GRAIN,IA,,2019,2019-11-04 16:00:07.000,,,44,TOTAL,CROPS,IOWA,
64,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-11-10,,45,,PROGRESS,WEEK #45,19,GRAIN,IA,,2019,2019-11-12 16:00:10.000,,,45,TOTAL,CROPS,IOWA,
77,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-11-17,,46,,PROGRESS,WEEK #46,19,GRAIN,IA,,2019,2019-11-18 16:00:11.000,,,46,TOTAL,CROPS,IOWA,
86,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-11-24,,47,,PROGRESS,WEEK #47,19,GRAIN,IA,,2019,2019-11-25 16:00:12.000,,,47,TOTAL,CROPS,IOWA,
92,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-12-01,,48,,PROGRESS,WEEK #48,19,GRAIN,IA,,2019,2019-12-02 16:00:11.000,,,48,TOTAL,CROPS,IOWA,
95,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2019-12-08,,49,,PROGRESS,WEEK #49,19,GRAIN,IA,,2019,2019-12-09 16:00:12.000,,,49,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-09-02,,35,,PROGRESS,WEEK #35,19,GRAIN,IA,,2018,2018-09-04 16:00:02.000,,,35,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-09-09,,36,,PROGRESS,WEEK #36,19,GRAIN,IA,,2018,2018-09-11 12:27:46.000,,,36,TOTAL,CROPS,IOWA,
2,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-09-16,,37,,PROGRESS,WEEK #37,19,GRAIN,IA,,2018,2018-09-17 16:00:08.000,,,37,TOTAL,CROPS,IOWA,
5,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-09-23,,38,,PROGRESS,WEEK #38,19,GRAIN,IA,,2018,2018-09-24 16:00:08.000,,,38,TOTAL,CROPS,IOWA,
11,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-09-30,,39,,PROGRESS,WEEK #39,19,GRAIN,IA,,2018,2018-10-01 16:01:52.000,,,39,TOTAL,CROPS,IOWA,
15,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-10-07,,40,,PROGRESS,WEEK #40,19,GRAIN,IA,,2018,2018-10-09 16:00:09.000,,,40,TOTAL,CROPS,IOWA,
17,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-10-14,,41,,PROGRESS,WEEK #41,19,GRAIN,IA,,2018,2018-10-15 16:00:07.000,,,41,TOTAL,CROPS,IOWA,
29,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-10-21,,42,,PROGRESS,WEEK #42,19,GRAIN,IA,,2018,2018-10-22 16:00:06.000,,,42,TOTAL,CROPS,IOWA,
49,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-10-28,,43,,PROGRESS,WEEK #43,19,GRAIN,IA,,2018,2018-10-29 16:00:07.000,,,43,TOTAL,CROPS,IOWA,
72,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-11-04,,44,,PROGRESS,WEEK #44,19,GRAIN,IA,,2018,2018-11-05 16:00:09.000,,,44,TOTAL,CROPS,IOWA,
83,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-11-11,,45,,PROGRESS,WEEK #45,19,GRAIN,IA,,2018,2018-11-13 16:00:09.000,,,45,TOTAL,CROPS,IOWA,
91,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-11-18,,46,,PROGRESS,WEEK #46,19,GRAIN,IA,,2018,2018-11-19 16:00:07.000,,,46,TOTAL,CROPS,IOWA,
96,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2018-11-25,,47,,PROGRESS,WEEK #47,19,GRAIN,IA,,2018,2018-11-26 16:00:08.000,,,47,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-09-10,,36,,PROGRESS,WEEK #36,19,GRAIN,IA,,2017,2017-09-11 16:00:01.000,,,36,TOTAL,CROPS,IOWA,
1,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-09-17,,37,,PROGRESS,WEEK #37,19,GRAIN,IA,,2017,2017-09-18 16:00:02.000,,,37,TOTAL,CROPS,IOWA,
3,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-09-24,,38,,PROGRESS,WEEK #38,19,GRAIN,IA,,2017,2017-09-25 16:00:01.000,,,38,TOTAL,CROPS,IOWA,
6,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-10-01,,39,,PROGRESS,WEEK #39,19,GRAIN,IA,,2017,2017-10-02 16:00:02.000,,,39,TOTAL,CROPS,IOWA,
8,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-10-08,,40,,PROGRESS,WEEK #40,19,GRAIN,IA,,2017,2017-10-10 16:00:02.000,,,40,TOTAL,CROPS,IOWA,
13,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-10-15,,41,,PROGRESS,WEEK #41,19,GRAIN,IA,,2017,2017-10-16 16:00:02.000,,,41,TOTAL,CROPS,IOWA,
23,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-10-22,,42,,PROGRESS,WEEK #42,19,GRAIN,IA,,2017,2017-10-23 16:00:02.000,,,42,TOTAL,CROPS,IOWA,
44,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-10-29,,43,,PROGRESS,WEEK #43,19,GRAIN,IA,,2017,2017-10-30 16:00:02.000,,,43,TOTAL,CROPS,IOWA,
67,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-11-05,,44,,PROGRESS,WEEK #44,19,GRAIN,IA,,2017,2017-11-06 16:01:05.000,,,44,TOTAL,CROPS,IOWA,
85,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-11-12,,45,,PROGRESS,WEEK #45,19,GRAIN,IA,,2017,2017-11-13 16:00:02.000,,,45,TOTAL,CROPS,IOWA,
92,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-11-19,,46,,PROGRESS,WEEK #46,19,GRAIN,IA,,2017,2017-11-20 16:00:02.000,,,46,TOTAL,CROPS,IOWA,
96,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2017-11-26,,47,,PROGRESS,WEEK #47,19,GRAIN,IA,,2017,2017-11-27 16:00:01.000,,,47,TOTAL,CROPS,IOWA,
1,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-09-11,,36,,PROGRESS,WEEK #36,19,GRAIN,IA,,2016,2016-09-12 16:08:20.000,,,36,TOTAL,CROPS,IOWA,
2,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-09-18,,37,,PROGRESS,WEEK #37,19,GRAIN,IA,,2016,2016-09-19 16:06:17.000,,,37,TOTAL,CROPS,IOWA,
4,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-09-25,,38,,PROGRESS,WEEK #38,19,GRAIN,IA,,2016,2016-09-26 16:06:57.000,,,38,TOTAL,CROPS,IOWA,
10,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-10-02,,39,,PROGRESS,WEEK #39,19,GRAIN,IA,,2016,2016-10-03 16:07:41.000,,,39,TOTAL,CROPS,IOWA,
19,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-10-09,,40,,PROGRESS,WEEK #40,19,GRAIN,IA,,2016,2016-10-11 16:06:07.000,,,40,TOTAL,CROPS,IOWA,
33,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-10-16,,41,,PROGRESS,WEEK #41,19,GRAIN,IA,,2016,2016-10-17 16:06:33.000,,,41,TOTAL,CROPS,IOWA,
52,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-10-23,,42,,PROGRESS,WEEK #42,19,GRAIN,IA,,2016,2016-10-24 16:06:05.000,,,42,TOTAL,CROPS,IOWA,
71,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-10-30,,43,,PROGRESS,WEEK #43,19,GRAIN,IA,,2016,2016-10-31 16:07:01.000,,,43,TOTAL,CROPS,IOWA,
86,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-11-06,,44,,PROGRESS,WEEK #44,19,GRAIN,IA,,2016,2016-11-07 16:05:36.000,,,44,TOTAL,CROPS,IOWA,
94,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-11-13,,45,,PROGRESS,WEEK #45,19,GRAIN,IA,,2016,2016-11-14 16:06:34.000,,,45,TOTAL,CROPS,IOWA,
98,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-11-20,,46,,PROGRESS,WEEK #46,19,GRAIN,IA,,2016,2016-11-21 16:05:27.000,,,46,TOTAL,CROPS,IOWA,
99,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2016-11-27,,47,,PROGRESS,WEEK #47,19,GRAIN,IA,,2016,2016-11-28 16:07:02.000,,,47,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-09-06,,36,,PROGRESS,WEEK #36,19,GRAIN,IA,,2015,2015-09-08 16:16:37.000,,,36,TOTAL,CROPS,IOWA,
0,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-09-13,,37,,PROGRESS,WEEK #37,19,GRAIN,IA,,2015,2015-09-14 16:04:13.000,,,37,TOTAL,CROPS,IOWA,
2,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-09-20,,38,,PROGRESS,WEEK #38,19,GRAIN,IA,,2015,2015-09-21 17:19:49.000,,,38,TOTAL,CROPS,IOWA,
5,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-09-27,,39,,PROGRESS,WEEK #39,19,GRAIN,IA,,2015,2015-09-28 16:46:40.000,,,39,TOTAL,CROPS,IOWA,
13,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-10-04,,40,,PROGRESS,WEEK #40,19,GRAIN,IA,,2015,2015-10-05 16:04:54.000,,,40,TOTAL,CROPS,IOWA,
29,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-10-11,,41,,PROGRESS,WEEK #41,19,GRAIN,IA,,2015,2015-10-13 16:04:34.000,,,41,TOTAL,CROPS,IOWA,
52,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-10-18,,42,,PROGRESS,WEEK #42,19,GRAIN,IA,,2015,2015-10-19 16:05:23.000,,,42,TOTAL,CROPS,IOWA,
73,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-10-25,,43,,PROGRESS,WEEK #43,19,GRAIN,IA,,2015,2015-10-26 16:04:54.000,,,43,TOTAL,CROPS,IOWA,
85,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-11-01,,44,,PROGRESS,WEEK #44,19,GRAIN,IA,,2015,2015-11-02 16:05:46.000,,,44,TOTAL,CROPS,IOWA,
93,PCT HARVESTED,,FIELD CROPS,WEEKLY,STATE,ALL CLASSES,IOWA,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,CORN,19,UNITED STATES,,"CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED",2015-11-08,,45,,PROGRESS,WEEK #45,19,GRAIN,IA,,2015,2016-03-23 16:01:25.000,,,45,TOTAL,CROPS,IOWA,
