Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,Latitude,Longitude,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,Yield
11,0.55,Lakshmipur,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,6,35,20.0,25,45,0.36,2.66,6.21,300.63,-7493.11,0.37,0.54,0.17,0.19,0.36,0.52,741.7,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.33,-0.0,0.99,Optimal,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,Low Risk,0,0.55
11,0.82,Lalmonirhat,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,9,35,20.0,25,45,0.41,1.51,4.96,301.29,-7492.92,0.45,0.6,0.28,0.13,0.32,0.29,697.84,5.71,24.92,3.45,32.93,35.66,31.44,1.29,25.92,89.45,7.22,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.27,-0.02,0.94,Optimal,993.02,27.78,34.92,17.93,0,1.84,5.77,0.08,16.99,5.69,35.74,Low Risk,0,0.82
11,0.18,Feni,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,0.43,2.06,6.12,302.01,-7492.93,0.47,0.69,0.17,0.24,0.51,0.51,618.27,5.67,20.91,1.66,35.16,25.97,38.87,1.29,23.01,91.4,12.59,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.34,0.01,1.04,Optimal,1338.61,27.65,33.89,17.96,0,1.92,7.3,0.09,15.93,7.21,48.4,Low Risk,0,0.18
11,0.27,Magura,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,0.42,1.7,5.52,301.93,-7492.93,0.46,0.72,0.23,0.22,0.49,0.47,717.91,5.92,22.91,1.96,30.11,20.69,49.19,1.28,23.49,89.42,11.68,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.31,0.02,1.06,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,0.27
12,1.17,Madaripur,Rabi,25.0,80.0,Danta Shak,March,April to Aug,Sep,14,32,18.0,75,85,0.32,1.2,4.99,298.73,-2496.52,0.44,0.51,0.39,0.05,0.12,0.13,723.6,5.63,23.44,2.78,31.52,30.48,38.0,1.29,23.17,90.2,8.43,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.34,0.06,1.3,Optimal,149.59,19.41,30.54,7.96,0,1.37,4.8,0.05,22.58,4.75,7.71,Low Risk,0,1.17
12,1.08,Magura,Kharif 1,27.5,90.0,Kolmi Shak,March,April to Aug,Sep to Oct,13,35,20.0,80,100,0.41,1.12,4.07,301.29,14.02,0.37,0.5,0.31,0.09,0.19,0.24,924.63,5.92,22.91,1.96,30.11,20.69,49.19,1.28,23.49,89.42,11.68,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.04,1.22,Optimal,558.92,29.28,43.33,15.19,58,2.48,6.36,0.08,28.14,6.28,19.09,High Risk,1,1.08
12,3.0,Jamalpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,36,34,20.0,60,85,0.3,0.86,3.18,301.08,23.18,0.19,0.26,0.07,0.09,0.2,0.45,1146.26,5.78,23.76,1.89,29.99,31.6,38.41,1.28,24.93,89.94,12.56,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.25,0.02,1.18,Moderate,1278.22,28.16,38.88,14.97,37,2.28,6.66,0.04,23.91,6.62,45.39,High Risk,1,3.0
12,1.75,Chapai Nawabganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,21,35,25.0,70,90,0.38,1.41,5.01,301.8,-7492.92,0.42,0.55,0.23,0.14,0.31,0.34,745.51,6.15,14.69,1.6,36.38,22.19,41.44,1.28,24.6,88.29,9.18,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.22,0.03,1.21,Moderate,667.02,28.46,37.9,17.77,17,2.31,8.68,0.04,20.13,8.64,23.44,High Risk,0,1.75
12,10.0,Rangpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,120,30,20.0,60,80,0.33,1.01,3.49,302.12,22.66,0.24,0.4,0.05,0.15,0.35,0.61,985.05,5.6,12.12,1.24,30.27,32.89,36.88,1.3,25.64,89.08,9.77,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.31,-0.01,0.96,Optimal,1198.2,28.21,38.3,13.81,31,2.29,5.95,0.08,24.49,5.87,42.47,High Risk,1,10.0
12,1.58,Gaibandha,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,19,38,5.0,70,95,0.28,0.81,3.06,301.07,23.12,0.22,0.3,0.02,0.13,0.27,0.61,1182.32,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.19,Optimal,1278.22,28.16,38.88,14.97,37,2.28,6.66,0.04,23.91,6.62,45.39,High Risk,1,1.58
12,2.42,Narsingdi,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,29,38,5.0,70,95,0.34,1.07,3.61,302.28,18.51,0.28,0.38,0.07,0.15,0.32,0.53,835.18,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.29,0.32,0.03,1.14,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,2.42
12,2.58,Kushtia,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,31,38,5.0,70,95,0.38,1.11,4.07,303.18,15.4,0.33,0.37,0.29,0.04,0.08,0.11,930.25,5.96,19.52,2.05,35.95,25.15,38.89,1.28,23.9,89.13,9.52,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.23,0.04,1.28,Moderate,638.57,29.18,42.43,15.23,53,2.48,6.75,0.12,27.2,6.63,21.89,High Risk,1,2.58
12,3.0,Thakurgaon,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,36,38,5.0,70,95,0.35,1.05,3.68,303.58,20.56,0.31,0.48,0.16,0.15,0.32,0.47,882.81,5.85,20.19,1.81,30.97,32.95,36.08,1.3,23.77,90.36,11.15,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.27,0.02,1.11,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,3.0
12,3.83,Jhenaidah,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,46,38,5.0,70,95,0.38,1.08,3.99,303.79,13.4,0.37,0.49,0.25,0.11,0.24,0.29,766.13,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.27,0.04,1.21,Optimal,558.92,29.28,43.33,15.19,58,2.48,6.36,0.08,28.14,6.28,19.09,High Risk,1,3.83
12,0.75,Coxsbazar,Kharif 2,25.0,67.5,Garlic,Oct,Nov to Jan,Feb,9,30,20.0,65,70,0.44,2.36,5.94,301.55,-7492.9,0.44,0.59,0.29,0.14,0.31,0.32,639.36,6.29,16.93,1.27,39.98,17.38,42.65,1.32,21.44,91.98,13.32,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.05,1.29,Optimal,2423.67,28.45,31.15,24.88,0,3.34,12.16,0.07,6.27,12.09,85.19,Low Risk,0,0.75
12,0.33,Sylhet,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,4,30,15.0,75,90,0.32,1.4,4.63,301.53,-7492.92,0.39,0.54,0.18,0.16,0.36,0.4,736.66,5.61,19.98,1.81,28.45,42.62,28.93,1.24,24.74,91.69,11.03,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.33,0.03,1.12,Optimal,1626.4,27.89,35.28,17.48,2,1.23,5.03,0.02,17.8,5.01,58.31,Moderate Risk,0,0.33
12,0.75,Sylhet,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,9,35,20.0,80,90,0.29,0.94,4.3,299.09,-2494.42,0.44,0.49,0.36,0.06,0.13,0.13,712.11,5.61,19.98,1.81,28.45,42.62,28.93,1.24,24.74,91.69,11.03,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.33,0.03,1.12,Optimal,83.51,19.11,30.34,8.06,0,0.93,3.7,0.01,22.28,3.69,4.37,Low Risk,0,0.75
12,1.58,Khagrachari,Kharif 2,14.5,82.5,Shalgom,Sep,Oct to Nov,Nov to Feb,19,24,5.0,70,95,0.55,3.39,7.05,300.93,-7492.93,0.6,0.8,0.34,0.22,0.47,0.37,500.11,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.32,0.03,1.12,Optimal,1337.03,27.64,38.46,18.2,10,0.1,0.86,0.0,20.26,0.86,48.38,Moderate Risk,1,1.58
12,4.5,Narayanganj,Kharif 2,26.5,75.0,Pineapple,Sep,Sep to May,June to Aug,54,35,18.0,70,80,0.32,1.13,4.53,302.32,-7492.92,0.35,0.48,0.21,0.12,0.28,0.34,874.99,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.31,0.02,1.13,Optimal,1147.69,27.87,33.03,18.76,0,2.2,7.91,0.03,14.27,7.88,41.18,Low Risk,0,4.5
12,0.25,Munshiganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,0.34,1.48,5.06,301.18,-7492.91,0.34,0.48,0.13,0.16,0.35,0.46,780.8,5.44,20.42,2.42,35.02,29.59,35.41,1.25,23.55,90.53,8.43,Acidic (Chua),Loamy (Thịt/Phù sa),0.31,0.32,0.01,1.02,Optimal,1147.69,27.87,33.03,18.76,0,2.2,7.91,0.03,14.27,7.88,41.18,Low Risk,0,0.25
12,0.33,Jashore,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,4,30,26.0,20,50,0.42,1.63,5.31,301.95,-7492.94,0.5,0.7,0.33,0.17,0.37,0.35,689.43,6.15,19.27,1.81,29.39,19.9,50.71,1.33,23.17,89.21,10.64,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.37,0.05,1.16,Optimal,1080.92,27.74,34.2,18.34,0,2.06,7.47,0.15,15.86,7.32,38.97,Low Risk,0,0.33
13,1.0,Sunamganj,Rabi,31.0,45.0,Sesame,Nov,Dec to Jan,Feb,13,35,27.0,40,50,0.3,1.23,4.5,297.55,-2494.81,0.42,0.62,0.23,0.19,0.39,0.44,707.45,5.89,15.26,1.56,33.84,29.64,36.52,1.33,25.07,91.4,9.78,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.09,Optimal,91.4,19.22,30.9,9.17,0,1.19,3.59,0.04,21.73,3.55,4.76,Low Risk,0,1.0
13,0.54,Sherpur,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,7,35,25.0,70,90,0.41,1.54,5.05,301.71,-7492.92,0.45,0.66,0.2,0.22,0.46,0.48,677.45,5.74,23.2,2.18,31.38,27.07,41.57,1.29,25.02,90.01,10.64,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.35,0.34,-0.0,0.99,Optimal,1091.34,27.75,34.86,18.48,0,1.95,6.82,0.07,16.38,6.75,39.33,Low Risk,0,0.54
13,3.23,Lakshmipur,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,42,35,25.0,70,90,0.36,2.66,6.21,300.63,-7493.11,0.37,0.54,0.17,0.19,0.36,0.52,741.7,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.32,-0.01,0.97,Optimal,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,Low Risk,0,3.23
13,5.15,Tangail,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,67,35,25.0,70,90,0.38,1.42,4.99,301.54,-7492.91,0.41,0.6,0.16,0.2,0.44,0.49,786.05,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.35,0.34,-0.0,0.99,Optimal,1132.42,27.87,34.22,18.47,0,2.08,7.64,0.06,15.75,7.58,40.63,Low Risk,0,5.15
13,27.69,Lakshmipur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,360,30,20.0,60,80,0.3,1.84,4.58,301.71,15.46,0.23,0.36,0.13,0.09,0.23,0.41,933.01,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.32,-0.01,0.97,Optimal,897.09,28.3,38.75,16.37,34,2.79,6.68,0.12,22.38,6.56,31.7,High Risk,1,27.69
13,1.77,Chapai Nawabganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,23,40,25.0,50,80,0.35,1.02,3.97,303.27,13.94,0.32,0.37,0.27,0.04,0.11,0.14,1022.14,6.15,14.69,1.6,36.38,22.19,41.44,1.28,24.6,88.29,9.18,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.14,0.18,0.04,1.4,Moderate,342.22,30.55,43.86,15.18,96,2.44,6.23,0.03,28.68,6.2,11.2,High Risk,1,1.77
13,0.77,Jhallokati,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,10,38,5.0,70,95,0.39,1.34,4.49,301.55,13.57,0.39,0.45,0.32,0.05,0.13,0.14,808.29,5.93,21.42,2.0,31.9,16.34,51.81,1.29,22.64,90.2,10.7,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.29,0.04,1.27,Optimal,656.33,28.88,41.26,16.01,54,2.48,5.86,0.04,25.25,5.82,22.73,High Risk,1,0.77
13,8.46,Jashore,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,110,38,5.0,70,95,0.34,1.05,3.85,303.47,11.44,0.34,0.51,0.19,0.14,0.32,0.42,922.29,6.15,19.27,1.81,29.39,19.9,50.71,1.33,23.17,89.21,10.64,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.32,0.07,1.36,Optimal,485.51,29.43,43.88,15.04,64,2.54,6.63,0.04,28.84,6.59,16.5,High Risk,1,8.46
13,0.54,Cumilla,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,7,38,10.0,60,80,0.36,1.08,3.95,302.35,15.87,0.28,0.44,0.13,0.13,0.31,0.45,913.0,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.18,0.23,0.05,1.35,Moderate,1026.98,27.6,38.63,14.34,31,2.44,6.32,0.11,24.29,6.21,37.2,High Risk,1,0.54
13,3.0,Brahmanbaria,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,39,38,10.0,60,80,0.25,0.8,3.02,302.06,18.65,0.24,0.47,0.06,0.17,0.41,0.72,799.06,5.7,25.48,2.96,34.18,25.82,40.02,1.29,23.96,91.12,8.61,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.22,0.06,1.39,Moderate,1184.34,28.06,39.2,14.82,43,2.31,6.61,0.12,24.38,6.49,42.21,High Risk,1,3.0
13,0.69,Pirojpur,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,9,35,20.0,80,90,0.33,1.58,5.51,298.13,-2496.36,0.47,0.54,0.39,0.08,0.14,0.16,643.62,5.79,33.57,4.33,29.02,23.88,47.1,1.22,22.51,90.01,7.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.28,0.05,1.31,Optimal,220.43,19.63,30.58,8.35,0,1.45,4.33,0.04,22.23,4.29,11.23,Low Risk,0,0.69
13,2.31,Feni,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,30,35,20.0,60,85,0.43,2.06,6.12,302.01,-7492.93,0.47,0.69,0.17,0.24,0.51,0.51,618.27,5.67,20.91,1.66,35.16,25.97,38.87,1.29,23.01,91.4,12.59,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.28,0.04,1.22,Optimal,1338.61,27.65,33.89,17.96,0,1.92,7.3,0.09,15.93,7.21,48.4,Low Risk,0,2.31
14,0.64,Meherpur,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,9,38,5.0,70,95,0.39,1.1,4.14,304.44,12.65,0.41,0.44,0.35,0.04,0.09,0.09,836.41,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.04,1.28,Optimal,424.36,29.87,43.6,15.07,77,2.48,6.96,0.16,28.53,6.8,14.21,High Risk,1,0.64
14,0.93,Lakshmipur,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,13,38,10.0,60,80,0.3,1.84,4.58,301.71,15.46,0.23,0.36,0.13,0.09,0.23,0.41,933.01,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.15,0.2,0.05,1.39,Moderate,897.09,28.3,38.75,16.37,34,2.79,6.68,0.12,22.38,6.56,31.7,High Risk,1,0.93
14,1.43,Panchagar,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,20,38,10.0,60,80,0.36,1.2,3.94,303.08,20.57,0.3,0.55,0.19,0.17,0.35,0.57,876.44,5.88,18.49,1.72,30.85,26.88,42.26,1.29,26.32,88.55,10.74,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.22,0.03,1.18,Moderate,1568.31,27.18,37.17,14.66,17,1.62,6.43,0.04,22.51,6.39,57.7,High Risk,0,1.43
14,10.0,Narayanganj,Kharif 1,27.5,80.0,Jambura,April,No need to do,May to June,140,30,25.0,70,90,0.31,0.82,3.24,302.95,16.64,0.28,0.35,0.21,0.06,0.13,0.21,928.55,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.12,Optimal,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,High Risk,1,10.0
14,3.21,Shariatpur,Kharif 2,18.0,66.5,Carrot,Oct,Nov to Feb,March,45,21,15.0,47,86,0.33,1.39,4.98,300.99,-7492.91,0.4,0.51,0.31,0.1,0.2,0.24,757.67,5.64,20.12,2.85,32.88,22.11,45.02,1.27,23.21,90.35,7.06,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.31,0.05,1.25,Optimal,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,Low Risk,0,3.21
14,1.21,Feni,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,17,25,15.0,60,75,0.31,1.1,4.84,299.27,-2493.67,0.45,0.5,0.41,0.04,0.09,0.09,793.96,5.67,20.91,1.66,35.16,25.97,38.87,1.29,23.01,91.4,12.59,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.2,0.25,0.05,1.33,Moderate,89.25,19.21,30.48,8.14,0,1.37,3.58,0.08,22.34,3.5,4.65,Low Risk,0,1.21
14,2.14,Jamalpur,Kharif 2,23.5,61.0,Oal Kachu,Sep,Oct to Dec,Dec to Feb,30,32,15.0,52,70,0.38,1.35,4.75,301.56,-7492.92,0.36,0.57,0.16,0.21,0.4,0.6,754.9,5.78,23.76,1.89,29.99,31.6,38.41,1.28,24.93,89.94,12.56,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.25,0.03,1.15,Moderate,1091.34,27.75,34.86,18.48,0,1.95,6.82,0.07,16.38,6.75,39.33,Low Risk,0,2.14
14,0.14,Lakshmipur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,0.36,2.66,6.21,300.63,-7493.11,0.37,0.54,0.17,0.19,0.36,0.52,741.7,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.33,-0.0,0.99,Optimal,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,Low Risk,0,0.14
15,1.33,Coxsbazar,Rabi,25.0,80.0,Danta Shak,March,April to Aug,Sep,20,32,18.0,75,85,0.31,1.83,5.49,300.3,-2490.37,0.47,0.48,0.46,0.01,0.02,0.02,653.01,6.29,16.93,1.27,39.98,17.38,42.65,1.32,21.44,91.98,13.32,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.28,0.01,1.19,Optimal,176.62,22.69,29.76,16.47,0,3.07,6.37,0.03,13.29,6.34,7.78,Low Risk,0,1.33
15,0.6,Rangpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to April,9,25,17.0,40,85,0.28,0.93,4.31,297.74,-2494.63,0.39,0.53,0.3,0.11,0.23,0.28,941.37,5.6,12.12,1.24,30.27,32.89,36.88,1.3,25.64,89.08,9.77,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.19,0.02,1.14,Moderate,85.09,18.75,29.18,7.74,0,1.43,7.0,0.06,21.44,6.94,4.54,Low Risk,0,0.6
15,0.0,Lakshmipur,Rabi,31.0,45.0,Sesame,Nov,Dec to Jan,Feb,0,35,27.0,40,50,0.28,2.03,5.6,297.96,-2495.22,0.36,0.43,0.26,0.08,0.17,0.21,709.79,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.13,Optimal,130.03,19.79,29.93,9.59,0,1.58,4.92,0.03,20.34,4.89,6.57,Low Risk,0,0.0
15,2.07,Sunamganj,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,31,27,14.0,50,70,0.3,1.23,4.5,297.55,-2494.81,0.42,0.62,0.23,0.19,0.39,0.44,707.45,5.89,15.26,1.56,33.84,29.64,36.52,1.33,25.07,91.4,9.78,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.25,0.03,1.18,Optimal,91.4,19.22,30.9,9.17,0,1.19,3.59,0.04,21.73,3.55,4.76,Low Risk,0,2.07
15,5.13,Pabna,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,77,35,25.0,70,90,0.35,1.31,4.8,301.59,-7492.92,0.4,0.58,0.27,0.16,0.31,0.39,795.65,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.31,0.01,1.04,Optimal,984.86,27.91,34.38,19.25,0,2.3,8.54,0.08,15.13,8.46,35.29,Low Risk,0,5.13
15,0.87,Brahmanbaria,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,13,30,20.0,60,80,0.25,0.8,3.02,302.06,18.65,0.24,0.47,0.06,0.17,0.41,0.72,799.06,5.7,25.48,2.96,34.18,25.82,40.02,1.29,23.96,91.12,8.61,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.38,0.38,-0.0,1.0,Optimal,1184.34,28.06,39.2,14.82,43,2.31,6.61,0.12,24.38,6.49,42.21,High Risk,1,0.87
15,9.13,Munshiganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,137,30,20.0,60,80,0.33,1.14,3.81,302.42,14.84,0.28,0.38,0.13,0.11,0.26,0.39,1017.3,5.44,20.42,2.42,35.02,29.59,35.41,1.25,23.55,90.53,8.43,Acidic (Chua),Loamy (Thịt/Phù sa),0.32,0.32,-0.0,0.99,Optimal,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,High Risk,1,9.13
15,1.73,Netrokona,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,26,38,5.0,70,95,0.21,0.72,2.55,301.19,24.3,0.1,0.22,-0.04,0.11,0.26,1.05,1070.0,5.92,19.91,1.93,36.51,29.44,34.05,1.29,24.89,90.73,10.31,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.31,0.02,1.11,Optimal,1997.22,27.31,37.3,15.39,15,1.92,6.08,0.13,21.91,5.95,73.12,Moderate Risk,0,1.73
15,3.53,Gopalganj,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,53,38,10.0,60,80,0.39,1.55,4.64,302.26,12.29,0.37,0.4,0.35,0.02,0.05,0.06,878.63,5.59,29.57,2.31,33.11,25.11,41.8,1.25,23.0,89.83,12.8,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.68,0.35,2.23,Optimal,668.31,28.98,42.19,15.6,56,2.57,6.27,0.08,26.59,6.19,23.06,High Risk,1,3.53
15,2.27,Khagrachari,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,34,35,25.0,60,90,0.55,3.39,7.05,300.93,-7492.93,0.6,0.8,0.34,0.22,0.47,0.37,500.11,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.25,0.02,1.12,Optimal,1337.03,27.64,38.46,18.2,10,0.1,0.86,0.0,20.26,0.86,48.38,Moderate Risk,1,2.27
15,2.0,Meherpur,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,30,25,15.0,60,75,0.39,1.38,5.67,298.21,-2493.01,0.55,0.64,0.45,0.08,0.19,0.14,831.14,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.24,0.06,1.42,Moderate,80.82,19.01,30.41,7.46,0,1.46,4.88,0.07,22.95,4.81,4.25,Low Risk,0,2.0
15,0.47,Habiganj,Rabi,27.5,85.0,Groundnut,Oct,Nov to March,March to April,7,35,20.0,80,90,0.32,1.3,4.8,298.7,-2494.42,0.41,0.6,0.27,0.16,0.34,0.39,933.39,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.26,0.04,1.26,Optimal,82.88,19.65,30.51,8.62,0,1.05,4.36,0.03,21.89,4.33,4.22,Low Risk,0,0.47
