District,Month,Year,NDVI_Mean
Joypurhat,11,2022,0.6789618199839598
Naogaon,11,2022,0.6520947876102845
Natore,11,2022,0.6367367692282369
Nawabganj,11,2022,0.6107171663564419
Pabna,11,2022,0.6058975384955508
Rajshahi,11,2022,0.5792979221476959
Sirajganj,11,2022,0.515137253770838
Dinajpur,11,2022,0.6738363949525261
Gaibandha,11,2022,0.5801136444927937
Kurigram,11,2022,0.5488809104448491
Lalmonirhat,11,2022,0.5974776274089201
Nilphamari,11,2022,0.6628007463563416
Panchagarh,11,2022,0.6343444756952606
Rangpur,11,2022,0.6726056100883978
Thakurgaon,11,2022,0.611866042596165
Barguna,11,2022,0.724393253114343
Barisal,12,2022,0.5837579031230214
Bhola,12,2022,0.4791098799247832
Jhalokati,12,2022,0.761417343696711
Patuakhali,12,2022,0.6381010830264189
Pirojpur,12,2022,0.7201087377581421
Bandarban,12,2022,0.8196558037101233
Brahamanbaria,12,2022,0.48223875781972686
Chandpur,12,2022,0.5465698886786333
Chittagong,12,2022,0.6182652508140597
Comilla,12,2022,0.6064426217734188
Cox's Bazar,12,2022,0.5307755398005987
Feni,12,2022,0.5188204763595132
Khagrachhari,12,2022,0.7875693713356965
Lakshmipur,12,2022,0.5705910433501068
Noakhali,12,2022,0.5773753398950863
Rangamati,12,2022,0.7801717589995929
Dhaka,12,2022,0.5191417656516726
Faridpur,12,2022,0.5115262641474342
Gazipur,12,2022,0.6495455316790989
Gopalganj,12,2022,0.6195964657291693
Jamalpur,12,2022,0.5489073982811695
Kishoreganj,12,2022,0.4596509502711739
Madaripur,12,2022,0.53413264835015
Manikganj,12,2022,0.5105690829815737
Munshiganj,12,2022,0.5198007080757138
Mymensingh,12,2022,0.5480986341918475
Narayanganj,12,2022,0.5541714172622954
Narsingdi,12,2022,0.6381678939094039
Netrakona,12,2022,0.4458382268486456
Rajbari,12,2022,0.4430718082777404
Shariatpur,12,2022,0.5168608292122288
Sherpur,12,2022,0.5463981749968206
Tangail,12,2022,0.6154163028091523
Bagerhat,12,2022,0.6249502056533529
Chuadanga,12,2022,0.6161526046659462
Jessore,12,2022,0.5318262851298936
Jhenaidah,12,2022,0.524240596406084
Khulna,12,2022,0.5924850087474849
Kushtia,12,2022,0.47162294722543524
Magura,12,2022,0.5191223693548678
Meherpur,12,2022,0.5753605978131431
Narail,12,2022,0.5449891962603691
Satkhira,12,2022,0.5368626393067213
Habiganj,12,2022,0.429502226406011
Maulvibazar,12,2022,0.5700463970752623
Sunamganj,12,2022,0.32891980339124643
Sylhet,12,2022,0.49742256495855786
Bogra,12,2022,0.413298745068482
Joypurhat,12,2022,0.43908250017273887
Naogaon,12,2022,0.4354567211053399
Natore,12,2022,0.5069958320449679
Nawabganj,12,2022,0.46925165326502105
Pabna,12,2022,0.5138168393579601
Rajshahi,12,2022,0.4818690400746548
Sirajganj,12,2022,0.49893087238857387
Dinajpur,12,2022,0.3903044278961137
Gaibandha,12,2022,0.3863771829798997
Kurigram,12,2022,0.37165003948529374
Lalmonirhat,12,2022,0.41840814505219415
Nilphamari,12,2022,0.44280859834074454
Panchagarh,12,2022,0.43059312641087605
Rangpur,12,2022,0.4010549606235242
Thakurgaon,12,2022,0.41920156682589504
Barguna,12,2022,0.6777002521772632
