District,Year,Month,Month_Name,NDVI,Method,Source,Image_Count,Date_Range,Notes,Is_Real_Data
Habiganj,2022,12,December,0.2933653211174028,S2-Standard,Sentinel-2,12,2022-12-01 to 2023-01-01,,True
Jamalpur,2022,1,January,0.3204199651621038,S2-Standard,Sentinel-2,37,2022-01-01 to 2022-02-01,,True
Jamalpur,2022,2,February,0.3849267622873427,S2-Standard,Sentinel-2,39,2022-02-01 to 2022-03-01,,True
Jamalpur,2022,3,March,0.5278123755787749,S2-Standard,Sentinel-2,45,2022-03-01 to 2022-04-01,,True
Jamalpur,2022,4,April,0.22030338039021416,S2-Standard,Sentinel-2,33,2022-04-01 to 2022-05-01,,True
Jamalpur,2022,5,May,0.22564932913648753,S2-Standard,Sentinel-2,37,2022-05-01 to 2022-06-01,,True
Jamalpur,2022,6,June,0.06606205173459227,S2-Standard,Sentinel-2,7,2022-06-01 to 2022-07-01,,True
Jamalpur,2022,7,July,0.2646026336761234,S2-Standard,Sentinel-2,25,2022-07-01 to 2022-08-01,,True
Jamalpur,2022,8,August,0.1648097082920677,S2-Standard,Sentinel-2,32,2022-08-01 to 2022-09-01,,True
Jamalpur,2022,9,September,0.18275770720357312,S2-Standard,Sentinel-2,21,2022-09-01 to 2022-10-01,,True
Jamalpur,2022,10,October,0.5680638462794619,S2-Standard,Sentinel-2,46,2022-10-01 to 2022-11-01,,True
Jamalpur,2022,11,November,0.516399347268738,S2-Standard,Sentinel-2,47,2022-11-01 to 2022-12-01,,True
Jamalpur,2022,12,December,0.4257361694326304,S2-Standard,Sentinel-2,44,2022-12-01 to 2023-01-01,,True
Jessore,2022,1,January,0.44750738830189846,S2-Standard,Sentinel-2,14,2022-01-01 to 2022-02-01,,True
Jessore,2022,2,February,0.4688805230475235,S2-Standard,Sentinel-2,15,2022-02-01 to 2022-03-01,,True
Jessore,2022,3,March,0.6067794453589154,S2-Standard,Sentinel-2,18,2022-03-01 to 2022-04-01,,True
Jessore,2022,4,April,0.5094016354846946,S2-Standard,Sentinel-2,19,2022-04-01 to 2022-05-01,,True
Jessore,2022,5,May,0.39857539469160574,S2-Standard,Sentinel-2,15,2022-05-01 to 2022-06-01,,True
Jessore,2022,6,June,0.18783039077623662,S2-Standard,Sentinel-2,5,2022-06-01 to 2022-07-01,,True
Jessore,2022,7,July,0.2644109823157027,S2-Standard,Sentinel-2,13,2022-07-01 to 2022-08-01,,True
Jessore,2022,8,August,0.32896964231163844,S2-Standard,Sentinel-2,10,2022-08-01 to 2022-09-01,,True
Jessore,2022,9,September,0.3838945484874524,S2-Standard,Sentinel-2,10,2022-09-01 to 2022-10-01,,True
Jessore,2022,10,October,0.7028498240366357,S2-Standard,Sentinel-2,17,2022-10-01 to 2022-11-01,,True
Jessore,2022,11,November,0.5761013650280524,S2-Standard,Sentinel-2,20,2022-11-01 to 2022-12-01,,True
Jessore,2022,12,December,0.41676818449697983,S2-Standard,Sentinel-2,17,2022-12-01 to 2023-01-01,,True
Jhalokati,2022,1,January,0.39804823731907646,S2-Standard,Sentinel-2,26,2022-01-01 to 2022-02-01,,True
Jhalokati,2022,2,February,0.41529841856725574,S2-Standard,Sentinel-2,20,2022-02-01 to 2022-03-01,,True
Jhalokati,2022,3,March,0.5179106140943847,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Jhalokati,2022,4,April,0.3844964290526782,S2-Standard,Sentinel-2,22,2022-04-01 to 2022-05-01,,True
Jhalokati,2022,5,May,0.44672518378791215,S2-Standard,Sentinel-2,20,2022-05-01 to 2022-06-01,,True
Jhalokati,2022,6,June,0.31981538139565413,S2-Standard,Sentinel-2,12,2022-06-01 to 2022-07-01,,True
Jhalokati,2022,7,July,0.3997108859765451,S2-Standard,Sentinel-2,14,2022-07-01 to 2022-08-01,,True
Jhalokati,2022,8,August,0.25774184547379886,S2-Standard,Sentinel-2,13,2022-08-01 to 2022-09-01,,True
Jhalokati,2022,9,September,0.49886079700062097,S2-Standard,Sentinel-2,16,2022-09-01 to 2022-10-01,,True
Jhalokati,2022,10,October,0.6984104731100329,S2-Standard,Sentinel-2,16,2022-10-01 to 2022-11-01,,True
Jhalokati,2022,11,November,0.7413763264744606,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Jhalokati,2022,12,December,0.5645420349590545,S2-Standard,Sentinel-2,22,2022-12-01 to 2023-01-01,,True
Jhenaidah,2022,1,January,0.4451787298559849,S2-Standard,Sentinel-2,27,2022-01-01 to 2022-02-01,,True
Jhenaidah,2022,2,February,0.5172636126901161,S2-Standard,Sentinel-2,31,2022-02-01 to 2022-03-01,,True
Jhenaidah,2022,3,March,0.6072717913709762,S2-Standard,Sentinel-2,36,2022-03-01 to 2022-04-01,,True
Jhenaidah,2022,4,April,0.4932941383053687,S2-Standard,Sentinel-2,33,2022-04-01 to 2022-05-01,,True
Jhenaidah,2022,5,May,0.408777297617167,S2-Standard,Sentinel-2,31,2022-05-01 to 2022-06-01,,True
Jhenaidah,2022,6,June,0.3144404421042321,S2-Standard,Sentinel-2,12,2022-06-01 to 2022-07-01,,True
Jhenaidah,2022,7,July,0.25157248092245443,S2-Standard,Sentinel-2,25,2022-07-01 to 2022-08-01,,True
Jhenaidah,2022,8,August,0.3584825905341126,S2-Standard,Sentinel-2,21,2022-08-01 to 2022-09-01,,True
Jhenaidah,2022,9,September,0.32208855987825824,S2-Standard,Sentinel-2,20,2022-09-01 to 2022-10-01,,True
Jhenaidah,2022,10,October,0.7437649112435227,S2-Standard,Sentinel-2,35,2022-10-01 to 2022-11-01,,True
Jhenaidah,2022,11,November,0.5856887814533969,S2-Standard,Sentinel-2,36,2022-11-01 to 2022-12-01,,True
Jhenaidah,2022,12,December,0.3797805611465307,S2-Standard,Sentinel-2,34,2022-12-01 to 2023-01-01,,True
Joypurhat,2022,1,January,0.43592807199776434,S2-Standard,Sentinel-2,13,2022-01-01 to 2022-02-01,,True
Joypurhat,2022,2,February,0.40134932467279355,S2-Standard,Sentinel-2,24,2022-02-01 to 2022-03-01,,True
Joypurhat,2022,3,March,0.48712031221694485,S2-Standard,Sentinel-2,22,2022-03-01 to 2022-04-01,,True
Joypurhat,2022,4,April,0.5481632788078854,S2-Standard,Sentinel-2,18,2022-04-01 to 2022-05-01,,True
Joypurhat,2022,5,May,0.39440389628940775,S2-Standard,Sentinel-2,17,2022-05-01 to 2022-06-01,,True
Joypurhat,2022,6,June,0.13360783706659932,S2-Standard,Sentinel-2,6,2022-06-01 to 2022-07-01,,True
Joypurhat,2022,7,July,0.27411858923150734,S2-Standard,Sentinel-2,16,2022-07-01 to 2022-08-01,,True
Joypurhat,2022,8,August,0.13406789931638347,S2-Standard,Sentinel-2,15,2022-08-01 to 2022-09-01,,True
Joypurhat,2022,9,September,0.31941070689798773,S2-Standard,Sentinel-2,14,2022-09-01 to 2022-10-01,,True
Joypurhat,2022,10,October,0.6950315134846194,S2-Standard,Sentinel-2,28,2022-10-01 to 2022-11-01,,True
Joypurhat,2022,11,November,0.495012034982754,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Joypurhat,2022,12,December,0.29688527128321934,S2-Standard,Sentinel-2,23,2022-12-01 to 2023-01-01,,True
Khagrachhari,2022,1,January,0.7127123618717103,S2-Standard,Sentinel-2,48,2022-01-01 to 2022-02-01,,True
Khagrachhari,2022,2,February,0.6273542204861793,S2-Standard,Sentinel-2,39,2022-02-01 to 2022-03-01,,True
Khagrachhari,2022,3,March,0.5737845474176946,S2-Standard,Sentinel-2,47,2022-03-01 to 2022-04-01,,True
Khagrachhari,2022,4,April,0.3194542381207939,S2-Standard,Sentinel-2,51,2022-04-01 to 2022-05-01,,True
Khagrachhari,2022,5,May,0.36441985948017924,S2-Standard,Sentinel-2,38,2022-05-01 to 2022-06-01,,True
Khagrachhari,2022,6,June,0.23207010945152917,S2-Standard,Sentinel-2,21,2022-06-01 to 2022-07-01,,True
Khagrachhari,2022,7,July,0.5632408079214678,S2-Standard,Sentinel-2,29,2022-07-01 to 2022-08-01,,True
Khagrachhari,2022,8,August,0.5047117029912593,S2-Standard,Sentinel-2,40,2022-08-01 to 2022-09-01,,True
Khagrachhari,2022,9,September,0.3382196284333821,S2-Standard,Sentinel-2,35,2022-09-01 to 2022-10-01,,True
Khagrachhari,2022,10,October,0.7650947268938538,S2-Standard,Sentinel-2,40,2022-10-01 to 2022-11-01,,True
Khagrachhari,2022,11,November,0.8046879631390788,S2-Standard,Sentinel-2,48,2022-11-01 to 2022-12-01,,True
Khagrachhari,2022,12,December,0.7269174609559165,S2-Standard,Sentinel-2,47,2022-12-01 to 2023-01-01,,True
Khulna,2022,1,January,0.4342237814545653,S2-Standard,Sentinel-2,29,2022-01-01 to 2022-02-01,,True
Khulna,2022,2,February,0.4395870026247023,S2-Standard,Sentinel-2,26,2022-02-01 to 2022-03-01,,True
Khulna,2022,3,March,0.49793239528220523,S2-Standard,Sentinel-2,29,2022-03-01 to 2022-04-01,,True
Khulna,2022,4,April,0.2547487058378869,S2-Standard,Sentinel-2,29,2022-04-01 to 2022-05-01,,True
Khulna,2022,5,May,0.2474562801358325,S2-Standard,Sentinel-2,25,2022-05-01 to 2022-06-01,,True
Khulna,2022,6,June,0.2015083923668761,S2-Standard,Sentinel-2,9,2022-06-01 to 2022-07-01,,True
Khulna,2022,7,July,0.24184357402317558,S2-Standard,Sentinel-2,19,2022-07-01 to 2022-08-01,,True
Khulna,2022,8,August,0.2743240682666131,S2-Standard,Sentinel-2,15,2022-08-01 to 2022-09-01,,True
Khulna,2022,9,September,0.4016941680534377,S2-Standard,Sentinel-2,18,2022-09-01 to 2022-10-01,,True
Khulna,2022,10,October,0.5520675878443635,S2-Standard,Sentinel-2,24,2022-10-01 to 2022-11-01,,True
Khulna,2022,11,November,0.5800102272282405,S2-Standard,Sentinel-2,32,2022-11-01 to 2022-12-01,,True
Khulna,2022,12,December,0.4194859752623969,S2-Standard,Sentinel-2,29,2022-12-01 to 2023-01-01,,True
Kishoreganj,2022,1,January,0.31126990195213033,S2-Standard,Sentinel-2,40,2022-01-01 to 2022-02-01,,True
Kishoreganj,2022,2,February,0.41314488060847093,S2-Standard,Sentinel-2,23,2022-02-01 to 2022-03-01,,True
Kishoreganj,2022,3,March,0.6380676429483706,S2-Standard,Sentinel-2,36,2022-03-01 to 2022-04-01,,True
Kishoreganj,2022,4,April,0.3676092519986164,S2-Standard,Sentinel-2,30,2022-04-01 to 2022-05-01,,True
Kishoreganj,2022,5,May,0.13324253412917686,S2-Standard,Sentinel-2,30,2022-05-01 to 2022-06-01,,True
Kishoreganj,2022,6,June,-0.03366419889778727,S2-Standard,Sentinel-2,9,2022-06-01 to 2022-07-01,,True
Kishoreganj,2022,7,July,0.04662772221039822,S2-Standard,Sentinel-2,13,2022-07-01 to 2022-08-01,,True
Kishoreganj,2022,8,August,0.03526142506698035,S2-Standard,Sentinel-2,30,2022-08-01 to 2022-09-01,,True
Kishoreganj,2022,9,September,0.05082004783589362,S2-Standard,Sentinel-2,17,2022-09-01 to 2022-10-01,,True
Kishoreganj,2022,10,October,0.1918684324560693,S2-Standard,Sentinel-2,26,2022-10-01 to 2022-11-01,,True
Kishoreganj,2022,11,November,0.34610363836772806,S2-Standard,Sentinel-2,36,2022-11-01 to 2022-12-01,,True
Kishoreganj,2022,12,December,0.2840718604506674,S2-Standard,Sentinel-2,36,2022-12-01 to 2023-01-01,,True
Kurigram,2022,1,January,0.26592099495904536,S2-Standard,Sentinel-2,14,2022-01-01 to 2022-02-01,,True
Kurigram,2022,2,February,0.29475901188143705,S2-Standard,Sentinel-2,15,2022-02-01 to 2022-03-01,,True
Kurigram,2022,3,March,0.44469696866492525,S2-Standard,Sentinel-2,16,2022-03-01 to 2022-04-01,,True
Kurigram,2022,4,April,0.22263326272938747,S2-Standard,Sentinel-2,10,2022-04-01 to 2022-05-01,,True
Kurigram,2022,5,May,0.2500938130926464,S2-Standard,Sentinel-2,14,2022-05-01 to 2022-06-01,,True
Kurigram,2022,6,June,0.047463111953617514,S2-Standard,Sentinel-2,3,2022-06-01 to 2022-07-01,,True
Kurigram,2022,7,July,0.2126574194433389,S2-Standard,Sentinel-2,9,2022-07-01 to 2022-08-01,,True
Kurigram,2022,8,August,0.16003812744175988,S2-Standard,Sentinel-2,12,2022-08-01 to 2022-09-01,,True
Kurigram,2022,9,September,0.339929306221639,S2-Standard,Sentinel-2,11,2022-09-01 to 2022-10-01,,True
Kurigram,2022,10,October,0.49230913156546824,S2-Standard,Sentinel-2,18,2022-10-01 to 2022-11-01,,True
Kurigram,2022,11,November,0.4533404465415963,S2-Standard,Sentinel-2,17,2022-11-01 to 2022-12-01,,True
Kurigram,2022,12,December,0.29489335870451844,S2-Standard,Sentinel-2,18,2022-12-01 to 2023-01-01,,True
Kushtia,2022,1,January,0.4366112739616819,S2-Standard,Sentinel-2,12,2022-01-01 to 2022-02-01,,True
Kushtia,2022,2,February,0.5144873456235682,S2-Standard,Sentinel-2,16,2022-02-01 to 2022-03-01,,True
Kushtia,2022,3,March,0.5026391517689011,S2-Standard,Sentinel-2,18,2022-03-01 to 2022-04-01,,True
Kushtia,2022,4,April,0.3702999720630754,S2-Standard,Sentinel-2,16,2022-04-01 to 2022-05-01,,True
Kushtia,2022,5,May,0.2938513007384295,S2-Standard,Sentinel-2,14,2022-05-01 to 2022-06-01,,True
Kushtia,2022,6,June,0.360379678702526,S2-Standard,Sentinel-2,7,2022-06-01 to 2022-07-01,,True
Kushtia,2022,7,July,0.3063360618005153,S2-Standard,Sentinel-2,12,2022-07-01 to 2022-08-01,,True
Kushtia,2022,8,August,0.301738590217574,S2-Standard,Sentinel-2,10,2022-08-01 to 2022-09-01,,True
Kushtia,2022,9,September,0.2595401427302436,S2-Standard,Sentinel-2,10,2022-09-01 to 2022-10-01,,True
Kushtia,2022,10,October,0.6262090914547398,S2-Standard,Sentinel-2,18,2022-10-01 to 2022-11-01,,True
Kushtia,2022,11,November,0.5100774986217015,S2-Standard,Sentinel-2,18,2022-11-01 to 2022-12-01,,True
Kushtia,2022,12,December,0.3382201733296665,S2-Standard,Sentinel-2,17,2022-12-01 to 2023-01-01,,True
Lakshmipur,2022,1,January,0.26352146203140053,S2-Standard,Sentinel-2,26,2022-01-01 to 2022-02-01,,True
Lakshmipur,2022,2,February,0.32996569877096804,S2-Standard,Sentinel-2,20,2022-02-01 to 2022-03-01,,True
Lakshmipur,2022,3,March,0.4099483108021562,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Lakshmipur,2022,4,April,0.35618169981294323,S2-Standard,Sentinel-2,22,2022-04-01 to 2022-05-01,,True
Lakshmipur,2022,5,May,0.22059919320658242,S2-Standard,Sentinel-2,20,2022-05-01 to 2022-06-01,,True
Lakshmipur,2022,6,June,0.12894761512652517,S2-Standard,Sentinel-2,12,2022-06-01 to 2022-07-01,,True
Lakshmipur,2022,7,July,0.21691153359032103,S2-Standard,Sentinel-2,14,2022-07-01 to 2022-08-01,,True
Lakshmipur,2022,8,August,0.1735118910859101,S2-Standard,Sentinel-2,13,2022-08-01 to 2022-09-01,,True
Lakshmipur,2022,9,September,0.23523610314622115,S2-Standard,Sentinel-2,16,2022-09-01 to 2022-10-01,,True
Lakshmipur,2022,10,October,0.5253667671733465,S2-Standard,Sentinel-2,16,2022-10-01 to 2022-11-01,,True
Lakshmipur,2022,11,November,0.5368424127097657,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Lakshmipur,2022,12,December,0.43005705176283776,S2-Standard,Sentinel-2,22,2022-12-01 to 2023-01-01,,True
Lalmonirhat,2022,1,January,0.36998860740563216,S2-Standard,Sentinel-2,16,2022-01-01 to 2022-02-01,,True
Lalmonirhat,2022,2,February,0.4948821771436415,S2-Standard,Sentinel-2,24,2022-02-01 to 2022-03-01,,True
Lalmonirhat,2022,3,March,0.5685270716402814,S2-Standard,Sentinel-2,20,2022-03-01 to 2022-04-01,,True
Lalmonirhat,2022,4,April,0.4065448627465945,S2-Standard,Sentinel-2,16,2022-04-01 to 2022-05-01,,True
Lalmonirhat,2022,5,May,0.3339137681224553,S2-Standard,Sentinel-2,18,2022-05-01 to 2022-06-01,,True
Lalmonirhat,2022,6,June,0.13874558694669065,S2-Standard,Sentinel-2,6,2022-06-01 to 2022-07-01,,True
Lalmonirhat,2022,7,July,0.1886964255619581,S2-Standard,Sentinel-2,12,2022-07-01 to 2022-08-01,,True
Lalmonirhat,2022,8,August,0.28453607752112453,S2-Standard,Sentinel-2,16,2022-08-01 to 2022-09-01,,True
Lalmonirhat,2022,9,September,0.4453238905714439,S2-Standard,Sentinel-2,18,2022-09-01 to 2022-10-01,,True
Lalmonirhat,2022,10,October,0.6005631769723303,S2-Standard,Sentinel-2,25,2022-10-01 to 2022-11-01,,True
Lalmonirhat,2022,11,November,0.44957691226193247,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Lalmonirhat,2022,12,December,0.3275862606305177,S2-Standard,Sentinel-2,24,2022-12-01 to 2023-01-01,,True
Madaripur,2022,1,January,0.39228938471898755,S2-Standard,Sentinel-2,35,2022-01-01 to 2022-02-01,,True
Madaripur,2022,2,February,0.434792084871636,S2-Standard,Sentinel-2,22,2022-02-01 to 2022-03-01,,True
Madaripur,2022,3,March,0.5126870864671587,S2-Standard,Sentinel-2,30,2022-03-01 to 2022-04-01,,True
Madaripur,2022,4,April,0.14589276935038104,S2-Standard,Sentinel-2,25,2022-04-01 to 2022-05-01,,True
Madaripur,2022,5,May,0.3999496888165858,S2-Standard,Sentinel-2,27,2022-05-01 to 2022-06-01,,True
Madaripur,2022,6,June,0.35597420427238025,S2-Standard,Sentinel-2,14,2022-06-01 to 2022-07-01,,True
Madaripur,2022,7,July,0.30150375639748855,S2-Standard,Sentinel-2,17,2022-07-01 to 2022-08-01,,True
Madaripur,2022,8,August,0.2382060091531424,S2-Standard,Sentinel-2,20,2022-08-01 to 2022-09-01,,True
Madaripur,2022,9,September,0.40636510962343086,S2-Standard,Sentinel-2,18,2022-09-01 to 2022-10-01,,True
Madaripur,2022,10,October,0.5680438314099354,S2-Standard,Sentinel-2,20,2022-10-01 to 2022-11-01,,True
Madaripur,2022,11,November,0.5270003205348973,S2-Standard,Sentinel-2,30,2022-11-01 to 2022-12-01,,True
Madaripur,2022,12,December,0.4022075356404387,S2-Standard,Sentinel-2,27,2022-12-01 to 2023-01-01,,True
Magura,2022,1,January,0.424542540711464,S2-Standard,Sentinel-2,19,2022-01-01 to 2022-02-01,,True
Magura,2022,2,February,0.48038351869276347,S2-Standard,Sentinel-2,20,2022-02-01 to 2022-03-01,,True
Magura,2022,3,March,0.5805999045721482,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Magura,2022,4,April,0.35163325437366977,S2-Standard,Sentinel-2,21,2022-04-01 to 2022-05-01,,True
Magura,2022,5,May,0.49522913009887054,S2-Standard,Sentinel-2,21,2022-05-01 to 2022-06-01,,True
Magura,2022,6,June,0.3192240072859663,S2-Standard,Sentinel-2,8,2022-06-01 to 2022-07-01,,True
Magura,2022,7,July,0.3068813352363869,S2-Standard,Sentinel-2,17,2022-07-01 to 2022-08-01,,True
Magura,2022,8,August,0.22506369411494018,S2-Standard,Sentinel-2,13,2022-08-01 to 2022-09-01,,True
Magura,2022,9,September,0.3522418035026976,S2-Standard,Sentinel-2,14,2022-09-01 to 2022-10-01,,True
Magura,2022,10,October,0.7173624754929421,S2-Standard,Sentinel-2,21,2022-10-01 to 2022-11-01,,True
Magura,2022,11,November,0.5564517069988566,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Magura,2022,12,December,0.38567923372171675,S2-Standard,Sentinel-2,22,2022-12-01 to 2023-01-01,,True
Manikganj,2022,1,January,0.4309266104806672,S2-Standard,Sentinel-2,23,2022-01-01 to 2022-02-01,,True
Manikganj,2022,2,February,0.19946128688814282,S2-Standard,Sentinel-2,18,2022-02-01 to 2022-03-01,,True
Manikganj,2022,3,March,0.43370414952652214,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Manikganj,2022,4,April,0.23810856026859303,S2-Standard,Sentinel-2,20,2022-04-01 to 2022-05-01,,True
Manikganj,2022,5,May,0.32587355777316523,S2-Standard,Sentinel-2,20,2022-05-01 to 2022-06-01,,True
Manikganj,2022,6,June,0.1685356100952224,S2-Standard,Sentinel-2,10,2022-06-01 to 2022-07-01,,True
Manikganj,2022,7,July,0.22279349181754093,S2-Standard,Sentinel-2,12,2022-07-01 to 2022-08-01,,True
Manikganj,2022,8,August,0.18128784636677064,S2-Standard,Sentinel-2,17,2022-08-01 to 2022-09-01,,True
Manikganj,2022,9,September,0.41141780929692356,S2-Standard,Sentinel-2,13,2022-09-01 to 2022-10-01,,True
Manikganj,2022,10,October,0.41938395120099653,S2-Standard,Sentinel-2,19,2022-10-01 to 2022-11-01,,True
Manikganj,2022,11,November,0.41854069784747583,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Manikganj,2022,12,December,0.3774664093334369,S2-Standard,Sentinel-2,23,2022-12-01 to 2023-01-01,,True
Maulvibazar,2022,1,January,0.37435985881924033,S2-Standard,Sentinel-2,52,2022-01-01 to 2022-02-01,,True
Maulvibazar,2022,2,February,0.48891834543777235,S2-Standard,Sentinel-2,36,2022-02-01 to 2022-03-01,,True
Maulvibazar,2022,3,March,0.5076200516171026,S2-Standard,Sentinel-2,45,2022-03-01 to 2022-04-01,,True
Maulvibazar,2022,4,April,0.37725111111349097,S2-Standard,Sentinel-2,40,2022-04-01 to 2022-05-01,,True
Maulvibazar,2022,5,May,0.22729058838049995,S2-Standard,Sentinel-2,31,2022-05-01 to 2022-06-01,,True
Maulvibazar,2022,6,June,0.2872841543480849,S2-Standard,Sentinel-2,12,2022-06-01 to 2022-07-01,,True
Maulvibazar,2022,7,July,0.3316964980247003,S2-Standard,Sentinel-2,31,2022-07-01 to 2022-08-01,,True
Maulvibazar,2022,8,August,0.22983726099536583,S2-Standard,Sentinel-2,35,2022-08-01 to 2022-09-01,,True
Maulvibazar,2022,9,September,0.40827118881821184,S2-Standard,Sentinel-2,24,2022-09-01 to 2022-10-01,,True
Maulvibazar,2022,10,October,0.5081293337700128,S2-Standard,Sentinel-2,37,2022-10-01 to 2022-11-01,,True
Maulvibazar,2022,11,November,0.6199927514832799,S2-Standard,Sentinel-2,48,2022-11-01 to 2022-12-01,,True
Maulvibazar,2022,12,December,0.4977793993594279,S2-Standard,Sentinel-2,47,2022-12-01 to 2023-01-01,,True
Meherpur,2022,1,January,0.5422238526759723,S2-Standard,Sentinel-2,4,2022-01-01 to 2022-02-01,,True
Meherpur,2022,2,February,0.6363343859653814,S2-Standard,Sentinel-2,6,2022-02-01 to 2022-03-01,,True
Meherpur,2022,3,March,0.5708640413836734,S2-Standard,Sentinel-2,6,2022-03-01 to 2022-04-01,,True
Meherpur,2022,4,April,0.4240959983858737,S2-Standard,Sentinel-2,6,2022-04-01 to 2022-05-01,,True
Meherpur,2022,5,May,0.4393863474141398,S2-Standard,Sentinel-2,5,2022-05-01 to 2022-06-01,,True
Meherpur,2022,6,June,0.4049998628938372,S2-Standard,Sentinel-2,2,2022-06-01 to 2022-07-01,,True
Meherpur,2022,7,July,0.35363864876414464,S2-Standard,Sentinel-2,4,2022-07-01 to 2022-08-01,,True
Meherpur,2022,8,August,0.3930040447526618,S2-Standard,Sentinel-2,4,2022-08-01 to 2022-09-01,,True
Meherpur,2022,9,September,0.1259660232378597,S2-Standard,Sentinel-2,3,2022-09-01 to 2022-10-01,,True
Meherpur,2022,10,October,0.6557736174550848,S2-Standard,Sentinel-2,7,2022-10-01 to 2022-11-01,,True
Meherpur,2022,11,November,0.5774080200216897,S2-Standard,Sentinel-2,6,2022-11-01 to 2022-12-01,,True
Meherpur,2022,12,December,0.4469524389105069,S2-Standard,Sentinel-2,6,2022-12-01 to 2023-01-01,,True
Munshiganj,2022,1,January,0.33903659636647465,S2-Standard,Sentinel-2,28,2022-01-01 to 2022-02-01,,True
Munshiganj,2022,2,February,0.521983445304389,S2-Standard,Sentinel-2,18,2022-02-01 to 2022-03-01,,True
Munshiganj,2022,3,March,0.49659797156328334,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Munshiganj,2022,4,April,0.1254731884929805,S2-Standard,Sentinel-2,20,2022-04-01 to 2022-05-01,,True
Munshiganj,2022,5,May,0.3805900028922174,S2-Standard,Sentinel-2,20,2022-05-01 to 2022-06-01,,True
Munshiganj,2022,6,June,0.30617906512619725,S2-Standard,Sentinel-2,11,2022-06-01 to 2022-07-01,,True
Munshiganj,2022,7,July,0.3160496897107698,S2-Standard,Sentinel-2,12,2022-07-01 to 2022-08-01,,True
Munshiganj,2022,8,August,0.13251439430093334,S2-Standard,Sentinel-2,18,2022-08-01 to 2022-09-01,,True
Munshiganj,2022,9,September,0.31340565567292,S2-Standard,Sentinel-2,14,2022-09-01 to 2022-10-01,,True
Munshiganj,2022,10,October,0.4799755728266007,S2-Standard,Sentinel-2,16,2022-10-01 to 2022-11-01,,True
Munshiganj,2022,11,November,0.4487728540074254,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Munshiganj,2022,12,December,0.3336655622501818,S2-Standard,Sentinel-2,22,2022-12-01 to 2023-01-01,,True
Mymensingh,2022,1,January,0.2733859403767918,S2-Standard,Sentinel-2,32,2022-01-01 to 2022-02-01,,True
Mymensingh,2022,2,February,0.28327794219738295,S2-Standard,Sentinel-2,20,2022-02-01 to 2022-03-01,,True
Mymensingh,2022,3,March,0.5686833849186683,S2-Standard,Sentinel-2,30,2022-03-01 to 2022-04-01,,True
Mymensingh,2022,4,April,0.2792620099084889,S2-Standard,Sentinel-2,23,2022-04-01 to 2022-05-01,,True
Mymensingh,2022,5,May,0.18371249898283804,S2-Standard,Sentinel-2,24,2022-05-01 to 2022-06-01,,True
Mymensingh,2022,6,June,0.14726820374685606,S2-Standard,Sentinel-2,8,2022-06-01 to 2022-07-01,,True
Mymensingh,2022,7,July,0.26988084162711184,S2-Standard,Sentinel-2,11,2022-07-01 to 2022-08-01,,True
Mymensingh,2022,8,August,0.13898766070184745,S2-Standard,Sentinel-2,25,2022-08-01 to 2022-09-01,,True
Mymensingh,2022,9,September,0.4943108635282229,S2-Standard,Sentinel-2,13,2022-09-01 to 2022-10-01,,True
Mymensingh,2022,10,October,0.6661036234448312,S2-Standard,Sentinel-2,21,2022-10-01 to 2022-11-01,,True
Mymensingh,2022,11,November,0.6097119497847369,S2-Standard,Sentinel-2,30,2022-11-01 to 2022-12-01,,True
Mymensingh,2022,12,December,0.3867889892825891,S2-Standard,Sentinel-2,30,2022-12-01 to 2023-01-01,,True
Naogaon,2022,1,January,0.3087416614898178,S2-Standard,Sentinel-2,7,2022-01-01 to 2022-02-01,,True
Naogaon,2022,2,February,0.3741281428245409,S2-Standard,Sentinel-2,12,2022-02-01 to 2022-03-01,,True
Naogaon,2022,3,March,0.6201124466265265,S2-Standard,Sentinel-2,12,2022-03-01 to 2022-04-01,,True
Naogaon,2022,4,April,0.33537487186339254,S2-Standard,Sentinel-2,10,2022-04-01 to 2022-05-01,,True
Naogaon,2022,5,May,0.21781547049046246,S2-Standard,Sentinel-2,9,2022-05-01 to 2022-06-01,,True
Naogaon,2022,6,June,0.15101254462198707,S2-Standard,Sentinel-2,3,2022-06-01 to 2022-07-01,,True
Naogaon,2022,7,July,0.3045155374762066,S2-Standard,Sentinel-2,7,2022-07-01 to 2022-08-01,,True
Naogaon,2022,8,August,0.26105068887379645,S2-Standard,Sentinel-2,7,2022-08-01 to 2022-09-01,,True
