Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season
468,2.446581197,Rajbari,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,1145,22,10.0,60,75,60.0,0.3693864167143024,0.38261991446039556,0.390366546253015,0.11143282593685754,0.420965323158295
1097,3.835004558,Rajshahi,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,4207,22,10.0,60,75,65.0,0.309744230953222,0.37258704370735735,0.4139858464944324,0.10011522190814079,0.2148030029570647
634,1.430599369,Rangamati,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,907,22,10.0,60,75,,0.3566101220905236,0.5796032841138894,0.588717377434094,0.16801964864943394,0.2219434186735245
544,1.709558824,Rangpur,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,930,22,10.0,60,75,59.0,0.0468616342173195,0.4273787232966617,0.4001289115654613,0.1753391280581186,0.4001486941371419
689,2.534107402,Satkhira,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,1746,22,10.0,60,75,59.0,0.1194165133466915,0.36560847105117306,0.4159643998288496,0.12787510536032892,0.2245382571010397
398,2.180904523,Shariatpur,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,868,22,10.0,60,75,55.0,0.3246768434248136,0.36941586730092235,0.3548394236452832,0.11431056026986082,0.3404679378482187
533,3.150093809,Sherpur,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,1679,22,10.0,60,75,,0.0528778723675305,0.42079604182401853,0.42563066231176383,0.19099505450447132,0.2278267182217989
490,2.259183673,Sirajganj,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,1107,22,10.0,60,75,,0.1381345270632336,0.2686044027777332,0.35042607100808004,0.11824855088130096,0.1547068330441469
1620,8.634567901,Sunamganj,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,13988,22,10.0,60,75,54.0,-0.1976703408679797,0.042487589887378815,0.35027854463634195,0.24635773720454796,0.0066240920840004
2305,2.321475054,Sylhet,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,5351,22,10.0,60,75,54.0,0.021092634797125,0.3377582958907007,0.4208416557961206,0.16794847469663857,0.0219238745854215
1887,1.815050344,Tangail,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,3425,22,10.0,60,75,60.0,0.1318871049415015,0.3601901307454868,0.389384603681453,0.16908037897980185,0.1960530352637223
376,2.321808511,Thakurgaon,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,873,22,10.0,60,75,,0.1637129632869899,0.4177100850043539,0.4413783985348993,0.15063653339182742,0.4809286896683722
4459,2.112805562,Bagerhat,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,9421,35,25.0,70,90,57.0,0.3076850950523782,0.49570656580242556,0.5310603918516658,0.0995778911463617,0.2093828623516599
131,1.618320611,Bandarban,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,212,35,25.0,70,90,55.0,0.5380354289240772,0.6520160817421483,0.6711461843279111,0.14239154422614234,0.4365742393395427
18624,0.06894329897,Barguna,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1284,35,25.0,70,90,57.0,0.3334017153350163,0.429825104601911,0.3254094075465732,0.15499109467258815,0.2099802275666429
6424,0.4403798257,Barishal,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2829,35,25.0,70,90,,0.3245837439937262,0.3756671193143899,0.3258251891916187,0.11959385728789385,0.1933459589530938
6031,1.975791743,Bhola,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,11916,35,25.0,70,90,56.0,0.1855874177236102,0.27103917455431326,0.25369716913212814,0.11388513302689585,0.1700006675577468
221,2.972850679,Bogura,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,657,35,25.0,70,90,,0.2857453203994977,0.35827960823899824,0.402110869787143,0.14030367365110893,0.1186313763339489
483,2.389233954,Brahmanbaria,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1154,35,25.0,70,90,54.0,0.188064601572371,0.33061955366135004,0.4280301292838294,0.13757487116938186,0.0571539099837129
614,4.319218241,Chandpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2652,35,25.0,70,90,,0.3248166463103474,0.3747799622931131,0.39344653680848696,0.1094082920311148,0.2069406843342435
12,1.75,Chapai Nawabganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,21,35,25.0,70,90,,0.3158738866969921,0.4057294194247083,0.44328237522718034,0.10636323583278542,0.372994229085631
1067,9.997188379,Chattogram,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,10667,35,25.0,70,90,,0.4592212447118667,0.5093771485066706,0.5028219050815989,0.12196196952331136,0.2968827150300339
77,6.363636364,Chuadanga,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,490,35,25.0,70,90,,0.3129435337540583,0.4465289227358769,0.5678158007056634,0.1596771126874543,0.3525594225872085
10171,5.466129191,CoxsBazar,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,55596,35,25.0,70,90,55.0,0.3617584244219423,0.4482418336610914,0.46153591965254687,0.09319616163318,0.3290250380015852
466,3.418454936,Cumilla,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1593,35,25.0,70,90,,0.4432566265522507,0.44431682883083523,0.4634169807395878,0.13607530917019944,0.1337973760585641
255,3.925490196,Dhaka,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1001,35,25.0,70,90,,0.2359514042907517,0.3499528042763059,0.3773540523494136,0.09636794743294604,0.2388020657596918
154,6.350649351,Dinajpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,978,35,25.0,70,90,,0.1911947455467423,0.40668154565240205,0.4391421972459331,0.16864004727658488,0.0654733330872791
177,4.615819209,Faridpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,817,35,25.0,70,90,,0.1922260030735255,0.409729490341148,0.4630858807111416,0.1306872051981825,0.2985891466935776
3289,0.6141684403,Feni,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2020,35,25.0,70,90,,0.3420579380209889,0.4555742910646838,0.46254311368047274,0.15685039204371837,0.0507026668147709
864,5.047453704,Gaibandha,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,4361,35,25.0,70,90,57.0,0.2962063273967376,0.3305234132655749,0.3644401500636081,0.12245627462378958,0.02131745298654
777,1.812097812,Gazipur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1408,35,25.0,70,90,,0.3447734668324618,0.41209508113671817,0.4220036237240463,0.16062355077104268,0.1101810937198298
553,0.9981916817,Gopalganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,552,35,25.0,70,90,56.0,0.3497550691217142,0.49477784635820815,0.49104019236001745,0.11673983281503432,0.3587029695775944
214,4.294392523,Habiganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,919,35,25.0,70,90,,0.245932692591611,0.31723452704743876,0.44688528396589416,0.15024574366594798,0.1404958846908667
1948,1.391170431,Jamalpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2710,35,25.0,70,90,,0.2646026336761234,0.3630311239397625,0.4110530343427405,0.14981373260400888,0.0660620517345922
1026,1.263157895,Jashore,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1296,35,25.0,70,90,,0.2644109823157027,0.47601515877710954,0.5077224522361125,0.14007555307499653,0.1878303907762366
1896,1.19092827,Jhallokati,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2258,35,25.0,70,90,,0.3997108859765451,0.5264966190561741,0.4437524233269056,0.15347033832135365,0.3198153813956541
296,2.138513514,Jhenaidah,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,633,35,25.0,70,90,,0.2515724809224544,0.472497355685301,0.5232380446390258,0.15817274633609676,0.3144404421042321
53,1.320754717,Joypurhat,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,70,35,25.0,70,90,64.0,0.2741185892315073,0.39605591632712134,0.4414659029625008,0.16133516770790127,0.1336078370665993
412,0.7839805825,Khagrachari,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,323,35,25.0,70,90,54.0,0.5632408079214678,0.6420573073808667,0.6379503765918614,0.1471148918454995,0.2320701094515291
151,18.49006623,Khulna,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2792,35,25.0,70,90,59.0,0.2418435740231755,0.44363430135160287,0.4572477264538242,0.11323944036467896,0.2015083923668761
569,1.9543058,Kishoreganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1112,35,25.0,70,90,,0.0466277222103982,0.20323255102157814,0.4541608085029905,0.20043269750018594,-0.0336641988977872
2158,3.120481928,Kurigram,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,6734,35,25.0,70,90,,0.2126574194433389,0.33440522757233787,0.3351256585018025,0.11403583162095711,0.0474631119536175
333,5.618618619,Kushtia,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1871,35,25.0,70,90,,0.3063360618005153,0.41206612838593454,0.48457925711805044,0.12548992923829183,0.360379678702526
13581,11.16154922,Lakshmipur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,151585,35,25.0,70,90,56.0,0.216911533590321,0.3607559479849136,0.3344784905348415,0.13485485065749767,0.1289476151265251
1026,2.248538012,Lalmonirhat,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2307,35,25.0,70,90,,0.1886964255619581,0.41292915422716353,0.47779928539651834,0.13434968550593884,0.1387455869466906
422,1.464454976,Madaripur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,618,35,25.0,70,90,56.0,0.3015037563974885,0.4223520318468054,0.4465895186859274,0.10638107035948913,0.3559742042723802
317,1.694006309,Magura,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,537,35,25.0,70,90,61.0,0.3068813352363869,0.44355690909043616,0.49517532132545855,0.1525480711977197,0.3192240072859663
284,1.580985915,Manikganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,449,35,25.0,70,90,,0.2227934918175409,0.3731705540877117,0.3546973489651107,0.10872262552828411,0.1685356100952224
70,0.9714285714,Meherpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,68,35,25.0,70,90,65.0,0.3536386487641446,0.4568879995089626,0.5831407600083424,0.16840633584721967,0.4049998628938372
1292,2.0874613,Moulvibazar,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2697,35,25.0,70,90,,0.3316964980247003,0.4397282988742564,0.4569660852913717,0.11648575863517802,0.2872841543480849
80,3.0375,Munshiganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,243,35,25.0,70,90,,0.3160496897107698,0.3412284392374227,0.4525393377447156,0.12344899303886975,0.3061790651261972
6075,1.135967078,Mymensingh,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,6901,35,25.0,70,90,,0.2698808416271118,0.4282148378531699,0.3751157558309477,0.1823815450649591,0.147268203746856
41,5.268292683,Naogaon,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,216,35,25.0,70,90,,0.3045155374762066,0.39524510171520716,0.43432741698029503,0.14818401540012002,0.151012544621987
858,4.632867133,Narail,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,3975,35,25.0,70,90,58.0,0.2634323510957302,0.44113404328853517,0.4821649438285152,0.12720696222802844,0.2931034421079588
53,2.641509434,Narayanganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,140,35,25.0,70,90,,0.3477409062434406,0.35382526014346594,0.3641961125258338,0.0804634942156633,0.2139360142323902
80,3.6875,Narsingdi,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,295,35,25.0,70,90,,0.3843016714945546,0.41525499271190186,0.4467058711280038,0.11055884214768588,0.0686431818013071
431,6.041763341,Natore,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2604,35,25.0,70,90,,0.3978173091447218,0.3780010211485376,0.5192715602395143,0.166705568220282,0.2396934944526867
5734,0.3032786885,Netrokona,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1739,35,25.0,70,90,,0.09812317506523,0.30101553838982265,0.4137755486167342,0.1685824255904806,-0.0374691032015912
387,6.227390181,Nilphamari,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2410,35,25.0,70,90,,0.0941026951895885,0.4247312928711258,0.4580404607121493,0.16906373261829627,0.1378536434354302
1709,2.330602692,Noakhali,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,3983,35,25.0,70,90,55.0,0.3002479520998793,0.39957418679379214,0.43439086688218675,0.15061878365592463,0.1125262690416429
176,6.590909091,Pabna,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1160,35,25.0,70,90,,0.3322302187313384,0.40434575563072106,0.46696140823084287,0.10839085144202706,0.3338369511018429
576,5.489583333,Panchagar,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,3162,35,25.0,70,90,,0.2408245389975022,0.4216382076491838,0.40071757436792343,0.1422223589323629,0.194460217324899
3284,0.7898903776,Patuakhali,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2594,35,25.0,70,90,,0.2708267478018758,0.40469089856481144,0.3030411264598909,0.17147910410454142,0.1845850493144675
6776,0.9220779221,Pirojpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,6248,35,25.0,70,90,57.0,0.3852390179122407,0.5066138911142352,0.442526845137816,0.1393520804004506,0.264165553095138
801,2.825218477,Rajbari,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2263,35,25.0,70,90,60.0,0.3247059383230628,0.3823654966193999,0.4385174120226673,0.11397404825191623,0.3693864167143024
161,5.590062112,Rajshahi,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,900,35,25.0,70,90,65.0,0.2946516903259429,0.37829373083584267,0.4345441802493639,0.10874851095047659,0.309744230953222
307,2.035830619,Rangamati,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,625,35,25.0,70,90,,0.609906371670307,0.6102642335735672,0.608992904675605,0.1352616294491139,0.3566101220905236
540,4.259259259,Rangpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2300,35,25.0,70,90,59.0,0.2367261980987058,0.41667606495707216,0.4177240754748042,0.1509228189747832,0.0468616342173195
830,1.356626506,Satkhira,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1126,35,25.0,70,90,59.0,0.2474221884969978,0.40149502994418684,0.4390374300963688,0.10415242387619798,0.1194165133466915
344,3.808139535,Shariatpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1310,35,25.0,70,90,55.0,0.2376970365297308,0.390500651579523,0.3988244619550267,0.08327739728011019,0.3246768434248136
1466,1.399727149,Sherpur,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2052,35,25.0,70,90,,0.2947216372986462,0.41771395565595776,0.42147435111796216,0.16986468107290348,0.0528778723675305
75,2.866666667,Sirajganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,215,35,25.0,70,90,,0.2391123797848982,0.2976374337766637,0.374433544926247,0.11715876677862698,0.1381345270632336
515,2.586407767,Sunamganj,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,1332,35,25.0,70,90,54.0,-0.0542292857374388,0.13286746771946872,0.4831048862306309,0.2378405940077418,-0.1976703408679797
2319,3.110823631,Sylhet,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,7214,35,25.0,70,90,54.0,0.13485983039162,0.3907754881278304,0.4382349369142626,0.13923399786343987,0.021092634797125
598,3.413043478,Tangail,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,2041,35,25.0,70,90,60.0,0.1595776260298182,0.40947279623169347,0.37549463161646995,0.16487633986524503,0.1318871049415015
40,2.925,Thakurgaon,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,117,35,25.0,70,90,,0.2128467513454522,0.43799239835898374,0.504262929415545,0.14110581825951832,0.1637129632869899
35,11.02857143,Bagerhat,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,386,30,20.0,65,75,57.0,0.2093828623516599,0.3378288077090691,0.3429688977393489,0.11606441411920058,0.2670404721298456
27,10.25925926,Bandarban,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,277,30,20.0,65,75,55.0,0.4365742393395427,0.5127766545010207,0.4620997679298378,0.06535487820984082,0.2612788417491431
186,0.9569892473,Barguna,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,178,30,20.0,65,75,57.0,0.2099802275666429,0.25295665017257135,0.2617423420410953,0.08283244986176969,0.3323424160378924
506,1.62055336,Barishal,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,820,30,20.0,65,75,,0.1933459589530938,0.25753410296501084,0.2589063855135434,0.07737100330887633,0.309535002934125
69,4.130434783,Bhola,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,285,30,20.0,65,75,56.0,0.1700006675577468,0.1242030722325758,0.16296817939927807,0.07202066392259102,0.1946286534864403
170,10.02352941,Bogura,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1704,30,20.0,65,75,,0.1186313763339489,0.21579538338590315,0.20904663597402867,0.08938370522601545,0.2764687680682978
274,3.386861314,Brahmanbaria,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,928,30,20.0,65,75,54.0,0.0571539099837129,0.20561094653105577,0.17786174836625204,0.08362303913044793,0.2371168297003784
68,7.367647059,Chandpur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,501,30,20.0,65,75,,0.2069406843342435,0.2702538874764224,0.2581416747172159,0.05655934101182492,0.244284950998653
70,1.5,Chapai Nawabganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,105,30,20.0,65,75,,0.372994229085631,0.35463335359728054,0.3292237006651775,0.07108443191316943,0.2662611383381359
464,3.060344828,Chattogram,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1420,30,20.0,65,75,,0.2968827150300339,0.35321433593229956,0.36003462999451047,0.10400835725159772,0.291756878234579
52,2.307692308,Chuadanga,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,120,30,20.0,65,75,,0.3525594225872085,0.3588984058316085,0.3023487071735631,0.11519656568102589,0.372967925798721
57,14.94736842,CoxsBazar,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,852,30,20.0,65,75,55.0,0.3290250380015852,0.3570938914255085,0.3324663514621032,0.033502691541672826,0.280567372051847
469,3.268656716,Cumilla,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1533,30,20.0,65,75,,0.1337973760585641,0.33872965322820614,0.2900040727070012,0.13472550580222473,0.2661785623056151
19,8.578947368,Dhaka,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,163,30,20.0,65,75,,0.2388020657596918,0.1988299705858994,0.24107847042036,0.06797224647912765,0.2739750686969379
111,5.171171171,Dinajpur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,574,30,20.0,65,75,,0.0654733330872791,0.21150650412702537,0.20988268083851164,0.1177725127434581,0.3916540989397346
193,3.523316062,Faridpur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,680,30,20.0,65,75,,0.2985891466935776,0.21331237333874536,0.2714789233212971,0.07382784256738173,0.5012944760184437
172,1.459302326,Feni,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,251,30,20.0,65,75,,0.0507026668147709,0.2574046177056497,0.23709407125198265,0.15400015719354504,0.2107211652615962
89,3.449438202,Gaibandha,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,307,30,20.0,65,75,57.0,0.02131745298654,0.2412207212840912,0.20329836906641224,0.1332979027018208,0.2909507765996219
150,2.62,Gazipur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,393,30,20.0,65,75,,0.1101810937198298,0.21232777923569024,0.21509494278868654,0.13940917002480466,0.2642814227206714
91,4.417582418,Gopalganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,402,30,20.0,65,75,56.0,0.3587029695775944,0.3615226109299301,0.39025460524338434,0.06013122360382198,0.3983745038075617
688,1.956395349,Habiganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1346,30,20.0,65,75,,0.1404958846908667,0.20038105678409668,0.19529209084490703,0.055362781741152625,0.2185560015489672
774,2.759689922,Jamalpur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,2136,30,20.0,65,75,,0.0660620517345922,0.21470617098409556,0.16955802522658908,0.08153051012225544,0.2256493291364875
265,3.403773585,Jashore,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,902,30,20.0,65,75,,0.1878303907762366,0.29669031231367055,0.2912763909727575,0.0845019318060876,0.3985753946916057
166,0.5301204819,Jhallokati,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,88,30,20.0,65,75,,0.3198153813956541,0.32872636572517194,0.3690322274616547,0.1042504750053043,0.4467251837879121
147,10.26530612,Jhenaidah,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1509,30,20.0,65,75,,0.3144404421042321,0.30502753572828345,0.3116460183597643,0.04441977739214792,0.408777297617167
67,7.402985075,Joypurhat,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,496,30,20.0,65,75,64.0,0.1336078370665993,0.20409324427394535,0.2153012581281194,0.09586610348095315,0.3944038962894077
394,1.875634518,Khagrachari,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,739,30,20.0,65,75,54.0,0.2320701094515291,0.5339762554563636,0.40956056219940956,0.15194708197970208,0.3644198594801792
96,3.270833333,Khulna,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,314,30,20.0,65,75,59.0,0.2015083923668761,0.2580838211448943,0.2798425506775256,0.08652250745761857,0.2474562801358325
239,5.410041841,Kishoreganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1293,30,20.0,65,75,,-0.0336641988977872,0.04094457363868925,0.024761249053871226,0.039501013940257554,0.1332425341291768
191,8.188481675,Kurigram,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1564,30,20.0,65,75,,0.0474631119536175,0.18634777344254935,0.19002199126508879,0.12139004880496265,0.2500938130926464
1037,7.136933462,Kushtia,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,7401,30,20.0,65,75,,0.360379678702526,0.30403732600904465,0.3069986183627147,0.04135195033548887,0.2938513007384295
27,6,Lakshmipur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,162,30,20.0,65,75,56.0,0.1289476151265251,0.19521171233811557,0.18865178573724434,0.047478122595384684,0.2205991932065824
37,4.837837838,Lalmonirhat,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,179,30,20.0,65,75,,0.1387455869466906,0.23661625154154128,0.26432549515030423,0.13498019150480547,0.3339137681224553
146,3.630136986,Madaripur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,530,30,20.0,65,75,56.0,0.3559742042723802,0.26985488277531544,0.32551226986161047,0.07225857047955984,0.3999496888165858
161,4.074534161,Magura,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,656,30,20.0,65,75,61.0,0.3192240072859663,0.2659725146756635,0.3008527100349977,0.05403289968795251,0.4952291300988705
188,1.734042553,Manikganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,326,30,20.0,65,75,,0.1685356100952224,0.20204066909215573,0.24600868939411433,0.11267946852874856,0.3258735577731652
102,2.215686275,Meherpur,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,226,30,20.0,65,75,65.0,0.4049998628938372,0.3733213467584032,0.3194021449121258,0.13081014276194805,0.4393863474141398
102,4.333333333,Moulvibazar,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,442,30,20.0,65,75,,0.2872841543480849,0.28076687951003304,0.3142722755465907,0.0752706883926344,0.2272905883804999
16,6.5625,Munshiganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,105,30,20.0,65,75,,0.3061790651261972,0.22428204200585156,0.267037201202705,0.08977885550589686,0.3805900028922174
1225,3.000816327,Mymensingh,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,3676,30,20.0,65,75,,0.147268203746856,0.2044342511644796,0.2626118924010095,0.1656546286905534,0.183712498982838
130,3.753846154,Naogaon,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,488,30,20.0,65,75,,0.151012544621987,0.2827831131750015,0.2616034403582208,0.07900979741446207,0.2178154704904624
80,2.8375,Narail,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,227,30,20.0,65,75,58.0,0.2931034421079588,0.27874457357250915,0.30754578829873686,0.05008985031836103,0.3738582462137362
10,12.2,Narayanganj,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,122,30,20.0,65,75,,0.2139360142323902,0.2766556110253287,0.26967078998658056,0.07083903222984,0.2967271553285521
39,13.07692308,Narsingdi,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,510,30,20.0,65,75,,0.0686431818013071,0.30277470324024136,0.2650149435937448,0.1520000277951865,0.2875359195667165
217,8.516129032,Natore,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,1848,30,20.0,65,75,,0.2396934944526867,0.3238073025613258,0.2580680437723036,0.10444838300920238,0.2843293374458162
526,3.899239544,Netrokona,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,2051,30,20.0,65,75,,-0.0374691032015912,0.1039310095508843,0.11874505730976767,0.14076763592897118,0.1216241284636668
62,9.774193548,Nilphamari,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,606,30,20.0,65,75,,0.1378536434354302,0.19562929394779283,0.24325792285564812,0.15971577644896207,0.3905363140056865
51,2.274509804,Noakhali,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,116,30,20.0,65,75,55.0,0.1125262690416429,0.2233051392977053,0.2050691093430485,0.08983987267292985,0.1658426609921801
196,4.219387755,Pabna,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,827,30,20.0,65,75,,0.3338369511018429,0.2988683273448741,0.3001008254018084,0.03805732263979561,0.3054242601831844
78,6.346153846,Panchagar,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,495,30,20.0,65,75,,0.194460217324899,0.3051131393914076,0.2814295473143338,0.07857028204550696,0.5473277632011888
144,1.354166667,Patuakhali,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,195,30,20.0,65,75,,0.1845850493144675,0.1855661418941435,0.2304817487535331,0.11416674756423188,0.3357123883791376
