Area,AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Production,Min Relative Humidity,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Std,NDVI_Season_CV,Avg_Salinity_Index,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Drought_Index,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event
43,8.023255814,Manikganj,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,345,60,301.4633169495168,-7492.913171613218,0.1176340995578901,0.3289014616017305,855.2757419547362,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.218,0.0326,Moderate,0.0,2.1726016260162604,8.25,0.04,40.15,Low Risk,0,8.023255813953488,10.0,0.5833333333333334,-0.8452228526707006,-0.0361004499488505,-0.0831842507896098,1
43,24.0,Lakshmipur,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,1032,60,300.6273146480235,-7493.105147019739,0.1903712729427844,0.5176799876781991,741.7048165468992,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1804,0.0228,Moderate,0.0,2.389512195121952,7.82,0.03,47.08,Low Risk,0,24.0,10.0,0.5833333333333334,1.866414288695387,1.0694391285080525,1.5300984434907778,1
43,3.906976744,Brahmanbaria,Kharif 2,29.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,168,45,301.6201130505324,-7492.904442177155,0.1287094154075195,0.3763842747252789,757.6894362057642,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3034,0.0251,Optimal,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,3.9069767441860463,18.0,0.8444444444444444,-0.4978837547428719,-0.0651066251541718,2.029774452771957,1
43,0.511627907,Cumilla,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,22,75,301.7433611481941,-7492.919316790945,0.2007749122736068,0.435940869757571,655.347146304121,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2685,0.0399,Optimal,0.0,1.6701626016260165,5.92,0.03,41.2,Low Risk,0,0.5116279069767442,15.0,0.4,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1
43,0.4418604651,Narail,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,19,45,301.5089091597439,-7492.969615107031,0.1546245986188832,0.3322381867648495,690.4520866530374,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.6197,0.1503,Optimal,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0.4418604651162791,15.0,0.7777777777777778,1.342566155928182,-0.0136251905571568,-1.1470154767101648,1
44,10.63636364,Chandpur,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,468,60,297.76308492013914,-2496.7435477441672,0.0749881335824765,0.1890119586126195,647.8428450996125,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2686,0.036,Optimal,0.0,1.5768333333333333,4.92,0.03,6.57,Low Risk,0,10.636363636363637,15.0,0.4166666666666667,0.4579656111191569,-1.068087200185985,3.234117660762148,0
44,11.25,Sirajganj,Kharif 1,20.5,Date Palm,April,No Need to Do,Feb to March,495,60,301.4346498654085,19.1867737579304,0.055318296172112,0.285235320591688,1122.7924980279338,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.187,0.0528,Moderate,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,9.28552890834909,29.0,0.5833333333333334,-3.608334211948392,-0.4237402514342654,-1.0264332601421282,1
44,0.75,Cumilla,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,33,70,302.3460722862303,15.874724898184908,0.1267759486794592,0.451485367019403,913.0022692592432,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2908,0.0202,Optimal,31.0,2.4385245901639343,6.32,0.11,37.2,High Risk,0,0.75,33.0,0.5428571428571428,-1.264753414926583,0.9829569891950144,-0.4337854993555278,1
44,8.204545455,Madaripur,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,361,60,301.7192993896397,13.645916615401418,0.1108626708514387,0.3685225285501324,1095.3046972217842,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2918,0.0934,Optimal,42.5,2.5653278688524592,6.27,0.08,23.06,High Risk,0,8.204545454545455,28.0,0.6333333333333333,-0.977646515820184,0.6060284136110692,1.5106726216616584,1
44,13.18181818,Thakurgaon,Kharif 1,30.0,Ripe Papaya,April,No Need to Do,April to May,580,70,303.58118022699307,20.560762319688507,0.1461067965693867,0.4748377991669735,882.8065724035296,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2105,0.0228,Moderate,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,0,13.181818181818182,10.0,0.5,-1.1769484669789103,0.7966001419483262,-0.1896617295769261,1
44,3.409090909,Chuadanga,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,150,70,298.0439507354684,-2494.4405740755465,0.0754908007179016,0.1403476092021016,761.9959672086425,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2713,0.0319,Optimal,0.0,1.4136666666666666,4.92,0.06,4.55,Low Risk,0,3.409090909090909,10.0,0.3571428571428571,2.1542943057739388,-1.962203129411917,-0.638460036239235,0
44,3.477272727,Magura,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,153,70,299.0186872354368,-2493.74141884078,0.0846506378114475,0.1809542596730333,760.7261235554363,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2967,0.0306,Optimal,0.0,1.4094166666666663,4.93,0.06,5.26,Low Risk,0,3.477272727272727,10.0,0.3571428571428571,0.2407311189756198,-1.578044690241106,0.3874330771727772,0
45,2.044444444,Sherpur,Rabi,25.0,Danta Shak,March,April to Aug,Sep,92,75,297.7995697990896,-2493.982259965472,0.1504598661358505,0.3578547300523578,747.9250880594643,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2835,0.0092,Optimal,0.0,1.225,4.57,0.07,4.3,Low Risk,0,2.0444444444444443,14.0,0.4266666666666667,0.1342894431647006,-0.0151431491079536,0.7097304939819942,0
45,0.08888888889,Thakurgaon,Kharif 2,30.0,Jamrul,June,July to August,June  to September,4,70,301.6952905832605,-7492.91047108829,0.1525557259834554,0.3253301214353357,690.524875521508,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3448,-0.0069,Optimal,0.0,1.992032520325204,7.4,0.04,40.9,Low Risk,0,0.0888888888888888,10.0,0.5,2.523251244539148,0.0029126564483754,-0.1896617295769261,1
45,1.311111111,Chattogram,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,59,60,303.01090702802344,16.762463456485545,0.0778842871053908,0.2243737529619723,946.2680070309598,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1911,0.0626,Moderate,4.0,2.856229508196721,6.45,0.12,43.63,Moderate Risk,0,1.3111111111111111,28.0,0.6333333333333333,0.0636228112072111,-0.5963954831808296,-1.535491933654452,1
45,6.511111111,Noakhali,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,293,70,302.2793504191985,19.92480629619872,0.1108842442473148,0.4783927862238563,892.7393467460697,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2386,0.0146,Moderate,0.0,4.176393442622951,8.21,0.16,44.3,Low Risk,0,6.511111111111111,5.0,0.4285714285714285,-1.6529366468035145,0.6424961002701116,0.1670797779918249,1
45,11.0,Jamalpur,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,495,60,301.5607069722993,-7492.923506562298,0.2138921242818444,0.5974512637677739,754.8973015031213,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2066,0.008,Moderate,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,11.0,10.0,0.5833333333333334,0.4398321140918846,1.340439442582192,0.4183817249211348,1
45,20.42222222,Moulvibazar,Kharif 1,30.0,Ripe Papaya,April,No Need to Do,April to May,919,70,302.4222602709799,22.24478639367362,0.0639854883669202,0.2091845343709336,771.5383544087591,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2502,0.0247,Optimal,15.0,1.5492622950819672,4.69,0.09,75.86,Moderate Risk,0,20.42222222222222,10.0,0.5,-1.3216296123645963,-0.5877818012514098,-0.330268778472907,1
45,2.088888889,Bagerhat,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,94,47,300.15712075135025,-7492.939971736703,0.1082292282638344,0.213126808643958,517.8162711223541,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4253,0.0801,Optimal,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,2.088888888888889,6.0,0.4468085106382978,2.707741743694672,-0.8950599896279239,3.4267975907503105,1
45,4.133333333,Dinajpur,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,186,50,297.8553082967753,-2494.933807312677,0.1255841806873411,0.3123895101240381,853.0760826674298,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2465,0.0196,Moderate,0.0,1.368083333333333,7.31,0.08,4.18,Low Risk,0,4.133333333333334,10.0,0.5,-0.4809205265205077,-0.545585234397815,-1.277515042615828,0
45,4.333333333,Manikganj,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,195,50,298.4037650376319,-2494.7351437229568,0.1103630862167605,0.3062327045841181,822.7170520904577,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2543,0.0323,Optimal,0.0,1.3493333333333333,4.2,0.07,4.7,Low Risk,0,4.333333333333333,10.0,0.5,-0.6763117335518518,-0.2047877664311476,-0.0831842507896098,0
45,5.777777778,Sherpur,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,260,70,301.705923218627,-7492.9210082461395,0.2183642629054117,0.4827707134985717,677.4547800740276,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2651,0.0189,Optimal,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,5.777777777777778,17.0,0.5,1.84244615598563,1.489109308079431,0.7097304939819942,1
45,0.5111111111,Mymensingh,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,23,45,301.6496706149745,-7492.914102170085,0.236589897802256,0.4957061458339745,722.0789151781311,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3501,0.006,Optimal,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0.5111111111111111,15.0,0.7777777777777778,1.8396177247652847,2.111989460835772,-1.1597349023648824,1
45,0.4,Narayanganj,Kharif 2,27.5,Mashkalai,Aug,Sep to Oct,Nov,18,45,302.31883491348344,-7492.915946584404,0.117917622264455,0.3396423890671521,874.9909430059635,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3661,0.0105,Optimal,0.0,2.1950406504065043,7.91,0.03,41.18,Low Risk,0,0.4,15.0,0.7777777777777778,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1
46,11.06521739,Thakurgaon,Kharif 2,25.0,Black Berry,June,July to August,June  to September,509,65,301.6952905832605,-7492.91047108829,0.1525557259834554,0.3253301214353357,690.524875521508,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3448,-0.0069,Optimal,0.0,1.992032520325204,7.4,0.04,40.9,Low Risk,0,11.065217391304348,10.0,0.4615384615384615,2.523251244539148,0.0029126564483754,-0.1896617295769261,1
46,2.456521739,Moulvibazar,Kharif 1,25.0,Wood Apple,May,June to August,August to September,113,60,302.4222602709799,22.24478639367362,0.0639854883669202,0.2091845343709336,771.5383544087591,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3858,0.0126,Optimal,15.0,1.5492622950819672,4.69,0.09,75.86,Moderate Risk,0,2.4565217391304346,10.0,0.5,-1.3216296123645963,-0.5877818012514098,-0.330268778472907,1
46,0.6304347826,Chapai Nawabganj,Kharif 1,27.5,Malta,June,June to August,August to September,29,80,303.26771067438057,13.943856314809876,0.0446760910808719,0.1382183774795698,1022.1396450060806,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2278,0.0155,Moderate,42.5,2.443032786885246,6.23,0.03,11.2,High Risk,0,0.6304347826086957,15.0,0.4375,-1.4571600151214157,-1.0952371523778948,-1.2373109601588426,1
46,2.782608696,Kishoreganj,Kharif 1,32.5,Taramind,February,March to April,February to May,128,50,300.3053971199306,21.137417434607904,0.173393593468994,1.349851514995432,905.4467354045564,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2128,0.0432,Moderate,42.5,2.217295081967213,6.17,0.05,53.7,High Risk,0,2.782608695652174,15.0,0.8,-4.201686982108733,2.0812573114320854,0.0672443699865665,1
46,0.4347826087,Rangpur,Kharif 2,30.0,Mug,Feb,March to May,May,20,60,301.27579220008016,-7492.914292730132,0.1797839739104832,0.3784592287416943,655.870952011207,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1936,0.0097,Moderate,0.0,2.0784552845528457,6.67,0.1,32.61,Low Risk,0,0.4347826086956521,10.0,0.5833333333333334,2.441284612557812,0.9545248258594652,-2.061583229524937,1
46,1.413043478,Magura,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,65,70,301.29010856911816,14.016952235863076,0.0867361447762783,0.2355411953342248,924.633053171217,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2796,0.0389,Optimal,42.5,2.47672131147541,6.36,0.08,19.09,High Risk,0,1.4130434782608696,33.0,0.5428571428571428,-0.117848368021395,-0.6206725234078411,0.3874330771727772,1
46,19.69565217,Narayanganj,Kharif 1,29.0,Guava,April,No Need to Do,Throuout The Year,906,50,302.9503114153678,16.64004425288047,0.0573974511842566,0.2063471959158542,928.5539633215813,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3109,0.0239,Optimal,41.0,2.7607377049180326,6.78,0.13,31.49,High Risk,0,19.695652173913043,12.0,0.7,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1
46,3.760869565,Joypurhat,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,173,47,302.0876035813807,-7492.908116698398,0.2400082308243039,0.5841314159121382,755.5575616431242,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2213,0.0414,Moderate,4.0,2.051056910569106,7.97,0.07,27.99,Moderate Risk,0,3.760869565217391,6.0,0.4468085106382978,2.0102313593479697,2.6256517911616126,-1.912728633265285,1
46,0.6086956522,Bagerhat,Rabi,27.5,Groundnut,Oct,Nov to March,March to April,28,80,297.294524997996,-2493.9819857135617,0.0511123836913264,0.0998660991676999,560.4940229941045,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4061,0.0852,Optimal,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0.6086956521739131,15.0,0.4375,2.637614718728494,-2.323372837555856,3.4267975907503105,1
46,1.326086957,Bagerhat,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,61,70,300.15712075135025,-7492.939971736703,0.1082292282638344,0.213126808643958,517.8162711223541,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.423,0.0673,Optimal,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,1.326086956521739,17.0,0.5,2.707741743694672,-0.8950599896279239,3.4267975907503105,1
46,2.086956522,Rangpur,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,96,70,301.27579220008016,-7492.914292730132,0.1797839739104832,0.3784592287416943,655.870952011207,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.24,0.0056,Moderate,0.0,2.0784552845528457,6.67,0.1,32.61,Low Risk,0,2.0869565217391304,17.0,0.5,2.441284612557812,0.9545248258594652,-2.061583229524937,1
47,15.55319149,Jhenaidah,Kharif 2,30.0,Jamrul,June,July to August,June  to September,731,70,302.18858403031936,-7492.910794122145,0.1986776556458701,0.3953735324754241,683.9099685457547,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2795,0.0194,Optimal,0.0,2.1582926829268296,7.83,0.11,35.83,Low Risk,0,15.5531914893617,10.0,0.5,3.3629277471653976,0.7324241925185622,-0.3020893337143854,1
47,12.10638298,Dinajpur,Kharif 1,25.0,Amra,June,June to August,August to September,569,60,302.7649570840597,20.95896149202266,0.1590604012598265,0.6148376402472027,805.8388926455632,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.304,-0.0058,Optimal,42.5,2.130573770491804,6.43,0.08,31.87,High Risk,0,12.106382978723405,10.0,0.5,-2.257033632448604,1.3297789186686506,-1.277515042615828,1
47,4.340425532,Natore,Kharif 1,32.5,Taramind,February,March to April,February to May,204,50,302.7415704302814,17.52162262926147,0.0793888524848094,0.2413669326638752,960.0138522252588,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2028,0.0413,Moderate,42.5,2.339508196721312,6.74,0.09,15.87,High Risk,0,4.340425531914893,15.0,0.8,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1
47,11.9787234,Joypurhat,Kharif 1,30.0,Ripe Papaya,April,No Need to Do,April to May,563,70,302.20496483244165,21.08293404878098,0.1762633127239135,0.522148109246055,982.3190881122628,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1876,0.0388,Moderate,42.5,2.2068032786885245,6.02,0.07,20.44,High Risk,0,11.97872340425532,10.0,0.5,-0.7307167004586116,1.479762458166498,-1.912728633265285,1
47,1.893617021,Narayanganj,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,89,47,302.31883491348344,-7492.915946584404,0.117917622264455,0.3396423890671521,874.9909430059635,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2916,0.038,Optimal,0.0,2.1950406504065043,7.91,0.03,41.18,Low Risk,0,1.893617021276596,6.0,0.4468085106382978,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1
47,5.659574468,Sunamganj,Rabi,20.0,Ginger,Oct,Nov to March,March to April,266,60,297.5547697580556,-2494.812104712428,0.1852503651259563,0.4400892881778041,707.4468735394969,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2882,0.0227,Optimal,0.0,1.1945,3.59,0.04,4.76,Low Risk,0,5.659574468085107,10.0,0.4166666666666667,0.3379539971176433,0.4805479822999256,-1.2076847204063133,0
47,0.3829787234,Kurigram,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,18,75,300.5540816950037,-7492.911328463224,0.1489942289448691,0.4122647360448373,792.4069629086493,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.267,0.0449,Optimal,0.0,1.8404878048780489,5.77,0.08,35.74,Low Risk,0,0.3829787234042553,15.0,0.4,-0.3011624699377863,0.7127066354239922,-0.2670805270454509,1
47,2.553191489,Patuakhali,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,120,70,300.58789766836395,-7493.005203445051,0.2546624364427509,0.5886672668181767,723.6587753859428,5.73,25.82,35.1,1.32,9.46,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3771,0.0416,Optimal,0.0,3.5834959349593496,10.3,0.13,79.92,Low Risk,0,2.5531914893617023,19.0,0.3428571428571428,1.3147071421233163,2.340168523703744,-0.648724779554988,1
48,0.4166666667,Netrokona,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,20,45,298.1153807730973,-2495.472886672341,0.1744941460699309,0.44650226754927,753.6723847278678,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2613,0.0319,Optimal,0.0,1.1035,4.02,0.01,4.17,Low Risk,0,0.4166666666666667,8.0,0.7777777777777778,-0.1081267072118993,0.645001036746861,-0.0759431695087267,0
48,3.395833333,Joypurhat,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,163,60,297.9658363548929,-2494.32760239672,0.0804197359740868,0.1984101158346056,872.9465574969236,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1894,0.0853,Moderate,0.0,1.37525,6.18,0.09,4.02,Low Risk,0,3.395833333333333,15.0,0.4166666666666667,-0.2394424593387275,-1.0324450516109955,-1.912728633265285,0
48,21.375,Narayanganj,Kharif 1,25.0,Green Papaya,June,June to August,August to September,1026,60,302.9503114153678,16.64004425288047,0.0573974511842566,0.2063471959158542,928.5539633215813,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3719,0.0006,Optimal,41.0,2.7607377049180326,6.78,0.13,31.49,High Risk,0,21.375,10.0,0.5,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1
48,8.5625,Kurigram,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,411,70,300.720540470831,23.70364085097172,0.0918731121524391,0.5014582090324571,969.6510007084167,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3355,0.0131,Optimal,17.0,2.044918032786885,6.81,0.04,57.18,High Risk,0,8.5625,5.0,0.4285714285714285,-4.36715872549444,0.472291078486112,-0.2670805270454509,1
48,0.2916666667,Narsingdi,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,14,85,301.560318868846,-7492.915616444734,0.1480809397218583,0.3677611557643428,736.8481399688881,5.47,35.94,30.81,1.25,14.08,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2891,0.0414,Optimal,0.0,1.992032520325204,7.4,0.04,40.9,Low Risk,0,0.2916666666666667,10.0,0.2352941176470588,1.220851711769181,0.7014477541464318,-0.3222700051055954,1
48,13.25,Netrokona,Kharif 2,29.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,636,45,300.983105062745,-7492.921479343506,0.1490505181532676,0.4764423383061769,759.3640417479114,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3099,0.0167,Optimal,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,13.25,18.0,0.8444444444444444,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1
48,3.854166667,Sylhet,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,185,47,301.5267317521868,-7492.918013041075,0.1554601891753494,0.400172528229801,736.6644168555143,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.336,0.0351,Optimal,2.0,1.23,5.03,0.02,58.31,Moderate Risk,0,3.8541666666666665,6.0,0.4468085106382978,0.0823988617441615,0.7619553228523099,-0.2194137775898042,1
48,0.9375,Khagrachari,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,45,65,300.92663672909936,-7492.931414551198,0.2211499054194972,0.3666408922942233,500.10725213700607,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.304,0.0348,Optimal,10.0,0.0971544715447154,0.86,0.0,48.38,Moderate Risk,0,0.9375,10.0,0.4615384615384615,5.527041695073686,0.9246002383827668,-1.7099426415489742,1
49,2.0,Chuadanga,Kharif 1,27.0,Maize 1,March,April to May,June to July,98,60,304.28610200715644,12.141654731308794,0.0660946330227888,0.1754264734335172,795.207891150735,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2348,0.0537,Moderate,42.5,2.6054918032786887,6.9,0.06,13.16,High Risk,0,2.0,14.0,0.5666666666666667,-0.2630075245106463,-0.9282143455531549,-0.638460036239235,1
49,0.3265306122,Chandpur,Rabi,21.0,Cheena,Nov,Dec to Feb,Feb to April,16,45,297.76308492013914,-2496.7435477441672,0.0749881335824765,0.1890119586126195,647.8428450996125,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2435,0.0483,Moderate,0.0,1.5768333333333333,4.92,0.03,6.57,Low Risk,0,0.3265306122448979,8.0,0.5555555555555556,0.4579656111191569,-1.068087200185985,3.234117660762148,0
49,2.469387755,Munshiganj,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,121,60,298.68502032826973,-2496.5480498691377,0.1004070888339689,0.2374695533957767,725.5828241750812,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2408,0.0348,Moderate,0.0,1.3990833333333337,4.12,0.08,4.9,Low Risk,0,2.4693877551020407,15.0,0.4166666666666667,0.201317587225234,-1.2194381732236907,0.6226459636965409,0
49,1.469387755,Thakurgaon,Kharif 1,25.0,Wood Apple,May,June to August,August to September,72,60,303.58118022699307,20.560762319688507,0.1461067965693867,0.4748377991669735,882.8065724035296,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3233,-0.0034,Optimal,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,0,1.469387755102041,10.0,0.5,-1.1769484669789103,0.7966001419483262,-0.1896617295769261,1
49,12.12244898,Kishoreganj,Kharif 2,29.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,594,45,300.87079634568363,-7492.912099655021,0.1449903018192032,0.9293452670959108,876.2439398427629,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3003,0.026,Optimal,0.0,1.7357723577235773,6.32,0.1,47.44,Low Risk,0,12.122448979591836,18.0,0.8444444444444444,-2.6484699233004325,1.3821875878302217,0.0672443699865665,1
