AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Min Relative Humidity,Soil_Moisture_mm,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event,LST_Adjusted
7.086956522,Chandpur,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.925585069426,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3342,-0.0065,Optimal,0.0,7.82,0.03,47.08,Low Risk,0,7.086956521739131,10.0,1.4506123424640165,0.4250859485221936,3.234117660762148,1,-0.9575630344342585
8.260869565,Madaripur,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.913336056465,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3998,0.0328,Optimal,0.0,7.37,0.03,44.67,Low Risk,0,8.26086956521739,10.0,1.2465698060334396,0.3694915034568404,1.5106726216616584,1,-0.6034333168549324
25.56521739,Gopalganj,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.930693000751,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7401,0.2252,Optimal,0.0,7.37,0.03,44.67,Low Risk,0,20.93599935107073,10.0,2.4370044805861864,-0.8336544486951788,1.778379570909555,1,-0.6252336622146686
12.13043478,Sirajganj,Kharif 1,25.0,Amra,June,June to August,August to September,60,19.1867737579304,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3216,0.0142,Optimal,42.5,6.82,0.09,36.24,High Risk,0,12.130434782608695,10.0,-3.608334211948392,-0.4237402514342654,-1.0264332601421282,1,-0.23243046911863985
0.6956521739,Habiganj,Kharif 1,32.5,Taramind,February,March to April,February to May,50,21.53618938465714,5.58,28.52,25.83,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2119,0.0382,Moderate,26.0,6.14,0.09,74.75,High Risk,0,0.6956521739130435,15.0,-2.453024331452516,0.4412608191640079,2.055687927582037,1,0.18037485382308205
1.173913043,Gaibandha,Kharif 1,32.5,Taramind,February,March to April,February to May,50,23.11647368793851,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2214,0.0382,Moderate,37.0,6.66,0.04,45.39,High Risk,0,1.173913043478261,15.0,-3.500949971964289,1.147390402158208,-1.0066614655970505,1,-0.599718695045965
7.391304348,Rajbari,Kharif 1,32.5,Taramind,February,March to April,February to May,50,15.876646518970118,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2181,0.0532,Moderate,42.5,6.36,0.08,19.09,High Risk,0,7.391304347826087,15.0,-0.8642448172292743,-0.416133257515566,2.7198322593966857,1,0.1550880242510857
2.130434783,Chapai Nawabganj,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,13.943856314809876,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2103,0.032,Moderate,42.5,6.23,0.03,11.2,High Risk,0,2.130434782608696,33.0,-1.4571600151214157,-1.0952371523778948,-1.2373109601588426,1,1.60063033985341
1.826086957,Pabna,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2494.7073894137466,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2542,0.049,Optimal,0.0,5.1,0.04,4.76,Low Risk,0,1.826086956521739,10.0,-0.0493054322426711,-2.073899976135396,-0.7163506146840665,0,0.334024140416318
4.52173913,Pirojpur,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.926266566518,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3291,0.0333,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,4.521739130434782,17.0,3.211798119998676,0.8898228175181344,3.4267975907503105,1,-0.7347288974086155
0.9565217391,Bandarban,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.911374378091,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3044,0.0406,Optimal,0.0,0.51,0.0,52.01,Low Risk,0,0.9565217391304348,19.0,5.330836872015286,0.1463323684304434,0.3442682368110966,1,-0.9245410593378551
1.782608696,Joypurhat,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2494.32760239672,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2455,0.0308,Moderate,0.0,6.18,0.09,4.02,Low Risk,0,1.7826086956521738,10.0,-0.2394424593387275,-1.0324450516109955,-1.912728633265285,0,-0.35162468266941005
1.217391304,Noakhali,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7493.073638570928,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2688,0.0226,Optimal,0.0,10.625,0.05,53.62,Low Risk,1,1.2173913043478262,17.0,2.456934406592592,1.8920271352823124,0.1670797779918249,1,-0.491426784034104
2.708333333,Meherpur,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,12.64623058448851,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2574,0.0385,Optimal,42.5,6.96,0.16,14.21,High Risk,0,2.708333333333333,15.0,-0.2807196564366978,-1.6427760607397526,-0.8284322461055669,1,2.771663730946443
1.333333333,Joypurhat,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.908116698398,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2992,0.0086,Optimal,4.0,7.97,0.07,27.99,Moderate Risk,0,1.3333333333333333,10.0,2.0102313593479697,2.6256517911616126,-1.912728633265285,1,0.42052324685352005
6.958333333,Kurigram,Kharif 1,25.0,Amra,June,June to August,August to September,60,23.70364085097172,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3813,0.0136,Optimal,17.0,6.81,0.04,57.18,High Risk,0,6.958333333333333,10.0,-4.36715872549444,0.472291078486112,-0.2670805270454509,1,-0.9465398636961595
1.5,Nilphamari,Kharif 1,27.5,Malta,June,June to August,August to September,80,21.96477305865558,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2834,-0.038,Optimal,28.0,7.13,0.01,48.11,High Risk,0,1.5,15.0,-2.362781897304748,0.9869317372354048,-1.079924326687568,1,0.3037643380914119
1.875,Meherpur,Kharif 1,27.5,Malta,June,June to August,August to September,80,12.64623058448851,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2747,0.0154,Optimal,42.5,6.96,0.16,14.21,High Risk,0,1.875,15.0,-0.2807196564366978,-1.6427760607397526,-0.8284322461055669,1,2.771663730946443
0.7083333333,Gazipur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,18.52406171886354,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3386,0.0232,Optimal,42.5,6.3,0.09,36.58,High Risk,0,0.7083333333333334,33.0,-2.1389689604181865,0.6449851027501006,-0.9146346973064116,1,1.3639967207061545
2.583333333,Barishal,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,14.378429688984028,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3262,0.0399,Optimal,16.0,6.44,0.07,35.44,High Risk,0,2.583333333333333,33.0,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1,-0.06652421308905332
3.416666667,Tangail,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,19.295412386972487,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2826,0.021,Optimal,42.5,6.82,0.09,36.24,High Risk,0,3.4166666666666665,33.0,-3.104426161616341,-0.2411440961039578,0.4061984056350668,1,0.7003436837222807
1.916666667,Barguna,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7493.011575495759,5.71,29.17,25.11,1.27,10.19,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4014,0.0494,Optimal,0.0,7.86,0.08,63.49,Low Risk,0,1.9166666666666667,6.0,1.9995660177184256,1.772058049122662,1.3595206033884788,1,-0.9916598871904512
2.333333333,Tangail,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.910629714639,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2843,0.0221,Optimal,0.0,7.64,0.06,40.63,Low Risk,0,2.333333333333333,19.0,0.9730302989833426,1.4677956282851654,0.4061984056350668,1,-0.12740501291426654
2.75,Satkhira,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.957396598133,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3748,0.0461,Optimal,0.0,6.2,0.06,45.03,Low Risk,0,2.75,17.0,0.9147809141135392,-0.2049050645122656,0.2221119957265343,1,-0.9859563681840768
3.958333333,Kurigram,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.911328463224,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3105,0.0327,Optimal,0.0,5.77,0.08,35.74,Low Risk,0,3.9583333333333335,17.0,-0.3011624699377863,0.7127066354239922,-0.2670805270454509,1,-1.1129986395234823
0.4583333333,Rangpur,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.914292730132,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.276,-0.0089,Optimal,0.0,6.67,0.1,32.61,Low Risk,0,0.4583333333333333,15.0,2.441284612557812,0.9545248258594652,-2.061583229524937,1,-0.3912881344469952
0.25,Chuadanga,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7493.133024076198,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2956,0.0136,Optimal,3.0,7.92,0.06,27.71,Moderate Risk,0,0.25,4.0,1.323581370298003,1.8072681384055425,-0.638460036239235,1,0.9797758324232291
5.44,Sherpur,Kharif 1,27.5,Malta,June,June to August,August to September,80,24.151361239215003,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3417,-0.0043,Optimal,37.0,6.66,0.04,45.39,High Risk,0,5.44,15.0,-3.0653079629681943,0.9136843995965812,0.7097304939819942,1,0.3524573325400979
1.28,Meherpur,Kharif 1,32.5,Taramind,February,March to April,February to May,50,12.64623058448851,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2265,0.0647,Moderate,42.5,6.96,0.16,14.21,High Risk,0,1.28,15.0,-0.2807196564366978,-1.6427760607397526,-0.8284322461055669,1,2.771663730946443
7.48,Jhenaidah,Kharif 1,32.5,Taramind,February,March to April,February to May,50,13.399109142973664,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2453,0.0498,Moderate,42.5,6.36,0.08,19.09,High Risk,0,7.48,15.0,-0.4461325206377542,-0.133786021450767,-0.3020893337143854,1,2.1218706190667262
6.32,Munshiganj,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,70,14.839407407536791,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2484,0.0116,Moderate,41.0,6.78,0.13,31.49,High Risk,0,6.32,5.0,-1.7820651467418769,0.5803589198711898,0.6226459636965409,1,0.7505427717528619
8.76,Joypurhat,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,70,21.08293404878098,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2209,0.0235,Moderate,42.5,6.02,0.07,20.44,High Risk,0,8.76,5.0,-0.7307167004586116,1.479762458166498,-1.912728633265285,1,0.5378844979144901
2.92,Noakhali,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7493.073638570928,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2485,0.0384,Moderate,0.0,10.625,0.05,53.62,Low Risk,1,2.92,6.0,2.456934406592592,1.8920271352823124,0.1670797779918249,1,-0.491426784034104
2.72,Magura,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2493.74141884078,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2721,0.0513,Optimal,0.0,4.93,0.06,5.26,Low Risk,0,2.72,10.0,0.2407311189756198,-1.578044690241106,0.3874330771727772,0,0.7012261978745187
1.72,Feni,Rabi,20.0,Onion,Oct,Nov to March,March to April,65,-2493.673117595814,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.246,0.0475,Moderate,0.0,3.58,0.08,4.65,Low Risk,0,1.72,10.0,0.138183028599017,-2.2765815630411703,-0.2793896545918674,0,0.9517486710487901
0.44,Jhallokati,Rabi,27.5,Groundnut,Oct,Nov to March,March to April,80,-2496.3111265011707,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2623,0.0568,Optimal,0.0,4.33,0.04,11.23,Low Risk,0,0.44,15.0,1.15280578744202,-1.7202712506814508,0.2274645318400207,1,-3.127215838653399
2.2,Kushtia,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2493.8289999681488,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2441,0.0378,Moderate,0.0,5.1,0.04,4.76,Low Risk,0,2.2,10.0,0.1951905150360007,-1.3925713930169707,0.022190984457489,0,0.021107303835606217
1.807692308,Pabna,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,16.930163482791954,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2848,0.0286,Optimal,42.5,6.75,0.12,21.89,High Risk,0,1.807692307692308,15.0,-1.41699828196409,-1.6070647612996571,-0.7163506146840665,1,0.8990987924210572
14.26923077,Kushtia,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.915254480282,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2608,0.0246,Optimal,0.0,8.54,0.08,35.29,Low Risk,0,14.26923076923077,10.0,1.5196099228131217,0.5830166524434364,0.022190984457489,1,-0.25139048078432324
4.5,Chattogram,Kharif 1,32.5,Taramind,February,March to April,February to May,50,16.762463456485545,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2017,0.048,Moderate,4.0,6.45,0.12,43.63,Moderate Risk,0,4.5,15.0,0.0636228112072111,-0.5963954831808296,-1.535491933654452,1,1.3438266934962826
6.538461538,Naogaon,Kharif 1,32.5,Taramind,February,March to April,February to May,50,18.024082781651924,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1975,0.0468,Moderate,42.5,6.02,0.07,20.44,High Risk,0,6.538461538461538,15.0,-2.271464230690235,0.0519044574028812,-1.6238030944783033,1,1.6498991903306433
0.2692307692,Chapai Nawabganj,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.923501984807,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1796,0.043,Moderate,17.0,8.68,0.04,23.44,High Risk,0,0.2692307692307692,10.0,0.855698242098597,0.2979731855813141,-1.2373109601588426,1,0.13033632709488074
2.5,Dinajpur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,20.95896149202266,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2441,0.0181,Moderate,42.5,6.43,0.08,31.87,High Risk,0,2.5,33.0,-2.257033632448604,1.3297789186686506,-1.277515042615828,1,1.0978767495325314
1.5,Faridpur,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2494.2519860254192,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3457,0.0896,Optimal,0.0,5.01,0.07,5.45,Low Risk,0,1.5,10.0,-0.3165569508218318,-1.7059015604741554,-1.2197422314320323,0,0.939529779289046
1.576923077,Sylhet,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.918013041075,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3606,0.027,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,1.5769230769230769,15.0,0.0823988617441615,0.7619553228523099,-0.2194137775898042,1,-0.14034858234037983
0.3076923077,Chattogram,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.955839828368,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3456,0.0136,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,0.3076923076923077,15.0,3.437198383827581,1.0756782408724477,-1.535491933654452,1,0.10335642269916434
0.2692307692,Moulvibazar,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.91741978459,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3901,0.0228,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,0.2692307692307692,4.0,2.584960789250076,1.021075224026161,-0.330268778472907,1,-0.41759452897122173
2.814814815,Gopalganj,Kharif 1,27.0,Maize 1,March,April to May,June to July,60,12.29173482224112,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.6126,0.2779,Optimal,42.5,6.27,0.08,23.06,High Risk,0,2.814814814814815,14.0,-0.0232926055962911,-1.734270073895613,1.778379570909555,1,0.5967439963517904
2.62962963,Khulna,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2494.2849644778125,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.42,0.119,Optimal,0.0,4.74,0.03,6.57,Low Risk,0,2.6296296296296298,7.0,1.0492270589696486,-2.377422364868137,-0.3468911027227658,0,-0.7797461745670375
1.444444444,Habiganj,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,50,-2494.416559406007,5.58,28.52,25.83,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2207,0.0488,Moderate,0.0,4.36,0.03,4.22,Low Risk,0,1.4444444444444444,13.0,0.5131191061119299,0.077947826019336,2.055687927582037,0,0.3839937870773724
6.0,Lakshmipur,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7493.105147019739,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3166,-0.0104,Optimal,0.0,7.82,0.03,47.08,Low Risk,0,6.0,10.0,1.866414288695387,1.0694391285080525,1.5300984434907778,1,-1.0397656865036424
10.25925926,Bandarban,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7492.911374378091,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3635,0.0116,Optimal,0.0,0.51,0.0,52.01,Low Risk,0,10.25925925925926,10.0,5.330836872015286,0.1463323684304434,0.3442682368110966,1,-0.9245410593378551
0.3703703704,Bandarban,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,85,-7492.911374378091,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2731,0.0527,Optimal,0.0,0.51,0.0,52.01,Low Risk,0,0.3703703703703703,10.0,5.330836872015286,0.1463323684304434,0.3442682368110966,1,-0.9245410593378551
0.8148148148,Jhallokati,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7492.904352056608,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2958,0.0436,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,0.8148148148148148,10.0,3.730298118526304,1.2812276945684546,0.2274645318400207,1,-0.6673741182824529
0.4074074074,Panchagar,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.920725039061,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2541,0.024,Optimal,0.0,4.56,0.03,49.36,Low Risk,0,0.4074074074074074,15.0,2.3829364702094087,0.4833363146101811,-0.545552610126157,1,0.032530919204987185
3.333333333,Moulvibazar,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.91741978459,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.325,0.0392,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,3.333333333333333,19.0,2.584960789250076,1.021075224026161,-0.330268778472907,1,-0.41759452897122173
4.928571429,Gopalganj,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2495.514138832561,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7089,0.3374,Optimal,0.0,4.8,0.05,7.71,Low Risk,0,4.928571428571429,7.0,1.3078582675309496,-1.163306631757788,1.778379570909555,0,0.07578172018367013
12.10714286,Madaripur,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2496.5230517070154,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3388,0.0678,Optimal,0.0,4.8,0.05,7.71,Low Risk,0,12.107142857142858,15.0,0.3413307216423879,-1.955570441043112,1.5106726216616584,0,0.41677913320262405
1.964285714,Feni,Kharif 1,25.0,Amra,June,June to August,August to September,60,16.78831163380378,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3422,0.0046,Optimal,10.0,6.22,0.12,41.41,Moderate Risk,0,1.9642857142857144,10.0,-1.8940902403293909,1.3874714562322357,-0.2793896545918674,1,0.8940399852658629
7.857142857,Narsingdi,Kharif 1,25.0,Amra,June,June to August,August to September,60,18.507647948404937,5.47,35.94,30.81,1.25,14.08,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3906,0.0046,Optimal,42.5,6.3,0.09,36.58,High Risk,0,7.857142857142857,10.0,-1.9570365936495715,1.259362824224572,-0.3222700051055954,1,0.614779417068064
0.2857142857,Narsingdi,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.915616444734,5.47,35.94,30.81,1.25,14.08,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2349,0.045,Moderate,0.0,7.4,0.04,40.9,Low Risk,0,0.2857142857142857,10.0,1.220851711769181,0.7014477541464318,-0.3222700051055954,1,-0.10676146568113154
1.607142857,Faridpur,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,60,14.708405095015756,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3488,0.0656,Optimal,42.5,6.07,0.04,25.46,High Risk,0,1.6071428571428572,10.0,-0.5334615040089054,1.1951752852804756,-1.2197422314320323,1,0.30776839257237043
2.25,Noakhali,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,65,19.92480629619872,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2788,0.0181,Optimal,0.0,8.21,0.16,44.3,Low Risk,0,2.25,7.0,-1.6529366468035145,0.6424961002701116,0.1670797779918249,1,0.6122700846713656
2.25,Feni,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7492.926885385311,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2759,0.0383,Optimal,0.0,7.3,0.09,48.4,Low Risk,0,2.25,10.0,3.112555871480117,1.9957554742371009,-0.2793896545918674,1,0.3453625282128314
0.5,Barishal,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.914969743981,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2987,0.0544,Optimal,0.0,8.09,0.1,57.23,Low Risk,0,0.5,15.0,1.1365497553867432,0.7479803276541248,1.7433693429784514,1,-0.990450860425824
0.5357142857,Jhallokati,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.904352056608,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2623,0.0568,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,0.5357142857142857,15.0,3.730298118526304,1.2812276945684546,0.2274645318400207,1,-0.6673741182824529
1.607142857,Barishal,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.914969743981,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3262,0.0399,Optimal,0.0,8.09,0.1,57.23,Low Risk,0,1.6071428571428572,17.0,1.1365497553867432,0.7479803276541248,1.7433693429784514,1,-0.990450860425824
2.714285714,Lakshmipur,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7493.105147019739,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2662,0.0155,Optimal,0.0,7.82,0.03,47.08,Low Risk,0,2.7142857142857144,17.0,1.866414288695387,1.0694391285080525,1.5300984434907778,1,-1.0397656865036424
1.103448276,Khulna,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,14.202115698821585,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4426,0.0853,Optimal,42.5,6.63,0.04,16.5,High Risk,0,1.103448275862069,15.0,-2.680114909130036,-1.1581429638028404,-0.3468911027227658,1,0.4877163220682519
1.827586207,Sylhet,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,50,-2494.4159982397005,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2992,0.037,Optimal,0.0,3.7,0.01,4.37,Low Risk,0,1.827586206896552,13.0,-0.5437899326617122,-1.8602393522539589,-0.2194137775898042,0,0.7762209620721023
