Area,AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Production,Min Relative Humidity,Year,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield,Temp_Range,Drought_Index
32,2.75,Sunamganj,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,88,70,2022,0.1868528494397071,1.0088191323738418,3.132287935905861,300.5300859888513,-7492.922429056725,0.0666668087935832,0.1793284797174766,0.0062517479924633,0.0808744478904295,0.1730767317250132,1.2131141321138783,786.875204438305,5.89,15.26,1.56,33.84,29.64,36.52,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3225,0.334,0.0115,1.067,Optimal,1911.12,0.0,1.5008943089430895,5.89,0.1,69.31,Low Risk,0,0,0,2.75,17.0,0.5
32,3.46875,Cumilla,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,111,70,2022,0.3868411497184607,1.545168983210615,5.420332251019671,301.7433611481941,-7492.919316790945,0.4605553784972233,0.6332118144284202,0.2342026799041616,0.2007749122736068,0.3990091345242586,0.435940869757571,655.347146304121,5.39,19.73,1.67,36.14,26.69,37.19,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2706,0.2908,0.0202,1.1256,Optimal,1132.38,0.0,1.6701626016260165,5.92,0.03,41.2,Low Risk,0,0,0,3.46875,17.0,0.5
33,1.727272727,Natore,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,57,80,2022,0.3665009314261029,0.994375976773306,3.7298643969814456,302.7415704302814,17.52162262926147,0.3289135409255313,0.3978173091447218,0.2396934944526867,0.0793888524848094,0.1581238146920351,0.2413669326638752,960.0138522252588,5.91,17.81,1.42,39.91,26.47,33.6,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2332,0.2573,0.0241,1.1844,Optimal,471.39,42.5,2.339508196721312,6.74,0.09,15.87,High Risk,1,1,0,1.7272727272727273,15.0,0.4375
33,2.0,Brahmanbaria,Kharif 1,27.0,Maize 1,March,April to May,June to July,66,60,2022,0.2496943185090909,0.803750741318175,3.0225425709076905,302.06439932592093,18.65035059330932,0.2372643993798239,0.4667222562628336,0.0571539099837129,0.1707935775109385,0.4095683462791207,0.7198449407385563,799.0592515618822,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2552,0.2808,0.0256,1.2194,Optimal,1184.34,42.5,2.309754098360656,6.61,0.12,42.21,High Risk,1,1,0,2.0,14.0,0.5666666666666667
33,21.18181818,Madaripur,Kharif 1,25.0,Amra,June,June to August,August to September,699,60,2022,0.3813282034003654,1.233310027032154,4.292244858769116,301.7192993896397,13.645916615401418,0.3008301047092089,0.3999496888165858,0.145892769350381,0.1108626708514387,0.2540569194662048,0.3685225285501324,1095.3046972217842,5.63,23.44,2.78,31.52,30.48,38.0,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.367,0.3998,0.0328,1.0871,Optimal,668.3100000000001,42.5,2.5653278688524592,6.27,0.08,23.06,High Risk,1,1,0,21.181818181818183,10.0,0.5
33,0.303030303,Netrokona,Kharif 2,30.0,Mug,Feb,March to May,May,10,60,2022,0.3188958013478676,1.131583721288191,4.059623626879707,300.983105062745,-7492.921479343506,0.3128406234491341,0.4572107645523022,0.1097388440365386,0.1490505181532676,0.3474719205157636,0.4764423383061769,759.3640417479114,5.92,19.91,1.93,36.51,29.44,34.05,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2038,0.2282,0.0244,1.2352,Moderate,1391.11,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0,0,0.303030303030303,10.0,0.5833333333333334
33,1.272727273,Barguna,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,42,60,2022,0.3400944340931947,1.011381109243394,3.794433587583897,302.14019063702665,18.148823538973865,0.2908335256770625,0.3334017153350163,0.2099802275666429,0.0579732332916608,0.1234214877683733,0.199334767739375,1012.5961121273996,5.71,25.17,2.47,29.17,25.11,45.74,1.27,10.19,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3784,0.4123,0.0338,1.1181,Optimal,875.14,5.0,2.7315573770491803,5.38,0.06,30.71,Moderate Risk,0,0,0,1.2727272727272727,10.0,0.5
33,0.8787878788,Brahmanbaria,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,29,70,2022,0.2496943185090909,0.803750741318175,3.0225425709076905,302.06439932592093,18.65035059330932,0.2372643993798239,0.4667222562628336,0.0571539099837129,0.1707935775109385,0.4095683462791207,0.7198449407385563,799.0592515618822,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2783,0.3034,0.0251,1.1518,Optimal,1184.34,42.5,2.309754098360656,6.61,0.12,42.21,High Risk,1,1,0,0.8787878787878788,33.0,0.5428571428571428
33,6.151515152,Shariatpur,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,203,60,2022,0.3469175626355938,1.203775787259904,4.104744387565484,302.057504748852,13.811227289531857,0.2488538373233175,0.3404679378482187,0.0925735314905069,0.113563902516599,0.2478944063577118,0.4563478053547303,1131.7438540035685,5.64,20.12,2.85,32.88,22.11,45.02,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1808,0.2473,0.0665,1.4312,Moderate,897.09,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,1,0,0,6.151515151515151,28.0,0.6333333333333333
33,0.4848484848,Jamalpur,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,16,50,2022,0.3809088458104428,1.3469269710124152,4.749578602539858,301.5607069722993,-7492.923506562298,0.3580076522609602,0.5680638462794619,0.1648097082920677,0.2138921242818444,0.4032541379873942,0.5974512637677739,754.8973015031213,5.78,23.76,1.89,29.99,31.6,38.41,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1757,0.2122,0.0366,1.2661,Moderate,1091.34,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,0,0,0.4848484848484848,5.0,0.4
33,5.212121212,Meherpur,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,172,47,2022,0.4257904032498705,1.3856832593872956,5.168206300041263,302.5247032836653,-7493.044154506788,0.438037926366824,0.6557736174550848,0.1259660232378597,0.2354072905942809,0.5298075942172251,0.537413033037566,737.1903838356752,6.22,19.2,1.42,37.87,18.94,43.2,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1918,0.245,0.0533,1.3366,Moderate,762.83,9.0,2.270813008130081,8.43,0.04,27.12,Moderate Risk,0,0,0,5.212121212121212,6.0,0.44680851063829785
33,0.4242424242,Netrokona,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,14,75,2022,0.3188958013478676,1.131583721288191,4.059623626879707,300.983105062745,-7492.921479343506,0.3128406234491341,0.4572107645523022,0.1097388440365386,0.1490505181532676,0.3474719205157636,0.4764423383061769,759.3640417479114,5.92,19.91,1.93,36.51,29.44,34.05,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2296,0.2607,0.0311,1.2052,Optimal,1391.11,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0,0,0.4242424242424242,15.0,0.4
33,1.545454545,Brahmanbaria,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,51,70,2022,0.3125458593535877,1.2896116116175853,4.643707414862252,301.6201130505324,-7492.904442177155,0.3419627865735463,0.4832769726821609,0.2231572914897405,0.1287094154075195,0.2601196811924204,0.3763842747252789,757.6894362057642,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.281,0.3096,0.0286,1.1206,Optimal,1124.16,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,0,0,1.5454545454545454,19.0,0.34285714285714286
33,1.878787879,Jamalpur,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,62,70,2022,0.3809088458104428,1.3469269710124152,4.749578602539858,301.5607069722993,-7492.923506562298,0.3580076522609602,0.5680638462794619,0.1648097082920677,0.2138921242818444,0.4032541379873942,0.5974512637677739,754.8973015031213,5.78,23.76,1.89,29.99,31.6,38.41,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2209,0.2462,0.0253,1.1544,Moderate,1091.34,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,0,0,1.878787878787879,19.0,0.34285714285714286
33,2.939393939,Habiganj,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,97,65,2022,0.3557936234140786,1.6724634963100884,5.005230533813275,301.48963906279874,-7492.912588427318,0.3359780945015981,0.490276717097282,0.1548294209765824,0.1642768965290526,0.3354472961206995,0.4889512120507346,696.7802482355273,5.58,32.61,2.19,28.52,25.83,45.65,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2962,0.3177,0.0216,1.0935,Optimal,1599.93,0.0,1.6316260162601626,5.52,0.05,57.42,Low Risk,0,0,0,2.9393939393939394,18.0,0.46153846153846156
33,0.2727272727,Rajbari,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,9,45,2022,0.3588229321917355,1.3689940067712576,4.817407851503034,301.3236576169149,-7492.910641798322,0.3970984084947287,0.583792751193523,0.1969779583846395,0.1661886173108693,0.3868147928088835,0.4185073869745196,789.1933034717302,5.84,28.05,3.2150000000000003,30.96,22.82,46.22,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2577,0.2845,0.0268,1.1029,Optimal,996.2,0.0,2.1582926829268296,7.83,0.11,35.83,Low Risk,0,0,0,0.2727272727272727,4.0,0.6666666666666666
34,2.352941176,Rajbari,Kharif 1,27.0,Maize 1,March,April to May,June to July,80,60,2022,0.3871508152866756,1.1079818867353282,3.959369007603412,301.82216835877824,15.876646518970118,0.3398006690970099,0.420965323158295,0.2441449981923793,0.0749241300790676,0.1768203249659156,0.2204943571128681,934.6542363471866,5.84,28.05,3.2150000000000003,30.96,22.82,46.22,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1867,0.233,0.0463,1.3423,Moderate,558.92,42.5,2.47672131147541,6.36,0.08,19.09,High Risk,1,1,0,2.3529411764705883,14.0,0.5666666666666667
34,6.558823529,Naogaon,Kharif 1,27.5,Malta,June,June to August,August to September,223,80,2022,0.3321458383665474,0.9941492597244624,3.7263369535187647,303.3169795248578,18.024082781651924,0.2521796061130121,0.3353748718633925,0.151012544621987,0.0838175997881575,0.1843623272414055,0.3323726334578993,1078.3431185309885,6.47,15.21,1.24,38.6,22.11,39.3,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2696,0.2827,0.0131,1.0631,Optimal,596.69,42.5,2.2068032786885245,6.02,0.07,20.44,High Risk,1,1,0,6.5588235294117645,15.0,0.4375
34,13.11764706,Kishoreganj,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,446,60,2022,0.2642215146056892,1.2500388978398835,4.226064155508412,300.87079634568363,-7492.912099655021,0.1560133859316678,0.346103638367728,0.0352614250669803,0.1449903018192032,0.3108422133007477,0.9293452670959108,876.2439398427629,5.66,20.65,1.96,32.42,25.32,42.24,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2107,0.2271,0.0164,1.1078,Moderate,1317.39,0.0,1.7357723577235773,6.32,0.1,47.44,Low Risk,0,0,0,13.117647058823527,10.0,0.5833333333333334
34,3.058823529,Dinajpur,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,104,52,2022,0.448550432648285,1.6647829172546074,5.272753435623821,301.5642251475618,-7492.920845017315,0.4532921904207221,0.6968213826970469,0.2318182627073085,0.2043221529514547,0.4650031199897383,0.4507515401088504,713.9237103608938,6.01,15.94,1.43,37.14,25.3,37.54,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2268,0.2465,0.0196,1.1168,Moderate,881.89,0.0,1.9403252032520324,7.11,0.05,31.79,Low Risk,0,0,0,3.0588235294117645,17.0,0.6153846153846154
34,5.441176471,Joypurhat,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,185,52,2022,0.4428553029001507,1.5871724603656312,5.109890247423898,302.0876035813807,-7492.908116698398,0.4108805386704361,0.6950315134846194,0.1340678993163834,0.2400082308243039,0.560963614168236,0.5841314159121382,755.5575616431242,6.47,12.9,1.27,38.48,21.6,39.89,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2148,0.2455,0.0308,1.2198,Moderate,783.3,4.0,2.051056910569106,7.97,0.07,27.99,Moderate Risk,0,0,0,5.441176470588236,17.0,0.6153846153846154
34,26.47058824,Chuadanga,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,900,50,2022,0.3875844574841556,1.375305240885754,5.657590631476939,298.0439507354684,-2494.4405740755465,0.5378844794512622,0.6064678529651709,0.4480905156880582,0.0754908007179016,0.1583773372771127,0.1403476092021016,761.9959672086425,6.07,20.18,1.46,38.89,18.38,42.72,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2395,0.2713,0.0319,1.1576,Optimal,87.14999999999999,0.0,1.4136666666666666,4.92,0.06,4.55,Low Risk,0,0,0,26.47058823529412,10.0,0.5
34,4.823529412,Netrokona,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,164,70,2022,0.3188958013478676,1.131583721288191,4.059623626879707,300.983105062745,-7492.921479343506,0.3128406234491341,0.4572107645523022,0.1097388440365386,0.1490505181532676,0.3474719205157636,0.4764423383061769,759.3640417479114,5.92,19.91,1.93,36.51,29.44,34.05,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2932,0.3099,0.0167,1.1141,Optimal,1391.11,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0,0,4.823529411764706,17.0,0.5
35,1.085714286,Habiganj,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,38,80,2022,0.2676037765906229,1.0601290639054963,3.2810718893217343,301.84745518835024,21.53618938465714,0.2535987872124722,0.4094105700184439,0.1404958846908667,0.1130727554184788,0.2689146853275772,0.4458726189559548,850.8114946123005,5.58,32.61,2.19,28.52,25.83,45.65,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3077,0.3234,0.0157,1.1405,Optimal,2073.38,26.0,2.1707377049180328,6.14,0.09,74.75,High Risk,0,0,0,1.0857142857142856,15.0,0.4375
35,0.2857142857,Dinajpur,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,10,45,2022,0.268145434634626,0.9339941041154484,4.242845022602401,297.8553082967753,-2494.933807312677,0.4020115164477718,0.5768919544682428,0.2906194740532874,0.1255841806873411,0.2862724804149554,0.3123895101240381,853.0760826674298,6.01,15.94,1.43,37.14,25.3,37.54,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.186,0.2169,0.0309,1.1792,Moderate,75.37,0.0,1.368083333333333,7.31,0.08,4.18,Low Risk,0,0,0,0.2857142857142857,8.0,0.7777777777777778
35,11.02857143,Bagerhat,Kharif 2,25.0,Black Berry,June,July to August,June  to September,386,65,2022,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,-7492.939971736703,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,3.2150000000000003,28.25,22.23,49.52,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4362,0.4779,0.0416,1.0947,Optimal,1451.65,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,11.028571428571428,10.0,0.46153846153846156
35,4.028571429,Gopalganj,Kharif 1,32.5,Taramind,February,March to April,February to May,141,50,2022,0.3918208716046002,1.5526751123621656,4.636877726001389,302.26382433087895,12.29173482224112,0.3681142784324873,0.3983745038075617,0.3497550691217142,0.0211936561468901,0.0486194346858474,0.0575735780669454,878.6298459145404,5.59,29.57,2.31,33.11,25.11,41.8,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3061,0.6154,0.3093,2.1411,Optimal,668.3100000000001,42.5,2.5653278688524592,6.27,0.08,23.06,High Risk,1,1,0,4.0285714285714285,15.0,0.8
35,1.914285714,Pabna,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,67,60,2022,0.3771397753522145,1.0772293438010012,3.96822527722448,302.5661791269482,16.930163482791954,0.3182950535312654,0.3338369511018429,0.3016887841086959,0.017099365629477,0.032148166993147,0.0537217447766507,947.9696019997368,5.99,19.54,1.47,39.89,19.7,40.41,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2661,0.2885,0.0223,1.1486,Optimal,638.57,42.5,2.4836065573770494,6.75,0.12,21.89,High Risk,1,1,0,1.9142857142857144,10.0,0.5
35,0.8857142857,Jhallokati,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,31,60,2022,0.3908926148183027,1.3406781377001793,4.48509806637352,301.55313213896227,13.569860619161386,0.3876869700531973,0.4467251837879121,0.3198153813956541,0.0524303262558745,0.126909802392258,0.1352388145742432,808.2878616013272,5.93,21.42,2.0,31.9,16.34,51.81,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1413,0.2127,0.0714,1.6297,Moderate,656.33,42.5,2.48188524590164,5.86,0.04,22.73,High Risk,1,1,0,0.8857142857142857,28.0,0.6333333333333333
35,1.942857143,Bagerhat,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,68,52,2022,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,-7492.939971736703,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,3.2150000000000003,28.25,22.23,49.52,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3941,0.4599,0.0657,1.1818,Optimal,1451.65,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.9428571428571428,17.0,0.6153846153846154
35,0.6571428571,Chattogram,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,23,45,2022,0.4618986129262907,2.2637467374910143,6.061679183452449,301.7704367572263,-7492.955839828368,0.4973641003659511,0.6563726676016034,0.2472074271527324,0.1953929130966049,0.409165240448871,0.3928568888523288,594.6942591983845,6.31,14.48,1.39,37.8,22.9,39.3,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3321,0.3456,0.0136,1.048,Optimal,1450.75,0.0,2.3628455284552845,10.625,0.03,51.72,Low Risk,0,0,1,0.6571428571428571,4.0,0.6666666666666666
36,0.2222222222,Pirojpur,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,8,45,2022,0.3278932733498527,1.5755746343279533,5.5118856554804765,298.1311695554613,-2496.3640446097806,0.4657894812056926,0.5355773894093223,0.3932548344744789,0.0760021568789336,0.1423225549348434,0.1631684697606366,643.6199539756535,5.79,33.040000000000006,3.2150000000000003,29.02,23.88,47.1,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2524,0.2965,0.0441,1.1769,Optimal,220.43,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,0.2222222222222222,8.0,0.7777777777777778
36,8.555555556,Madaripur,Kharif 1,32.5,Taramind,February,March to April,February to May,308,50,2022,0.3813282034003654,1.233310027032154,4.292244858769116,301.7192993896397,13.645916615401418,0.3008301047092089,0.3999496888165858,0.145892769350381,0.1108626708514387,0.2540569194662048,0.3685225285501324,1095.3046972217842,5.63,23.44,2.78,31.52,30.48,38.0,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2003,0.2849,0.0846,1.5118,Optimal,668.3100000000001,42.5,2.5653278688524592,6.27,0.08,23.06,High Risk,1,1,0,8.555555555555555,15.0,0.8
36,1.0,Netrokona,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,36,50,2022,0.3188958013478676,1.131583721288191,4.059623626879707,300.983105062745,-7492.921479343506,0.3128406234491341,0.4572107645523022,0.1097388440365386,0.1490505181532676,0.3474719205157636,0.4764423383061769,759.3640417479114,5.92,19.91,1.93,36.51,29.44,34.05,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2296,0.2607,0.0311,1.2052,Optimal,1391.11,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0,0,1.0,5.0,0.4
36,2.583333333,Kishoreganj,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,93,70,2022,0.2642215146056892,1.2500388978398835,4.226064155508412,300.87079634568363,-7492.912099655021,0.1560133859316678,0.346103638367728,0.0352614250669803,0.1449903018192032,0.3108422133007477,0.9293452670959108,876.2439398427629,5.66,20.65,1.96,32.42,25.32,42.24,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2684,0.2993,0.0309,1.1471,Optimal,1317.39,0.0,1.7357723577235773,6.32,0.1,47.44,Low Risk,0,0,0,2.583333333333333,19.0,0.34285714285714286
36,4.527777778,Madaripur,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,163,70,2022,0.3839570830404489,1.496679831247745,5.297977538148725,301.0636470176722,-7492.913336056465,0.4349038176803514,0.5680438314099354,0.2382060091531424,0.1480005797634093,0.329837822256793,0.3403064625939611,747.762894569038,5.63,23.44,2.78,31.52,30.48,38.0,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.328,0.3817,0.0536,1.1771,Optimal,1238.15,0.0,2.1439024390243904,7.37,0.03,44.67,Low Risk,0,0,0,4.527777777777778,19.0,0.34285714285714286
36,7.611111111,Joypurhat,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,274,50,2022,0.3138241441049597,1.0882368637543478,4.7830731364017405,297.9658363548929,-2494.32760239672,0.4053207450426804,0.4871203122169448,0.2968852712832193,0.0804197359740868,0.1902350409337255,0.1984101158346056,872.9465574969236,6.47,12.9,1.27,38.48,21.6,39.89,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2148,0.2455,0.0308,1.2198,Moderate,73.46000000000001,0.0,1.37525,6.18,0.09,4.02,Low Risk,0,0,0,7.611111111111111,10.0,0.5
36,1.388888889,Brahmanbaria,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,50,70,2022,0.3125458593535877,1.2896116116175853,4.643707414862252,301.6201130505324,-7492.904442177155,0.3419627865735463,0.4832769726821609,0.2231572914897405,0.1287094154075195,0.2601196811924204,0.3763842747252789,757.6894362057642,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2783,0.3034,0.0251,1.1518,Optimal,1124.16,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,0,0,1.3888888888888888,17.0,0.5
36,2.472222222,Pirojpur,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,89,70,2022,0.4079955225207827,2.0865525313610664,5.885433507623059,300.93235143711854,-7492.926266566518,0.5242290920419749,0.6965960442832237,0.2624382760227538,0.2004012487295517,0.4341577682604699,0.3822779997747733,571.4062360189625,5.79,33.040000000000006,3.2150000000000003,29.02,23.88,47.1,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2655,0.2999,0.0344,1.195,Optimal,1451.65,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,2.4722222222222223,17.0,0.5
37,1.081081081,Jhallokati,Rabi,25.0,Danta Shak,March,April to Aug,Sep,40,75,2022,0.3345963166329672,1.3398176673712916,5.37448724352439,298.53986449587376,-2496.3111265011707,0.4739498262349428,0.5645420349590545,0.3980482373190764,0.0802922536157552,0.1664937976399781,0.1694108725676658,650.8459620508035,5.93,21.42,2.0,31.9,16.34,51.81,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.239,0.278,0.039,1.3256,Optimal,220.43,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,1.0810810810810811,14.0,0.4266666666666667
37,1.108108108,Narail,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,41,80,2022,0.3677709612811752,1.029349522223331,3.879045391325219,303.2245432698789,11.12698053736449,0.317807322421931,0.3738582462137362,0.2634323510957302,0.0491219934727022,0.1104258951180059,0.1545653293900079,953.5573172586392,5.75,16.41,1.48,29.12,33.18,37.7,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3609,0.5226,0.1617,1.5516,Optimal,1997.22,15.0,1.924918032786885,6.08,0.13,73.12,Moderate Risk,0,0,0,1.108108108108108,15.0,0.4375
37,1.189189189,Gazipur,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,44,80,2022,0.3516303259680722,1.0515939783974333,3.623565167257163,303.0310770552333,18.52406171886354,0.2551414828258255,0.3447734668324618,0.1101810937198298,0.1020854540502833,0.2345923731126319,0.4001131173168451,967.6076764862764,5.75,17.96,1.49,32.53,28.89,38.58,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3349,0.3547,0.0198,1.1094,Optimal,1043.06,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,1,1,0,1.1891891891891893,15.0,0.4375
37,0.4054054054,Nilphamari,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,15,45,2022,0.2903801219134016,1.060522285402843,4.672834835709876,297.1387731746752,-2495.773404794608,0.4304357677307694,0.604066391741781,0.3232946510636419,0.1274774173261423,0.2807717406781391,0.2961589786048574,871.4976966085044,6.0,15.44,1.64,29.14,32.45,38.4,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1793,0.1849,0.0056,1.0358,Moderate,73.57000000000001,0.0,1.2875,7.48,0.03,4.09,Low Risk,0,0,0,0.4054054054054054,8.0,0.7777777777777778
