Khu vực,Tiểu bang,Lượng mưa trung bình,Nhiệt độ trung bình của năm,Tỷ lệ đất được tưới tiêu,Tổng lượng phân bón tiêu thụ trong năm,Loại cây ở khu vực đó,Năng suất trung bình của khu vực
Chikmangaluru,Karnataka,3360.0,38.0,Spray,0.0,Cotton,71.0
Chikmangaluru,Karnataka,3360.0,38.0,Spray,0.0,Cotton,3961.0
Chikmangaluru,Karnataka,3360.0,38.0,Spray,0.0,Groundnut,4247.0
Chikmangaluru,Karnataka,3605.4,39.0,Spray,0.0,Groundnut,3290.0
Chikmangaluru,Karnataka,3605.4,39.0,Spray,0.0,Groundnut,3138.0
Chikmangaluru,Karnataka,3605.4,39.0,Spray,0.0,Groundnut,3423.0
Chikmangaluru,Karnataka,3512.4,40.0,Spray,0.0,Groundnut,3899.0
Chikmangaluru,Karnataka,3512.4,40.0,Spray,0.0,Groundnut,4015.0
Chikmangaluru,Karnataka,3512.4,40.0,Spray,0.0,Groundnut,4279.0
Chikmangaluru,Karnataka,3296.0,41.0,Spray,0.0,Groundnut,4167.0
Chikmangaluru,Karnataka,3296.0,41.0,Spray,0.0,Blackgram,4479.0
Chikmangaluru,Karnataka,3296.0,41.0,Spray,0.0,Blackgram,3699.0
Chikmangaluru,Karnataka,3550.0,42.0,Spray,0.0,Blackgram,4904.0
Chikmangaluru,Karnataka,3550.0,42.0,Spray,0.0,Blackgram,2821.0
Chikmangaluru,Karnataka,3550.0,42.0,Spray,0.0,Blackgram,3472.0
Chikmangaluru,Karnataka,3654.0,43.0,Drip,0.0,Blackgram,3647.0
Chikmangaluru,Karnataka,3654.0,43.0,Drip,0.0,Blackgram,393.0
Chikmangaluru,Karnataka,3654.0,27.0,Drip,0.0,Blackgram,167.0
Chikmangaluru,Karnataka,3105.0,27.2,Drip,0.0,Blackgram,975.0
Chikmangaluru,Karnataka,3105.0,27.2,Drip,0.0,Cashew,2.0
Chikmangaluru,Karnataka,3105.0,27.0,Drip,0.0,Cashew,836.0
Chikmangaluru,Karnataka,2903.1,27.0,Drip,0.0,Cashew,770.0
Chikmangaluru,Karnataka,2903.1,27.0,Drip,0.0,Cashew,395.0
Chikmangaluru,Karnataka,2903.1,27.0,Drip,0.0,Cashew,187.0
Chikmangaluru,Karnataka,2996.6,27.2,Drip,0.0,Cotton,187.0
Chikmangaluru,Karnataka,2996.6,27.2,Drip,0.0,Cotton,121.0
Chikmangaluru,Karnataka,2996.6,27.2,Drip,0.0,Cotton,103.0
Chikmangaluru,Karnataka,3522.8,27.1,Drip,0.0,Cotton,71.0
Chikmangaluru,Karnataka,3522.8,27.1,Drip,0.0,Cashew,3961.0
Chikmangaluru,Karnataka,3522.8,27.1,Drip,0.0,Cashew,4247.0
Chikmangaluru,Karnataka,3729.8,26.8,Drip,0.0,Cashew,3290.0
Chikmangaluru,Karnataka,3729.8,26.8,Drip,0.0,Cashew,3138.0
Chikmangaluru,Karnataka,3729.8,26.8,Drip,0.0,Coconut,3423.0
Chikmangaluru,Karnataka,2746.2,37.0,Drip,0.0,Coconut,3899.0
Chikmangaluru,Karnataka,2746.2,37.0,Drip,0.0,Coconut,4015.0
Chikmangaluru,Karnataka,2746.2,37.0,Drip,0.0,Coconut,4279.0
Chikmangaluru,Karnataka,3360.0,38.0,Drip,0.0,Coconut,4167.0
Chikmangaluru,Karnataka,3360.0,38.0,Drip,0.0,Coconut,4479.0
Chikmangaluru,Karnataka,3360.0,38.0,Drip,0.0,Coconut,3699.0
Chikmangaluru,Karnataka,3605.4,39.0,Drip,0.0,Coconut,4904.0
Chikmangaluru,Karnataka,3605.4,39.0,Drip,0.0,Coconut,2821.0
Chikmangaluru,Karnataka,3605.4,39.0,Drip,0.0,Coconut,3472.0
Chikmangaluru,Karnataka,3512.4,40.0,Drip,0.0,Coconut,3647.0
Chikmangaluru,Karnataka,3512.4,40.0,Drip,0.0,Coconut,393.0
Chikmangaluru,Karnataka,3512.4,27.0,Drip,0.0,Coconut,167.0
Chikmangaluru,Karnataka,3296.0,27.0,Drip,0.0,Coconut,71.0
Chikmangaluru,Karnataka,3296.0,27.0,Drip,0.0,Coconut,52.0
Chikmangaluru,Karnataka,3296.0,27.0,Drip,0.0,Coconut,2570.0
Chikmangaluru,Karnataka,3550.0,27.2,Drip,0.0,Ginger,1402.0
Chikmangaluru,Karnataka,3654.0,27.0,Basin,0.0,Ginger,1132.0
Hassan,Karnataka,3105.0,27.2,Basin,0.0,Ginger,2570.0
Hassan,Karnataka,2903.1,27.1,Drip,0.0,Coconut,1402.0
Hassan,Karnataka,2996.6,26.8,Drip,0.0,Coconut,1132.0
Hassan,Karnataka,3522.8,37.0,Drip,0.0,Coconut,804.0
Hassan,Karnataka,3729.8,38.0,Drip,0.0,Coconut,792.0
Hassan,Karnataka,2746.2,39.0,Drip,0.0,Coconut,338.0
Hassan,Karnataka,3360.0,40.0,Drip,0.0,Coconut,404.0
Hassan,Karnataka,3605.4,41.0,Drip,0.0,Coconut,343.0
Hassan,Karnataka,3512.4,42.0,Drip,0.0,Coconut,336.0
Hassan,Karnataka,3296.0,27.0,Drip,0.0,Coconut,316.0
Hassan,Karnataka,3550.0,27.0,Drip,0.0,Coconut,382.0
Hassan,Karnataka,3654.0,27.2,Drip,0.0,Coconut,231.0
Hassan,Karnataka,3105.0,27.2,Drip,0.0,Coconut,283.0
Hassan,Karnataka,3105.0,27.2,Drip,0.0,Coconut,7157.0
Hassan,Karnataka,3654.0,26.8,Basin,0.0,Coconut,8954.0
Hassan,Karnataka,2996.6,39.0,Basin,0.0,Coconut,114.0
Hassan,Karnataka,2996.6,40.0,Basin,0.0,Coconut,3.0
Hassan,Karnataka,3522.8,40.0,Basin,0.0,Coconut,95.0
Hassan,Karnataka,3522.8,40.0,Basin,0.0,Coconut,19.0
Hassan,Karnataka,3522.8,41.0,Basin,0.0,Coconut,54.0
Hassan,Karnataka,3729.8,41.0,Basin,0.0,Coconut,13.0
Hassan,Karnataka,3729.8,41.0,Basin,0.0,Coconut,123.0
Hassan,Karnataka,3729.8,42.0,Basin,0.0,Coconut,19.0
Hassan,Karnataka,2746.2,42.0,Basin,0.0,Coconut,32.0
Hassan,Karnataka,2746.2,42.0,Basin,0.0,Coconut,8.0
Hassan,Karnataka,2746.2,43.0,Basin,0.0,Coconut,50.0
Hassan,Karnataka,3360.0,27.0,Basin,0.0,Coconut,10.0
Hassan,Karnataka,3360.0,27.0,Basin,0.0,Coconut,29.0
Hassan,Karnataka,3360.0,27.0,Basin,0.0,Coconut,44.0
Hassan,Karnataka,3605.4,27.0,Basin,0.0,Coconut,33.0
Hassan,Karnataka,3605.4,27.0,Basin,0.0,Coconut,14.0
Hassan,Karnataka,3605.4,27.0,Basin,0.0,Coconut,56.0
Hassan,Karnataka,3512.4,27.2,Basin,0.0,Coconut,26.0
Hassan,Karnataka,3512.4,27.2,Basin,0.0,Coconut,98.0
Hassan,Karnataka,3512.4,27.2,Basin,0.0,Coconut,3.0
Hassan,Karnataka,3105.0,37.0,Spray,0.0,Coconut,2783.0
Hassan,Karnataka,3105.0,37.0,Spray,0.0,Coconut,1533.0
Hassan,Karnataka,3105.0,37.0,Spray,0.0,Coconut,1647.0
Hassan,Karnataka,2903.1,38.0,Spray,0.0,Coconut,836.0
Hassan,Karnataka,2903.1,39.0,Spray,0.0,Coconut,806.0
Mangalore,Karnataka,2903.1,39.0,Spray,0.0,Coconut,880.0
Mangalore,Karnataka,2996.6,39.0,Spray,0.0,Coconut,770.0
Mangalore,Karnataka,2996.6,40.0,Spray,0.0,Coconut,395.0
Mangalore,Karnataka,2996.6,40.0,Spray,0.0,Coconut,187.0
Mangalore,Karnataka,3522.8,40.0,Spray,0.0,Coconut,187.0
Mangalore,Karnataka,3522.8,41.0,Spray,0.0,Coconut,121.0
Mangalore,Karnataka,3522.8,41.0,Spray,0.0,Coconut,103.0
Mangalore,Karnataka,2903.1,41.0,Spray,0.0,Coconut,71.0
Mangalore,Karnataka,2903.1,42.0,Spray,0.0,Coconut,3961.0
Mangalore,Karnataka,2903.1,42.0,Spray,0.0,Coconut,4247.0
Mangalore,Karnataka,2996.6,42.0,Spray,0.0,Coconut,3290.0
Mangalore,Karnataka,2996.6,43.0,Spray,0.0,Coconut,3138.0
Mangalore,Karnataka,2996.6,43.0,Spray,0.0,Coconut,3423.0
Mangalore,Karnataka,3522.8,128.0,Spray,0.0,Coconut,3899.0
Mangalore,Karnataka,3522.8,129.0,Spray,0.0,Coconut,4015.0
Mangalore,Karnataka,3522.8,130.0,Spray,0.0,Coconut,4279.0
Mangalore,Karnataka,3729.8,131.0,Spray,0.0,Coconut,4167.0
Mangalore,Karnataka,3729.8,132.0,Spray,0.0,Coconut,4479.0
Mangalore,Karnataka,3729.8,133.0,Spray,0.0,Coconut,3699.0
Mangalore,Karnataka,2746.2,134.0,Spray,0.0,Coconut,4904.0
Mangalore,Karnataka,2746.2,135.0,Spray,0.0,Coconut,2821.0
Mangalore,Karnataka,2746.2,136.0,Spray,0.0,Coconut,3472.0
Mangalore,Karnataka,3360.0,137.0,Spray,0.0,Coconut,3647.0
Mangalore,Karnataka,3360.0,138.0,Spray,0.0,Coconut,393.0
Mangalore,Karnataka,3360.0,139.0,Spray,0.0,Coconut,167.0
Mangalore,Karnataka,3605.4,140.0,Spray,0.0,Coconut,71.0
Mangalore,Karnataka,3605.4,141.0,Spray,0.0,Coconut,52.0
Mangalore,Karnataka,3605.4,142.0,Spray,0.0,Coconut,12.0
Mangalore,Karnataka,3512.4,143.0,Spray,0.0,Coconut,51.0
Mangalore,Karnataka,3512.4,144.0,Spray,0.0,Coconut,61.0
Mangalore,Karnataka,3512.4,27.0,Spray,0.0,Coconut,67.0
Mangalore,Karnataka,3296.0,27.0,Spray,0.0,Coconut,62.0
Mangalore,Karnataka,3296.0,27.0,Drip,0.0,Cocoa,32.0
Mangalore,Karnataka,3296.0,27.0,Drip,0.0,Cocoa,22.0
Mangalore,Karnataka,3550.0,27.0,Drip,0.0,Cocoa,25.0
Mangalore,Karnataka,3550.0,27.0,Drip,0.0,Cocoa,4.0
Mangalore,Karnataka,3550.0,27.2,Drip,0.0,Cocoa,9.0
Mangalore,Karnataka,3654.0,27.2,Drip,0.0,Cocoa,12.0
Mangalore,Karnataka,3654.0,27.2,Drip,0.0,Coffee,2089.0
Mangalore,Karnataka,3654.0,27.0,Drip,0.0,Coffee,2810.0
Mangalore,Karnataka,3105.0,27.2,Drip,0.0,Coffee,2805.0
Mangalore,Karnataka,3105.0,27.2,Drip,0.0,Coffee,2331.0
Mangalore,Karnataka,3105.0,27.1,Drip,0.0,Coffee,2088.0
Mangalore,Karnataka,2903.1,26.8,Drip,0.0,Coffee,1871.0
Mangalore,Karnataka,2903.1,26.8,Drip,0.0,Coffee,1868.0
Mangalore,Karnataka,2996.6,37.0,Drip,0.0,Cardamum,1901.0
Mangalore,Karnataka,3522.8,38.0,Drip,0.0,Cardamum,972.0
Mangalore,Karnataka,3522.8,38.0,Drip,0.0,Cardamum,874.0
Mangalore,Karnataka,3522.8,38.0,Drip,0.0,Cardamum,592.0
Mangalore,Karnataka,2903.1,39.0,Drip,0.0,Cardamum,864.0
Mangalore,Karnataka,2903.1,39.0,Drip,0.0,Cardamum,5373.0
Mangalore,Karnataka,2903.1,39.0,Drip,0.0,Cardamum,6589.0
Mangalore,Karnataka,2996.6,40.0,Drip,0.0,Cardamum,5107.0
Mangalore,Karnataka,2996.6,40.0,Drip,0.0,Cardamum,5518.0
Mangalore,Karnataka,2996.6,40.0,Drip,0.0,Cardamum,4912.0
Mangalore,Karnataka,3522.8,41.0,Drip,0.0,Cardamum,3830.0
Mangalore,Karnataka,3522.8,41.0,Drip,0.0,Cardamum,4.0
Mangalore,Karnataka,3522.8,41.0,Drip,0.0,Pepper,9.0
Mangalore,Karnataka,3729.8,42.0,Drip,0.0,Pepper,12.0
Mangalore,Karnataka,3729.8,42.0,Drip,0.0,Pepper,2089.0
Mangalore,Karnataka,3729.8,42.0,Drip,0.0,Pepper,2810.0
Mangalore,Karnataka,2746.2,43.0,Drip,0.0,Pepper,841.0
Mangalore,Karnataka,2746.2,43.0,Drip,0.0,Pepper,3550.0
Mangalore,Karnataka,2746.2,27.0,Drip,0.0,Pepper,109.0
Mangalore,Karnataka,3360.0,27.0,Drip,0.0,Pepper,3368.0
Mangalore,Karnataka,3360.0,27.0,Basin,0.0,Pepper,3671.0
Mangalore,Karnataka,3360.0,27.0,Basin,0.0,Pepper,2404.0
Mangalore,Karnataka,3605.4,27.0,Basin,0.0,Pepper,2805.0
Mangalore,Karnataka,3605.4,27.0,Basin,0.0,Pepper,2331.0
Mangalore,Karnataka,3605.4,27.2,Basin,0.0,Pepper,2088.0
Mangalore,Karnataka,3512.4,27.2,Basin,0.0,Pepper,2628.0
Mangalore,Karnataka,3512.4,27.2,Basin,0.0,Pepper,1939.0
Kodagu,Karnataka,3512.4,27.0,Basin,0.0,Arecanut,1871.0
Kodagu,Karnataka,3296.0,27.0,Basin,0.0,Arecanut,1868.0
Kodagu,Karnataka,3550.0,27.0,Basin,0.0,Arecanut,1901.0
Kodagu,Karnataka,3550.0,27.2,Basin,0.0,Arecanut,972.0
Kodagu,Karnataka,3654.0,27.2,Basin,0.0,Arecanut,874.0
Kodagu,Karnataka,3654.0,27.2,Basin,0.0,Arecanut,592.0
Kodagu,Karnataka,3654.0,27.1,Basin,0.0,Arecanut,864.0
Kodagu,Karnataka,3105.0,37.0,Basin,0.0,Ginger,4.0
Kodagu,Karnataka,3105.0,37.0,Basin,0.0,Ginger,9.0
Kodagu,Karnataka,3105.0,38.0,Basin,0.0,Ginger,12.0
Mysuru,Karnataka,2903.1,39.0,Basin,0.0,Ginger,841.0
Mysuru,Karnataka,2903.1,39.0,Basin,0.0,Ginger,3550.0
Mysuru,Karnataka,2903.1,39.0,Basin,0.0,Ginger,109.0
Mysuru,Karnataka,2996.6,40.0,Basin,0.0,Ginger,3368.0
Mysuru,Karnataka,2996.6,40.0,Basin,0.0,Ginger,3671.0
Mysuru,Karnataka,2996.6,40.0,Basin,0.0,Ginger,2404.0
Mysuru,Karnataka,3522.8,41.0,Basin,0.0,Ginger,2805.0
Mysuru,Karnataka,3522.8,41.0,Basin,0.0,Ginger,2331.0
Mysuru,Karnataka,3522.8,41.0,Basin,0.0,Ginger,2088.0
Mysuru,Karnataka,2903.1,42.0,Basin,0.0,Tea,2628.0
Mysuru,Karnataka,2903.1,42.0,Basin,0.0,Tea,1939.0
Mysuru,Karnataka,2903.1,42.0,Basin,0.0,Tea,1871.0
Mysuru,Karnataka,2996.6,43.0,Basin,0.0,Tea,1868.0
Mysuru,Karnataka,3522.8,27.0,Spray,0.0,Tea,1901.0
Mysuru,Karnataka,3522.8,27.0,Spray,0.0,Tea,972.0
Kasaragodu,Karnataka,3729.8,27.0,Spray,0.0,Tea,874.0
Kasaragodu,Karnataka,3729.8,27.2,Spray,0.0,Tea,592.0
Kasaragodu,Karnataka,3729.8,27.2,Spray,0.0,Tea,864.0
Kasaragodu,Karnataka,2746.2,27.2,Spray,0.0,Tea,5373.0
Kasaragodu,Karnataka,2746.2,27.0,Spray,0.0,Tea,6589.0
Kasaragodu,Karnataka,2746.2,27.0,Spray,0.0,Tea,5107.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Paddy,5518.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Paddy,4912.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Paddy,3830.0
Kasaragodu,Karnataka,3605.4,27.2,Spray,0.0,Paddy,2783.0
Kasaragodu,Karnataka,2903.1,27.2,Spray,0.0,Paddy,1533.0
Kasaragodu,Karnataka,2903.1,27.2,Spray,0.0,Paddy,1647.0
Kasaragodu,Karnataka,2903.1,27.1,Spray,0.0,Paddy,975.0
Kasaragodu,Karnataka,2996.6,27.1,Spray,0.0,Paddy,2.0
Kasaragodu,Karnataka,2996.6,27.1,Spray,0.0,Paddy,836.0
Kasaragodu,Karnataka,2996.6,26.8,Spray,0.0,Paddy,806.0
Kasaragodu,Karnataka,3522.8,26.8,Spray,0.0,Paddy,880.0
Kasaragodu,Karnataka,3522.8,26.8,Spray,0.0,Paddy,770.0
Kasaragodu,Karnataka,3522.8,37.0,Spray,0.0,Paddy,395.0
Kasaragodu,Karnataka,3729.8,37.0,Spray,0.0,Paddy,187.0
Kasaragodu,Karnataka,2903.1,37.0,Spray,0.0,Groundnut,187.0
Kasaragodu,Karnataka,2903.1,38.0,Spray,0.0,Groundnut,121.0
Kasaragodu,Karnataka,2903.1,38.0,Spray,0.0,Groundnut,103.0
Kasaragodu,Karnataka,2996.6,38.0,Spray,0.0,Groundnut,71.0
Kasaragodu,Karnataka,2996.6,39.0,Spray,0.0,Groundnut,3961.0
Kasaragodu,Karnataka,2996.6,39.0,Spray,0.0,Groundnut,4247.0
Kasaragodu,Karnataka,3522.8,39.0,Spray,0.0,Groundnut,3290.0
Kasaragodu,Karnataka,3522.8,40.0,Spray,0.0,Groundnut,3138.0
Kasaragodu,Karnataka,3522.8,40.0,Spray,0.0,Groundnut,3423.0
Kasaragodu,Karnataka,3729.8,40.0,Spray,0.0,Groundnut,3899.0
Kasaragodu,Karnataka,3729.8,41.0,Spray,0.0,Groundnut,4015.0
Raichur,Karnataka,3729.8,41.0,Spray,0.0,Groundnut,4279.0
Raichur,Karnataka,2746.2,41.0,Spray,0.0,Groundnut,4167.0
Raichur,Karnataka,2746.2,42.0,Spray,0.0,Groundnut,4479.0
Raichur,Karnataka,2746.2,42.0,Spray,0.0,Groundnut,3699.0
Raichur,Karnataka,3360.0,42.0,Spray,0.0,Blackgram,4904.0
Raichur,Karnataka,3360.0,43.0,Spray,0.0,Blackgram,2821.0
Raichur,Karnataka,3360.0,43.0,Spray,0.0,Blackgram,3472.0
Raichur,Karnataka,3605.4,128.0,Spray,0.0,Blackgram,3647.0
Raichur,Karnataka,3605.4,129.0,Spray,0.0,Blackgram,393.0
Raichur,Karnataka,3605.4,130.0,Drip,0.0,Blackgram,167.0
Raichur,Karnataka,3512.4,131.0,Drip,0.0,Blackgram,71.0
Raichur,Karnataka,3512.4,132.0,Drip,0.0,Blackgram,52.0
Raichur,Karnataka,3296.0,134.0,Drip,0.0,Blackgram,2783.0
Raichur,Karnataka,3296.0,135.0,Drip,0.0,Blackgram,1533.0
Raichur,Karnataka,3296.0,136.0,Drip,0.0,Blackgram,1647.0
Raichur,Karnataka,3550.0,137.0,Drip,0.0,Blackgram,975.0
Raichur,Karnataka,3550.0,138.0,Drip,0.0,Blackgram,2.0
Raichur,Karnataka,3550.0,139.0,Drip,0.0,Blackgram,836.0
Raichur,Karnataka,3654.0,140.0,Drip,0.0,Cashew,806.0
Raichur,Karnataka,3654.0,141.0,Drip,0.0,Cashew,880.0
Raichur,Karnataka,3654.0,142.0,Drip,0.0,Cashew,770.0
Gulbarga,Karnataka,3105.0,27.0,Drip,0.0,Cashew,3961.0
Gulbarga,Karnataka,3105.0,27.0,Drip,0.0,Cashew,4247.0
Gulbarga,Karnataka,3105.0,27.2,Drip,0.0,Cashew,3290.0
Gulbarga,Karnataka,2903.1,27.0,Drip,0.0,Cashew,3899.0
Gulbarga,Karnataka,2903.1,27.0,Drip,0.0,Coconut,4015.0
Gulbarga,Karnataka,2903.1,27.0,Drip,0.0,Coconut,4279.0
Gulbarga,Karnataka,2996.6,27.0,Drip,0.0,Coconut,4167.0
Gulbarga,Karnataka,2996.6,27.0,Drip,0.0,Coconut,4479.0
Gulbarga,Karnataka,2996.6,27.0,Drip,0.0,Coconut,3699.0
Gulbarga,Karnataka,3522.8,27.2,Drip,0.0,Coconut,4904.0
Gulbarga,Karnataka,3522.8,27.2,Drip,0.0,Coconut,2821.0
Gulbarga,Karnataka,3522.8,27.2,Drip,0.0,Coconut,3472.0
Gulbarga,Karnataka,3729.8,27.1,Drip,0.0,Coconut,3647.0
Gulbarga,Karnataka,3729.8,27.1,Drip,0.0,Coconut,393.0
Gulbarga,Karnataka,3729.8,27.1,Drip,0.0,Coconut,167.0
Gulbarga,Karnataka,2746.2,26.8,Drip,0.0,Coconut,71.0
Gulbarga,Karnataka,2746.2,26.8,Drip,0.0,Coconut,52.0
Gulbarga,Karnataka,2746.2,26.8,Drip,0.0,Coconut,2570.0
Gulbarga,Karnataka,3360.0,37.0,Drip,0.0,Ginger,1402.0
Gulbarga,Karnataka,3605.4,38.0,Basin,0.0,Ginger,1132.0
Gulbarga,Karnataka,3512.4,39.0,Basin,0.0,Ginger,804.0
Gulbarga,Karnataka,3296.0,40.0,Basin,0.0,Ginger,792.0
Gulbarga,Karnataka,3550.0,41.0,Basin,0.0,Ginger,2570.0
Gulbarga,Karnataka,3654.0,42.0,Basin,0.0,Ginger,1402.0
Madikeri,Karnataka,3105.0,27.0,Drip,0.0,Coconut,792.0
Madikeri,Karnataka,2903.1,27.2,Drip,0.0,Coconut,338.0
Madikeri,Karnataka,2996.6,27.0,Drip,0.0,Coconut,404.0
Madikeri,Karnataka,3522.8,27.0,Drip,0.0,Coconut,343.0
Madikeri,Karnataka,3729.8,27.2,Drip,0.0,Coconut,336.0
Madikeri,Karnataka,2746.2,27.1,Drip,0.0,Coconut,316.0
Madikeri,Karnataka,3360.0,26.8,Drip,0.0,Coconut,382.0
Madikeri,Karnataka,3605.4,37.0,Drip,0.0,Coconut,231.0
Madikeri,Karnataka,3512.4,38.0,Drip,0.0,Coconut,221.0
Chikmangaluru,Karnataka,3296.0,39.0,Drip,0.0,Coconut,291.0
Chikmangaluru,Karnataka,3550.0,40.0,Drip,0.0,Coconut,283.0
Chikmangaluru,Karnataka,3550.0,41.0,Drip,0.0,Coconut,7157.0
Chikmangaluru,Karnataka,3654.0,41.0,Drip,0.0,Coconut,8700.0
Chikmangaluru,Karnataka,3654.0,42.0,Drip,0.0,Coconut,8838.0
Chikmangaluru,Karnataka,3654.0,27.0,Basin,0.0,Coconut,3.0
Chikmangaluru,Karnataka,3105.0,27.0,Basin,0.0,Coconut,54.0
Chikmangaluru,Karnataka,2903.1,27.2,Basin,0.0,Coconut,32.0
Chikmangaluru,Karnataka,2903.1,27.1,Basin,0.0,Coconut,8.0
Chikmangaluru,Karnataka,2903.1,27.1,Basin,0.0,Coconut,50.0
Chikmangaluru,Karnataka,2996.6,27.1,Basin,0.0,Coconut,10.0
Chikmangaluru,Karnataka,2996.6,26.8,Basin,0.0,Coconut,29.0
Chikmangaluru,Karnataka,2996.6,26.8,Basin,0.0,Coconut,44.0
Chikmangaluru,Karnataka,3522.8,26.8,Basin,0.0,Coconut,33.0
Chikmangaluru,Karnataka,3522.8,37.0,Basin,0.0,Coconut,14.0
Chikmangaluru,Karnataka,3522.8,37.0,Basin,0.0,Coconut,56.0
Chikmangaluru,Karnataka,3729.8,37.0,Basin,0.0,Coconut,26.0
Chikmangaluru,Karnataka,3729.8,38.0,Basin,0.0,Coconut,98.0
Chikmangaluru,Karnataka,3729.8,38.0,Basin,0.0,Coconut,3.0
Hassan,Karnataka,3550.0,128.0,Spray,0.0,Coconut,2783.0
Hassan,Karnataka,3550.0,129.0,Spray,0.0,Coconut,1533.0
Hassan,Karnataka,3550.0,130.0,Spray,0.0,Coconut,1647.0
Hassan,Karnataka,3654.0,131.0,Spray,0.0,Coconut,975.0
Hassan,Karnataka,3654.0,132.0,Spray,0.0,Coconut,2.0
Hassan,Karnataka,3654.0,133.0,Spray,0.0,Coconut,836.0
Hassan,Karnataka,3105.0,140.0,Spray,0.0,Coconut,121.0
Hassan,Karnataka,3105.0,141.0,Spray,0.0,Coconut,103.0
Hassan,Karnataka,3105.0,142.0,Spray,0.0,Coconut,71.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,3290.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,3138.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,3423.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,3899.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,4015.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,4279.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,4167.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,4479.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,3699.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,4904.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,2821.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,3472.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,3647.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,393.0
Hassan,Karnataka,2996.6,27.0,Spray,0.0,Coconut,167.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,71.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,52.0
Hassan,Karnataka,3522.8,27.2,Spray,0.0,Coconut,12.0
Hassan,Karnataka,3729.8,27.1,Spray,0.0,Coconut,51.0
Hassan,Karnataka,3729.8,27.1,Spray,0.0,Coconut,61.0
Hassan,Karnataka,3729.8,27.1,Spray,0.0,Coconut,67.0
Hassan,Karnataka,2746.2,26.8,Spray,0.0,Coconut,62.0
Hassan,Karnataka,2746.2,26.8,Spray,0.0,Coconut,32.0
Hassan,Karnataka,2746.2,26.8,Spray,0.0,Coconut,22.0
Hassan,Karnataka,3360.0,37.0,Drip,0.0,Cocoa,25.0
Hassan,Karnataka,3360.0,37.0,Drip,0.0,Cocoa,4.0
Hassan,Karnataka,3360.0,37.0,Drip,0.0,Cocoa,9.0
Hassan,Karnataka,3605.4,38.0,Drip,0.0,Cocoa,12.0
Hassan,Karnataka,3605.4,38.0,Drip,0.0,Cocoa,2089.0
Hassan,Karnataka,3605.4,38.0,Drip,0.0,Cocoa,2810.0
Hassan,Karnataka,3512.4,39.0,Drip,0.0,Coffee,841.0
Mangalore,Karnataka,3512.4,39.0,Drip,0.0,Coffee,3550.0
Mangalore,Karnataka,3512.4,39.0,Drip,0.0,Coffee,109.0
Mangalore,Karnataka,3296.0,40.0,Drip,0.0,Coffee,3368.0
Mangalore,Karnataka,3296.0,40.0,Drip,0.0,Coffee,3671.0
Mangalore,Karnataka,3296.0,40.0,Drip,0.0,Coffee,2404.0
Mangalore,Karnataka,3550.0,41.0,Drip,0.0,Coffee,2805.0
Mangalore,Karnataka,3550.0,41.0,Drip,0.0,Coffee,2331.0
Mangalore,Karnataka,3550.0,41.0,Drip,0.0,Coffee,2088.0
Mangalore,Karnataka,3654.0,42.0,Drip,0.0,Coffee,2628.0
Mangalore,Karnataka,3654.0,42.0,Drip,0.0,Coffee,1939.0
Mangalore,Karnataka,3654.0,42.0,Drip,0.0,Coffee,1871.0
Kodagu,Karnataka,3105.0,27.0,Drip,0.0,Cardamum,874.0
Kodagu,Karnataka,3105.0,27.0,Drip,0.0,Cardamum,592.0
Kodagu,Karnataka,3105.0,27.2,Drip,0.0,Cardamum,864.0
Kodagu,Karnataka,2903.1,27.0,Drip,0.0,Cardamum,5107.0
Kodagu,Karnataka,2903.1,27.0,Drip,0.0,Cardamum,5518.0
Kodagu,Karnataka,2903.1,27.0,Drip,0.0,Cardamum,4912.0
Kodagu,Karnataka,2996.6,27.0,Drip,0.0,Cardamum,3830.0
Kodagu,Karnataka,2996.6,27.0,Drip,0.0,Cardamum,4.0
Kasaragodu,Karnataka,2996.6,27.0,Drip,0.0,Cardamum,9.0
Kasaragodu,Karnataka,3522.8,27.2,Drip,0.0,Cardamum,12.0
Kasaragodu,Karnataka,3522.8,27.2,Drip,0.0,Pepper,2089.0
